segment Libya
31.834 10.596
31.848 10.616
31.865 10.635
31.872 10.637
31.884 10.644
31.894 10.644
31.913 10.63
31.919 10.626
31.926 10.625
31.932 10.628
31.939 10.637
31.946 10.641
31.968 10.639
31.973 10.642
31.977 10.654
31.985 10.662
31.988 10.671
31.985 10.681
31.983 10.7
31.982 10.706
31.978 10.718
31.979 10.731
31.983 10.742
31.989 10.75
31.996 10.768
32 10.795
32.062 10.838
32.083 10.85
32.091 10.854
32.098 10.855
32.11 10.858
32.131 10.892
32.143 10.915
32.156 10.93
32.17 10.953
32.187 10.982
32.192 10.996
32.196 11.016
32.202 11.034
32.213 11.05
32.219 11.057
32.228 11.074
32.229 11.081
32.229 11.089
32.237 11.101
32.248 11.139
32.258 11.153
32.277 11.204
32.28 11.215
32.308 11.315
32.315 11.336
32.319 11.355
32.322 11.366
32.334 11.392
32.354 11.425
32.356 11.45
32.361 11.463
32.365 11.467
32.376 11.484
32.403 11.527
32.475 11.57
32.524 11.598
32.54 11.59
32.556 11.577
32.565 11.565
32.581 11.55
32.591 11.542
32.599 11.531
32.603 11.52
32.613 11.508
32.643 11.495
32.656 11.49
32.668 11.489
32.688 11.494
32.719 11.499
32.733 11.498
32.766 11.489
32.805 11.496
32.812 11.497
32.826 11.501
32.843 11.508
32.878 11.496
32.893 11.489
32.931 11.504
32.932 11.504
32.977 11.517
32.99 11.53
33.002 11.528
33.006 11.521
33.014 11.524
33.05 11.526
33.054 11.526
33.074 11.529
33.086 11.532
33.115 11.551
33.148 11.562
33.156 11.56
33.169 11.566
33.16 11.578
33.15 11.593
33.124 11.612
33.121 11.616
33.117 11.626
33.116 11.638
33.11 11.64
33.107 11.645
33.101 11.658
33.096 11.681
33.096 11.695
33.096 11.701
33.083 11.766
33.081 11.785
33.078 11.804
33.078 11.81
33.087 11.806
33.093 11.789
33.094 11.786
33.099 11.768
33.107 11.758
33.114 11.737
33.115 11.727
33.112 11.719
33.113 11.714
33.121 11.706
33.125 11.697
33.127 11.698
33.13 11.691
33.133 11.692
33.133 11.697
33.126 11.709
33.123 11.723
33.113 11.756
33.106 11.776
33.1 11.785
33.088 11.813
33.073 11.859
33.062 11.892
33.013 11.975
33.007 11.986
33.004 11.993
33.002 11.999
32.997 12.004
32.979 12.039
32.965 12.053
32.955 12.068
32.946 12.085
32.941 12.101
32.936 12.108
32.931 12.124
32.929 12.126
32.922 12.126
32.916 12.137
32.893 12.188
32.892 12.196
32.878 12.21
32.873 12.218
32.871 12.228
32.868 12.239
32.857 12.259
32.843 12.298
32.835 12.313
32.823 12.381
32.82 12.411
32.821 12.436
32.82 12.443
32.819 12.455
32.816 12.464
32.816 12.473
32.812 12.485
32.806 12.523
32.8 12.549
32.798 12.569
32.798 12.589
32.798 12.609
32.795 12.624
32.794 12.641
32.795 12.654
32.794 12.68
32.791 12.687
32.794 12.725
32.793 12.733
32.793 12.737
32.793 12.759
32.796 12.776
32.796 12.804
32.802 12.834
32.806 12.867
32.81 12.884
32.813 12.891
32.812 12.904
32.817 12.94
32.827 12.964
32.829 12.981
32.837 12.999
32.839 13.014
32.845 13.024
32.852 13.038
32.852 13.046
32.856 13.059
32.864 13.077
32.866 13.091
32.872 13.107
32.879 13.122
32.881 13.13
32.885 13.14
32.884 13.146
32.887 13.157
32.889 13.161
32.891 13.163
32.903 13.174
32.906 13.18
32.906 13.184
32.9 13.191
32.9 13.201
32.904 13.211
32.904 13.226
32.91 13.237
32.91 13.245
32.913 13.277
32.912 13.291
32.909 13.306
32.903 13.321
32.903 13.333
32.9 13.339
32.899 13.359
32.901 13.368
32.9 13.378
32.9 13.39
32.9 13.391
32.898 13.396
32.891 13.4
32.868 13.43
32.856 13.457
32.848 13.489
32.833 13.507
32.831 13.511
32.818 13.546
32.798 13.588
32.797 13.596
32.795 13.601
32.792 13.608
32.788 13.64
32.79 13.661
32.79 13.683
32.793 13.709
32.795 13.729
32.791 13.739
32.793 13.744
32.792 13.753
32.797 13.761
32.801 13.789
32.8 13.8
32.797 13.809
32.792 13.813
32.789 13.829
32.782 13.852
32.783 13.856
32.781 13.87
32.782 13.877
32.783 13.881
32.781 13.892
32.781 13.909
32.776 13.924
32.776 13.942
32.774 13.949
32.757 13.969
32.75 13.983
32.747 13.995
32.738 14.01
32.729 14.036
32.726 14.078
32.722 14.086
32.723 14.094
32.72 14.105
32.72 14.124
32.717 14.132
32.719 14.151
32.712 14.177
32.714 14.189
32.707 14.204
32.7 14.214
32.698 14.219
32.696 14.238
32.692 14.243
32.686 14.243
32.68 14.245
32.669 14.258
32.663 14.267
32.66 14.278
32.653 14.283
32.647 14.293
32.643 14.306
32.634 14.327
32.624 14.34
32.595 14.37
32.587 14.379
32.565 14.427
32.56 14.434
32.545 14.447
32.533 14.455
32.527 14.46
32.515 14.493
32.51 14.502
32.508 14.512
32.507 14.543
32.505 14.548
32.5 14.587
32.499 14.606
32.497 14.618
32.493 14.627
32.491 14.644
32.488 14.655
32.483 14.664
32.47 14.682
32.468 14.686
32.457 14.707
32.452 14.719
32.448 14.739
32.441 14.762
32.441 14.796
32.443 14.811
32.442 14.827
32.441 14.853
32.446 14.87
32.443 14.899
32.442 14.918
32.438 14.931
32.435 14.954
32.425 14.97
32.424 14.971
32.422 15
32.422 15.006
32.424 15.015
32.419 15.025
32.416 15.034
32.416 15.104
32.414 15.115
32.413 15.116
32.391 15.198
32.386 15.212
32.381 15.221
32.379 15.224
32.374 15.225
32.37 15.224
32.356 15.236
32.346 15.245
32.333 15.262
32.323 15.272
32.317 15.286
32.313 15.291
32.299 15.296
32.28 15.306
32.258 15.315
32.255 15.316
32.234 15.321
32.216 15.328
32.204 15.335
32.177 15.358
32.16 15.366
32.139 15.369
32.134 15.369
32.124 15.366
32.115 15.362
32.091 15.359
32.082 15.356
32.074 15.357
32.061 15.361
32.041 15.363
32.026 15.361
32.016 15.359
32 15.356
31.995 15.361
31.888 15.395
31.849 15.408
31.772 15.453
31.748 15.46
31.687 15.488
31.655 15.505
31.653 15.506
31.626 15.522
31.615 15.531
31.598 15.544
31.58 15.565
31.558 15.582
31.551 15.586
31.528 15.599
31.46 15.654
31.452 15.663
31.448 15.67
31.445 15.676
31.42 15.722
31.41 15.733
31.401 15.749
31.391 15.775
31.383 15.791
31.381 15.793
31.365 15.817
31.356 15.839
31.351 15.857
31.345 15.869
31.335 15.904
31.324 15.923
31.313 15.943
31.298 15.991
31.282 16.032
31.277 16.052
31.276 16.058
31.275 16.069
31.265 16.103
31.264 16.122
31.259 16.133
31.258 16.145
31.252 16.173
31.248 16.199
31.248 16.2
31.246 16.206
31.243 16.233
31.237 16.268
31.235 16.275
31.231 16.319
31.223 16.364
31.221 16.398
31.221 16.413
31.222 16.452
31.216 16.503
31.217 16.549
31.219 16.556
31.218 16.559
31.216 16.569
31.216 16.579
31.218 16.588
31.216 16.616
31.221 16.637
31.22 16.656
31.222 16.664
31.222 16.683
31.224 16.695
31.223 16.704
31.222 16.711
31.217 16.735
31.221 16.752
31.194 16.845
31.191 16.873
31.184 16.905
31.18 16.944
31.174 16.969
31.172 16.988
31.171 16.994
31.167 17
31.165 17.017
31.15 17.069
31.15 17.074
31.142 17.096
31.139 17.112
31.128 17.145
31.127 17.157
31.125 17.173
31.123 17.184
31.113 17.201
31.112 17.216
31.107 17.24
31.106 17.251
31.1 17.267
31.098 17.286
31.09 17.293
31.09 17.294
31.087 17.302
31.082 17.349
31.081 17.39
31.078 17.393
31.071 17.392
31.067 17.398
31.064 17.401
31.058 17.421
31.057 17.423
31.05 17.438
31.044 17.446
31.034 17.452
31.031 17.458
31.022 17.478
31.018 17.492
31.01 17.517
31.003 17.549
30.995 17.568
30.99 17.594
30.984 17.606
30.982 17.615
30.975 17.629
30.97 17.641
30.968 17.654
30.966 17.661
30.963 17.664
30.956 17.678
30.941 17.731
30.937 17.766
30.934 17.792
30.931 17.804
30.925 17.817
30.926 17.847
30.919 17.856
30.916 17.865
30.904 17.865
30.902 17.873
30.898 17.877
30.889 17.877
30.881 17.88
30.87 17.891
30.857 17.904
30.854 17.913
30.848 17.943
30.836 17.979
30.834 17.998
30.828 18.024
30.825 18.038
30.811 18.075
30.797 18.145
30.792 18.164
30.788 18.18
30.781 18.19
30.771 18.202
30.766 18.219
30.756 18.225
30.732 18.249
30.722 18.266
30.714 18.274
30.703 18.285
30.689 18.289
30.686 18.292
30.67 18.309
30.653 18.334
30.642 18.352
30.639 18.364
30.637 18.368
30.63 18.371
30.628 18.371
