125.96 33.34
Source 8.CH.30             
0.651615440647639 0.0025 15.0 7.8 5.0
118.69 37.76
118.03 38.14
119.35 39.39
120.01 39.08
118.69 37.76
Source 8.CH.31             
0.651615440647639 0.0198 15.0 7.6 5.0
120.94 39.15
119.68 37.81
119.1 38.15
120.41 39.48
120.94 39.15
Source 8.CH.33             
0.651615440647639 0.0495 15.0 7.8 5.0
118.2 36.26
119.16 37.97
120.04 37.65
119.16 35.96
118.2 36.26
Source 8.CH.34             
0.651615440647639 0.0025 15.0 6.5 5.0
117.94 37.83
118.55 36.91
118.18 36.24
118.03 35.78
116.94 37.36
117.94 37.83
Source 8.CH.35             
0.651615440647639 0.0025 15.0 6.8 5.0
120.54 36.32
123.26 36.91
123.47 36.2
120.68 35.58
120.54 36.32
Source 8.CH.36             
0.651615440647639 0.0025 15.0 7.0 5.0
124.49 35.85
124.66 34.89
119.95 34.57
119.91 35.33
124.49 35.85
Source 8.CH.37             
0.651615440647639 0.0792 15.0 8.5 5.0
118.18 36.26
119.16 35.96
118.55 34.05
117.51 34.29
118.18 36.26
Source 8.CH.38             
0.651615440647639 0.0025 15.0 6.5 5.0
116.93 36.42
117.93 35.46
117.67 34.75
116.52 35.58
116.93 36.42
Source 8.CH.39             
0.651615440647639 0.0025 15.0 6.8 5.0
116.1 34.31
116.79 35.13
117.57 34.57
116.86 33.69
116.1 34.31
Source 8.CH.40             
0.651615440647639 0.0025 15.0 6.8 5.0
116.12 34.32
117.49 33.18
117.25 32.13
115.79 33.34
116.12 34.32
Source 8.CH.41             
0.651615440647639 0.0198 15.0 7.5 5.0
117.66 34.24
118.57 34.05
118.16 31.22
117.07 31.72
117.29 32.15
117.66 34.24
Source 8.CH.42             
0.651615440647639 0.0025 15.0 6.5 5.0
120.93 31.06
120.15 30.55
118.31 32.19
118.48 33.32
120.93 31.06
Source 8.CH.43             
0.651615440647639 0.0025 15.0 7.3 5.0
120.37 33.98
122.28 34.16
122.56 33.49
120.65 33.44
119.85 32.95
119.56 33.16
120.37 33.98
Source 8.CH.44             
0.651615440647639 0.0025 15.0 6.8 5.0
122.45 33.21
123.34 32.43
121.35 32.34
120.59 32.02
120.0 32.68
120.84 33.09
122.45 33.21
Source 8.CH.45             
0.651615440647639 0.0025 15.0 6.8 5.0
119.63 30.24
122.88 32.29
123.54 31.6
120.48 29.79
119.63 30.24
Source 8.CH.46             
0.689008195539509 0.0082 15.0 7.0 5.0
116.35 40.46
116.81 40.29
115.5 38.81
115.1 38.98
116.35 40.46
Source 8.CH.48             
0.689008195539509 0.0712 15.0 8.0 5.0
118.75 40.15
119.59 39.81
118.02 38.86
117.38 39.32
118.75 40.15
Source 8.CH.49             
0.689008195539509 0.0086 15.0 7.0 5.0
115.75 38.29
116.72 39.09
116.86 39.02
117.16 39.18
117.74 38.77
116.64 37.72
115.75 38.29
Source 8.CH.50             
0.689008195539509 0.0907 15.0 7.5 5.0
114.33 37.07
115.3 38.29
115.81 38.08
114.86 36.8
114.33 37.07
Source 8.CH.51             
0.689008195539509 0.0145 15.0 6.5 5.0
114.93 38.23
113.95 37.0
113.24 37.42
114.28 38.61
114.93 38.23
Source 8.CH.52             
0.689008195539509 0.0035 15.0 6.0 5.0
113.46 37.26
113.81 37.08
112.89 35.63
112.5 35.78
113.46 37.26
Source 8.CH.54             
0.689008195539509 0.0217 15.0 7.2 5.0
114.69 34.69
115.79 36.64
116.64 36.5
115.38 34.31
114.69 34.69
Source 8.CH.55             
0.689008195539509 0.0046 15.0 6.5 5.0
111.8 34.19
112.66 35.71
113.31 35.48
112.42 34.0
111.8 34.19
Source 8.CH.56             
0.689008195539509 0.0069 15.0 6.5 5.0
113.39 35.05
114.09 34.5
114.73 34.53
115.0 33.91
113.52 33.92
112.89 34.67
113.39 35.05
Source 8.CH.57             
0.689008195539509 0.0039 15.0 6.2 5.0
113.45 33.78
115.66 33.2
115.46 32.71
113.27 33.43
113.45 33.78
Source 8.CH.58             
0.7758670919201593 0.0014 15.0 6.8 5.5
114.49 41.07
115.08 40.78
114.48 40.65
113.93 40.4
113.63 40.58
114.49 41.07
Source 8.CH.59             
0.7551946745815645 0.0081 15.0 7.0 5.5
115.47 40.88
116.52 40.72
115.27 39.99
114.72 40.46
115.47 40.88
Source 8.CH.60             
0.7551946745815645 0.0137 15.0 6.3 5.5
113.73 39.83
113.56 39.99
114.44 40.42
114.63 40.21
113.73 39.83
Source 8.CH.61             
0.7551946745815645 0.0049 15.0 7.0 5.5
114.95 40.25
115.24 40.02
114.14 39.54
113.89 39.8
114.95 40.25
Source 8.CH.62             
0.7551946745815645 0.0026 15.0 7.3 5.5
112.95 38.9
112.61 39.09
114.32 39.56
114.44 39.38
112.95 38.9
Source 8.CH.63             
0.7551946745815645 0.0050 15.0 7.0 5.5
113.38 40.65
113.72 40.43
113.25 39.82
112.61 39.23
112.34 39.33
113.38 40.65
Source 8.CH.64             
0.7551946745815645 0.0092 15.0 7.8 5.5
112.6 39.1
113.37 38.66
112.66 37.98
112.26 38.43
112.6 39.1
Source 8.CH.65             
0.7551946745815645 0.0111 15.0 6.8 5.5
112.53 38.12
112.68 37.99
112.93 37.46
112.09 36.82
111.56 37.2
112.53 38.12
Source 8.CH.66             
0.7551946745815645 0.0050 15.0 8.0 5.5
111.82 36.99
112.09 36.82
111.59 35.79
111.06 35.78
111.82 36.99
Source 8.CH.67             
0.7551946745815645 0.0013 15.0 6.8 5.5
111.35 35.34
111.85 36.31
112.03 36.33
111.7 35.36
111.35 35.34
Source 8.CH.69             
0.7772134048140594 0.0122 15.0 7.2 5.5
111.69 35.25
111.71 35.03
110.0 34.66
110.0 34.88
111.69 35.25
Source 8.CH.71             
0.7551946745815645 0.0011 15.0 6.5 5.5
107.48 34.35
108.61 34.19
110.51 33.99
110.36 33.81
108.62 33.99
107.46 34.16
107.48 34.35
Source 8.CH.72             
0.7551946745815645 0.0026 15.0 7.2 5.5
107.47 34.61
108.77 34.65
108.79 34.49
107.5 34.4
107.47 34.61
Source 8.CH.73             
1.9619001329179895 0.0185 15.0 6.0 5.5
111.71 38.7
111.98 38.48
111.52 37.42
110.66 36.14
109.46 35.13
108.88 35.47
111.71 38.7
Source 8.CH.74             
1.9619001329179895 0.0185 15.0 6.0 5.5
107.77 34.93
106.91 35.25
110.66 39.37
111.52 39.02
107.77 34.93
Source 8.CH.75             
1.3577999829464216 0.0022 15.0 6.8 5.5
106.5 32.75
107.17 33.65
111.84 32.45
110.84 31.55
106.5 32.75
Source 8.CH.76             
1.3577999829464216 4.0E-4 15.0 6.0 5.5
113.4 29.74
110.86 31.54
111.86 32.49
114.24 30.78
113.4 29.74
Source 8.CH.77             
1.3577999829464216 0.0034 15.0 6.8 5.5
112.17 32.71
112.47 33.33
115.36 32.42
115.09 31.83
112.17 32.71
Source 8.CH.78             
1.3577999829464216 0.0079 15.0 6.5 5.5
115.83 32.19
116.8 31.61
114.72 29.87
113.9 30.41
115.83 32.19
Source 8.CH.79             
1.3577999829464216 0.0012 15.0 6.0 5.5
117.03 31.71
118.15 31.22
114.53 27.92
113.51 28.66
117.03 31.71
Source 8.CH.80             
1.3577999829464216 0.0012 15.0 6.0 5.5
113.66 28.78
112.7 27.86
110.38 29.48
111.25 30.38
113.66 28.78
Source 8.CH.81             
1.3577999829464216 4.0E-4 15.0 6.0 5.5
111.33 28.02
112.72 27.55
109.61 26.33
109.22 27.03
111.33 28.02
Source 8.CH.83             
1.3577999829464216 0.0012 15.0 6.0 5.5
106.67 30.43
107.9 32.1
108.31 31.93
107.21 30.41
107.21 28.92
106.71 28.88
106.67 30.43
Source 8.CH.84             
1.3577999829464216 0.0020 15.0 6.8 5.5
108.77 24.51
108.47 23.96
104.63 25.74
104.93 26.36
108.77 24.51
Source 8.CH.85             
1.3577999829464216 0.0037 15.0 6.0 5.5
108.04 23.36
107.31 22.86
104.23 24.38
104.8 24.87
108.04 23.36
Source 8.CH.86             
1.3577999829464216 1.0E-5 15.0 5.5 5.0
108.06 23.36
108.72 23.08
106.54 21.64
106.1 22.0
108.06 23.36
Source 8.CH.87             
1.3577999829464216 0.0054 15.0 6.0 5.5
105.62 22.19
107.62 20.5
107.08 19.95
105.56 21.16
103.65 22.09
103.85 22.82
105.62 22.19
Source 8.CH.88             
1.3577999829464216 0.0021 15.0 6.0 5.5
110.42 23.78
110.98 23.46
108.44 21.55
107.88 21.94
110.42 23.78
Source 8.CH.89             
1.3577999829464216 1.0E-5 15.0 5.5 5.0
111.37 24.85
111.67 26.04
112.37 26.04
112.06 24.73
110.98 23.48
110.42 23.78
111.37 24.85
Source 8.CH.90             
1.3577999829464216 1.0E-5 15.0 5.5 5.0
110.76 26.15
111.05 25.92
110.11 24.93
109.92 23.47
109.61 23.45
109.74 25.03
110.76 26.15
Source 8.CH.385            
1.3577999829464216 0.1 15.0 6.5 5.5
121.17 29.55
121.76 29.15
119.76 26.06
119.18 26.57
121.17 29.55
Source 8.CH.92             
0.6950883182861545 0.0043 15.0 6.5 5.5
118.72 26.6
119.89 25.88
117.83 23.86
116.88 24.66
118.72 26.6
Source 8.CH.93             
0.6950883182861545 0.0205 15.0 7.7 5.5
119.89 25.89
120.5 25.44
117.83 22.95
117.31 23.34
119.89 25.89
Source 8.CH.95             
0.6950883182861545 0.0039 15.0 6.5 5.5
114.34 24.39
115.08 23.94
113.84 22.67
113.13 23.34
114.34 24.39
Source 8.CH.96             
0.6950883182861545 0.0010 15.0 6.0 5.5
111.29 23.16
112.31 23.89
113.96 22.37
112.9 21.66
111.29 23.16
Source 8.CH.97             
0.6950883182861545 0.0023 15.0 6.5 5.5
115.05 22.58
115.92 21.87
112.23 20.35
111.54 21.12
115.05 22.58
Source 8.CH.98             
0.6950883182861545 0.0046 15.0 6.8 5.5
111.5 21.17
108.77 19.83
108.14 20.74
110.76 22.06
111.5 21.17
Source 8.CH.99             
0.6950883182861545 0.0166 15.0 7.7 5.5
109.53 20.19
111.28 20.25
110.83 19.14
108.73 19.47
109.53 20.19
Source 8.CH.100            
0.6950883182861545 0.0037 15.0 6.0 5.5
113.14 20.42
113.8 19.75
112.6 18.81
111.98 19.56
113.14 20.42
Source 8.CH.101            
0.6950883182861545 1.0E-5 15.0 5.6 5.5
109.52 18.08
111.21 18.97
111.46 18.61
109.87 17.77
109.52 18.08
Source 8.CH.102            
0.8050951105522481 0.027 15.0 7.8 5.5
109.95 40.99
112.53 40.99
112.5 40.09
109.91 40.19
109.95 40.99
Source 8.CH.103            
0.8050951105522481 0.0431 15.0 7.5 5.5
107.34 41.5
109.97 41.44
109.9 40.33
107.27 40.37
107.34 41.5
Source 8.CH.104            
0.8050951105522481 0.0143 15.0 6.5 5.5
107.27 40.37
106.83 40.11
105.35 40.14
106.62 41.49
107.33 41.5
107.27 40.37
Source 8.CH.105            
0.8050951105522481 0.0114 15.0 6.5 5.5
105.33 41.1
105.71 40.61
103.53 39.34
103.09 40.01
105.33 41.1
Source 8.CH.106            
0.8050951105522481 0.0109 15.0 6.5 5.5
105.67 38.41
104.62 39.28
105.36 40.15
106.29 40.13
105.67 38.41
Source 8.CH.107            
0.8050951105522481 0.0559 15.0 8.0 5.5
106.28 40.12
106.84 40.11
106.54 37.69
105.67 38.41
106.28 40.12
Source 8.CH.108            
0.8050951105522481 0.0341 15.0 7.2 5.5
104.22 39.33
104.81 38.94
104.02 37.9
103.37 38.29
104.22 39.33
Source 8.CH.109            
0.7266180976723305 0.0035 15.0 6.8 5.5
106.68 35.13
107.49 34.61
107.47 34.24
107.07 34.37
106.41 34.94
106.68 35.13
Source 8.CH.110            
0.7266180976723305 0.0103 15.0 7.0 5.5
106.41 34.94
105.93 35.91
106.21 36.04
106.67 35.13
106.41 34.94
Source 8.CH.112            
0.7266180976723305 0.0094 15.0 7.6 5.5
105.25 37.46
105.51 37.36
106.0 36.79
105.68 36.74
105.31 37.17
104.11 37.31
104.11 37.53
105.25 37.46
Source 8.CH.113            
0.7266180976723305 0.0087 15.0 7.5 5.5
105.41 37.52
105.65 37.72
106.26 37.13
106.54 36.48
106.23 36.42
105.99 37.04
105.41 37.52
Source 8.CH.115            
0.7266180976723305 0.0211 15.0 8.0 5.5
103.99 37.4
103.86 36.96
102.63 37.29
102.43 37.98
103.99 37.4
Source 8.CH.117            
0.7266180976723305 0.017 15.0 6.5 5.5
99.63 38.77
101.58 37.73
101.73 37.28
99.41 38.34
99.63 38.77
Source 8.CH.118            
0.7266180976723305 0.0016 15.0 6.0 5.5
101.52 38.03
101.61 37.72
99.14 39.02
99.26 39.22
101.52 38.03
Source 8.CH.119            
0.7266180976723305 0.0103 15.0 7.8 5.5
99.44 39.53
100.82 38.79
100.59 38.52
99.26 39.22
99.44 39.53
Source 8.CH.120            
0.7266180976723305 0.0142 15.0 7.4 5.5
102.43 38.69
102.21 38.38
99.56 39.64
99.76 39.96
102.43 38.69
Source 8.CH.121            
0.7266180976723305 0.0113 15.0 6.8 5.5
96.87 38.96
96.88 39.39
98.85 38.75
98.85 38.34
96.87 38.96
Source 8.CH.122            
0.7266180976723305 0.0133 15.0 7.5 5.5
97.97 39.98
99.34 39.35
99.1 38.94
97.67 39.53
97.97 39.98
Source 8.CH.123            
0.7266180976723305 0.0107 15.0 7.8 5.5
96.35 39.81
97.28 40.06
97.93 39.93
97.64 39.48
96.35 39.81
Source 8.CH.124            
1.160217708404537 0.0783 15.0 7.8 5.5
98.54 33.78
98.85 34.18
101.59 33.28
103.67 31.62
102.85 30.75
98.54 33.78
Source 8.CH.125            
1.160217708404537 0.0257 15.0 7.0 5.5
104.23 32.14
104.64 31.85
103.02 30.23
102.56 30.5
104.23 32.14
Source 8.CH.126            
1.160217708404537 0.0523 15.0 7.2 5.5
103.86 33.31
103.75 31.84
103.23 31.93
103.37 33.38
103.86 33.31
Source 8.CH.127            
1.160217708404537 0.0406 15.0 7.3 5.5
103.85 33.16
104.07 33.2
104.16 33.05
104.3 32.82
104.56 32.33
104.22 32.17
103.82 32.8
103.85 33.16
Source 8.CH.128            
1.160217708404537 0.0187 15.0 8.0 5.5
104.6 33.18
105.3 33.41
105.46 33.16
104.3 32.81
104.17 33.06
104.6 33.18
Source 8.CH.129            
1.160217708404537 0.0178 15.0 7.0 5.5
102.83 34.34
103.36 34.27
105.1 33.34
104.61 33.19
103.22 33.92
102.86 33.97
102.83 34.34
Source 8.CH.130            
1.160217708404537 0.0063 15.0 7.0 5.5
102.94 34.74
102.93 34.96
104.16 34.55
104.69 33.84
104.46 33.77
104.0 34.4
102.94 34.74
Source 8.CH.131            
1.160217708404537 0.013 15.0 8.0 5.5
104.93 33.74
104.73 34.09
105.56 34.55
106.15 34.42
104.93 33.74
Source 8.CH.133            
1.160217708404537 0.0224 15.0 7.8 5.5
107.46 34.16
104.19 34.82
103.97 35.73
107.02 34.39
107.46 34.24
107.46 34.16
Source 8.CH.134            
1.160217708404537 0.0102 15.0 7.1 5.5
104.96 35.73
105.29 35.98
106.04 35.4
105.75 35.13
104.96 35.73
Source 8.CH.135            
1.160217708404537 0.0215 15.0 7.5 5.5
103.82 36.28
104.19 34.82
103.65 34.94
103.3 36.27
103.82 36.28
Source 8.CH.136            
1.160217708404537 0.0102 15.0 7.0 5.5
103.16 36.27
102.76 37.27
103.22 37.14
103.6 36.27
103.16 36.27
Source 8.CH.138            
1.160217708404537 0.0055 15.0 6.5 5.5
100.0 38.05
100.51 37.84
101.2 36.6
100.72 36.67
100.0 38.05
Source 8.CH.139            
1.160217708404537 0.0508 15.0 7.5 5.5
101.35 36.33
100.56 35.67
99.18 36.31
98.73 37.53
101.35 36.33
Source 8.CH.140            
1.160217708404537 0.0141 15.0 7.0 5.5
101.56 36.55
103.48 35.55
103.65 34.94
101.12 36.12
101.56 36.55
Source 8.CH.141            
1.160217708404537 0.0974 15.0 7.8 5.5
102.38 33.33
95.47 35.37
95.73 36.14
102.66 34.08
102.38 33.33
Source 8.CH.142            
1.160217708404537 0.0043 15.0 6.8 5.5
98.46 38.25
99.64 35.07
99.07 35.13
97.9 38.43
98.46 38.25
Source 8.CH.143            
1.160217708404537 0.0805 15.0 7.1 5.5
93.14 38.91
94.09 39.11
95.47 38.14
97.01 36.44
96.24 36.19
94.55 37.94
93.14 38.91
Source 8.CH.144            
1.160217708404537 0.0043 15.0 6.8 5.5
89.82 38.16
91.35 38.56
94.86 36.69
94.34 36.31
93.14 36.39
89.82 38.16
Source 8.CH.145            
1.160217708404537 0.0063 15.0 7.0 5.5
92.22 36.49
95.75 36.16
95.47 35.39
92.31 35.56
92.22 36.49
Source 8.CH.146            
1.160217708404537 0.0219 15.0 7.0 5.5
88.68 35.39
88.13 36.16
88.71 36.34
92.18 36.49
92.31 35.56
88.68 35.39
Source 8.CH.147            
1.160217708404537 0.1094 15.0 7.5 5.5
85.18 33.96
84.68 34.81
88.13 36.16
88.68 35.41
85.18 33.96
Source 8.CH.148            
1.160217708404537 0.012 15.0 6.8 5.5
83.02 35.07
84.28 33.52
82.16 32.74
80.5 33.67
83.02 35.07
Source 8.CH.149            
0.6577997940699413 0.041 15.0 7.5 5.5
96.43 39.61
91.94 38.65
91.6 39.43
96.09 40.39
96.43 39.61
Source 8.CH.150            
0.6577997940699413 0.098 15.0 7.8 5.5
91.91 38.68
86.41 37.36
86.1 38.37
91.51 39.69
91.91 38.68
Source 8.CH.152            
0.6577997940699413 0.0278 15.0 6.8 5.5
79.7 34.74
83.09 36.53
83.52 35.67
80.35 33.98
79.7 34.74
Source 8.CH.153            
0.6577997940699413 0.0299 15.0 6.8 5.5
78.6 35.93
78.66 36.71
80.84 36.45
82.81 37.1
83.09 36.53
82.01 35.93
80.78 35.54
78.6 35.93
Source 8.CH.154            
1.249291506642894 0.02269 15.0 6.5 5.5
82.75 32.87
84.28 33.49
86.5 32.53
85.58 32.04
82.75 32.87
Source 8.CH.155            
1.249291506642894 0.0233 15.0 6.5 5.5
85.76 34.01
86.59 34.3
87.7 33.0
86.84 32.61
85.76 34.01
Source 8.CH.156            
1.249291506642894 0.0305 15.0 6.5 5.5
87.17 33.75
88.62 35.41
89.48 35.2
87.91 33.39
87.17 33.75
Source 8.CH.157            
1.249291506642894 0.0495 15.0 6.8 5.5
86.99 32.01
88.5 33.72
89.3 33.34
88.03 31.78
86.99 32.01
Source 8.CH.158            
1.249291506642894 0.0202 15.0 7.0 5.5
89.41 32.86
90.05 32.55
89.39 31.64
88.6 31.76
89.41 32.86
Source 8.CH.159            
1.249291506642894 0.108 15.0 7.0 5.5
90.45 35.48
96.03 33.62
95.59 32.79
90.01 34.65
90.45 35.48
Source 8.CH.161            
1.249291506642894 0.0388 15.0 6.8 5.5
93.58 31.41
89.8 33.08
90.16 33.52
93.94 31.86
93.58 31.41
Source 8.CH.162            
1.249291506642894 0.0204 15.0 6.8 5.5
98.7 33.56
98.73 32.81
93.78 34.74
94.12 35.44
98.7 33.56
Source 8.CH.163            
1.249291506642894 0.0608 15.0 6.8 5.5
95.27 32.88
96.63 31.78
98.21 30.41
97.75 29.99
93.45 33.49
95.27 32.88
Source 8.CH.165            
1.249291506642894 0.0832 15.0 7.0 5.5
95.54 29.53
93.55 30.31
93.48 30.72
95.6 30.26
97.66 28.91
97.32 28.52
95.54 29.53
Source 8.CH.166            
1.249291506642894 0.0204 15.0 6.8 5.5
97.32 28.53
97.66 28.91
98.32 28.55
98.73 27.77
97.32 28.53
Source 8.CH.411            
1.249291506642894 0.0336 15.0 7.5 5.5
96.03 33.62
100.01 32.17
99.45 31.57
95.59 32.79
96.03 33.62
Source 8.CH.167            
1.0258469957036709 0.0516 15.0 7.5 5.5
99.36 30.36
99.66 30.07
99.28 29.75
99.47 28.7
99.03 28.61
98.83 29.95
99.36 30.36
Source 8.CH.168            
1.0258469957036709 0.0607 15.0 7.5 5.5
99.17 30.59
99.57 30.9
101.11 29.4
100.64 29.06
99.17 30.59
Source 8.CH.169            
1.0258469957036709 0.1448 15.0 8.0 5.5
102.11 29.56
99.7 31.87
100.03 32.16
102.59 29.89
102.11 29.56
Source 8.CH.170            
1.0258469957036709 0.0349 15.0 7.8 5.5
101.99 27.97
102.08 29.58
102.59 29.87
102.56 27.97
101.99 27.97
Source 8.CH.171            
1.0258469957036709 0.0389 15.0 6.5 5.5
102.96 30.2
103.38 30.08
103.39 28.32
102.95 28.34
102.96 30.2
Source 8.CH.172            
1.0258469957036709 0.0114 15.0 6.5 5.5
104.24 30.65
104.56 30.37
103.81 29.33
103.5 29.66
104.24 30.65
Source 8.CH.173            
1.0258469957036709 0.0876 15.0 6.9 5.5
103.79 29.33
104.07 29.22
103.65 28.37
103.39 28.47
103.79 29.33
Source 8.CH.174            
1.0258469957036709 0.0628 15.0 7.3 5.5
103.61 28.23
104.67 29.56
105.08 29.25
103.88 27.66
103.61 28.23
Source 8.CH.175            
1.0258469957036709 0.0416 15.0 7.3 5.5
103.93 27.56
103.21 26.52
103.15 26.86
102.87 27.3
103.62 28.22
103.93 27.56
Source 8.CH.176            
1.0258469957036709 0.0263 15.0 7.8 5.5
102.04 27.97
102.44 27.98
103.15 26.88
102.87 26.72
102.04 27.97
Source 8.CH.177            
1.0258469957036709 0.0628 15.0 7.9 5.5
103.03 25.8
102.88 26.71
103.15 26.87
103.36 25.8
103.03 25.8
Source 8.CH.178            
1.0258469957036709 0.0174 15.0 6.5 5.5
104.29 26.71
104.58 26.49
103.3 25.22
103.37 25.78
104.29 26.71
Source 8.CH.179            
1.0258469957036709 0.0217 15.0 6.5 5.5
104.04 25.76
104.33 25.53
103.15 23.87
103.23 24.61
104.04 25.76
Source 8.CH.180            
1.0258469957036709 0.0684 15.0 8.0 5.5
103.02 25.79
103.36 25.8
103.15 23.86
102.75 24.17
103.02 25.79
Source 8.CH.181            
1.0258469957036709 0.0432 15.0 6.5 5.5
102.49 24.37
102.66 27.01
102.89 26.69
102.76 24.16
102.49 24.37
Source 8.CH.183            
1.0258469957036709 0.0315 15.0 6.8 5.5
101.76 27.37
102.05 27.37
102.05 24.71
101.75 24.96
101.76 27.37
Source 8.CH.184            
1.0258469957036709 0.0724 15.0 7.9 5.5
102.29 24.52
103.36 23.69
103.19 23.52
102.1 24.32
102.29 24.52
Source 8.CH.185            
1.0258469957036709 0.06 15.0 7.5 5.5
101.93 24.11
102.1 24.32
103.29 23.43
103.14 23.24
101.93 24.11
Source 8.CH.186            
1.0258469957036709 0.0351 15.0 7.6 5.5
101.93 24.11
103.84 22.74
103.69 22.29
101.62 23.8
101.93 24.11
Source 8.CH.187            
1.0258469957036709 0.0102 15.0 7.0 5.5
100.85 25.0
101.93 24.11
101.61 23.79
100.53 24.77
100.85 25.0
Source 8.CH.188            
1.0258469957036709 0.0324 15.0 7.0 5.5
102.26 24.52
102.1 24.31
100.8 25.37
101.01 25.58
102.26 24.52
Source 8.CH.189            
1.0258469957036709 0.0217 15.0 6.5 5.5
100.73 25.93
100.82 26.22
101.57 25.59
101.47 25.32
100.73 25.93
Source 8.CH.190            
1.0258469957036709 0.08 15.0 7.0 5.5
100.71 26.99
100.93 28.06
101.74 28.04
101.54 26.94
100.71 26.99
Source 8.CH.191            
1.0258469957036709 0.0281 15.0 8.0 5.5
100.4 25.76
100.72 27.0
101.0 26.96
100.6 25.39
100.4 25.76
Source 8.CH.192            
1.0258469957036709 0.0693 15.0 7.8 5.5
100.53 24.77
99.62 26.05
100.13 26.19
100.85 25.0
100.53 24.77
Source 8.CH.193            
1.0258469957036709 0.1115 15.0 7.5 5.5
99.8 26.36
100.09 27.62
100.47 27.29
100.13 26.19
99.91 26.13
99.8 26.36
Source 8.CH.194            
1.0258469957036709 0.0389 15.0 6.5 5.5
100.0 27.24
99.43 27.78
99.61 28.1
100.09 27.62
100.0 27.24
Source 8.CH.387            
1.0258469957036709 0.0131 15.0 6.5 5.5
99.63 26.05
98.32 28.57
98.57 28.69
99.91 26.13
99.63 26.05
Source 8.CH.195            
1.120002039380296 0.0974 15.0 6.8 5.5
97.03 25.13
98.63 26.28
