"shapeid","x","y"
"6","-120.105018616","34.4663238522"
"6","-120.118286133","34.472831726"
"6","-120.139732361","34.4763565063"
"6","-120.151618958","34.4764747618"
"6","-120.158149719","34.4739952086"
"6","-120.166656494","34.472602844"
"6","-120.213714599","34.4739990235"
"6","-120.237892151","34.4707679744"
"6","-120.252220153","34.469657898"
"6","-120.268051148","34.4712562559"
"6","-120.277679443","34.4702796938"
"6","-120.291099549","34.4735565184"
"6","-120.29800415","34.4733505251"
"6","-120.304481506","34.4699440002"
"6","-120.317321778","34.4665718078"
"6","-120.327194214","34.4648971551"
"6","-120.33592987","34.4625740048"
"6","-120.344169617","34.4614028923"
"6","-120.352165222","34.4609336845"
"6","-120.366012573","34.4614334099"
"6","-120.392372131","34.457641602"
"6","-120.404571533","34.4584159857"
"6","-120.416893005","34.4559707641"
"6","-120.426116944","34.4522438054"
"6","-120.435272217","34.4531097419"
"6","-120.441909791","34.4531326297"
"6","-120.451164245","34.450088501"
"6","-120.455596924","34.4444427487"
"6","-120.460105896","34.4463729861"
"6","-120.463638305","34.4508476259"
"6","-120.470291137","34.4513282776"
"6","-120.473526001","34.4553604132"
"6","-120.478591919","34.4744796752"
"6","-120.482566834","34.4823875426"
"6","-120.489753724","34.4881286625"
"6","-120.49420166","34.4944152833"
"6","-120.499420166","34.4993019107"
"6","-120.502677918","34.5095252985"
"6","-120.506591797","34.516059875"
"6","-120.516288758","34.5279159541"
"6","-120.524604797","34.5338516235"
"6","-120.544998169","34.5435295104"
"6","-120.554748535","34.5448265081"
"6","-120.564628601","34.5488662727"
"6","-120.584533691","34.5597038264"
"6","-120.607498169","34.559425354"
"6","-120.612854004","34.5558052068"
"6","-120.616989136","34.5554389957"
"6","-120.623718262","34.5572853084"
"6","-120.631477356","34.5629997248"
"6","-120.639839172","34.5641059871"
"6","-120.641586303","34.5658874505"
"6","-120.641487122","34.5693359369"
"6","-120.643692016","34.5747718809"
"6","-120.652442932","34.5781555172"
"6","-120.648773193","34.5821762089"
"6","-120.648262024","34.5886268615"
"6","-120.644622802","34.5933341982"
"6","-120.644134522","34.6057472221"
"6","-120.639999389","34.6116142273"
"6","-120.625747681","34.6423797611"
"6","-120.622253418","34.6445579533"
"6","-120.621696473","34.6500892641"
"6","-120.615432739","34.6633720394"
"6","-120.609352112","34.6860694889"
"6","-120.603523254","34.6970405587"
"6","-120.604904175","34.7025070185"
"6","-120.603271484","34.7087593077"
"6","-120.611450195","34.7227249148"
"6","-120.6146698","34.7260665896"
"6","-120.6173172","34.7347030643"
"6","-120.629066468","34.7421226501"
"6","-120.63243103","34.7484436035"
"6","-120.633018494","34.7546195978"
"6","-120.638832092","34.7599411004"
"6","-120.625984192","34.7915763856"
"6","-120.62311554","34.800849914"
"6","-120.618225098","34.8140907287"
"6","-120.612564086","34.839756012"
"6","-120.612953186","34.8587951661"
"6","-120.615829468","34.8662834169"
"6","-120.623092652","34.872699738"
"6","-120.630554199","34.8772773745"
"6","-120.638931274","34.8836669928"
"6","-120.640625","34.8898086555"
"6","-120.646751404","34.9010848994"
"6","-120.656929016","34.9044227593"
"6","-120.666305542","34.9029693604"
"6","-120.671638489","34.9039421076"
"6","-120.673408508","34.905952453"
"6","-120.666275025","34.9243240358"
"6","-120.667724609","34.9309310914"
"6","-120.663627625","34.9379501345"
"6","-120.658927918","34.9550895687"
"6","-120.653106689","34.9720420843"
"6","-120.643699645","34.9999999994"
"6","-120.643424987","35.0008201595"
"6","-120.641159057","35.0054855347"
"6","-120.634941101","35.0313987737"
"6","-120.633384705","35.044761657"
"6","-120.631164551","35.0726089483"
"6","-120.639694213","35.1037826538"
"6","-120.64553833","35.1311416628"
"6","-120.646461487","35.1329460148"
"6","-120.649116516","35.1413536067"
"6","-120.655380249","35.149414062"
"6","-120.662597656","35.1542320252"
"6","-120.670715332","35.1548843385"
"6","-120.675575256","35.1572494503"
"6","-120.68208313","35.1591033937"
"6","-120.686119079","35.161724091"
"6","-120.693214416","35.1695251468"
"6","-120.709457397","35.1763343816"
"6","-120.718429565","35.1771850593"
"6","-120.724784851","35.1760597233"
"6","-120.733047486","35.1794586183"
"6","-120.738647461","35.1797294617"
"6","-120.74054718","35.1787528996"
"6","-120.749237061","35.1796073914"
"6","-120.756042481","35.1763954168"
"6","-120.756752014","35.1685638425"
"6","-120.755561829","35.1617202761"
"6","-120.758308411","35.1609344485"
"6","-120.772239685","35.1659812927"
"6","-120.775398254","35.1677131657"
"6","-120.785690307","35.1779251106"
"6","-120.793334961","35.1799621586"
"6","-120.808181763","35.1865806572"
"6","-120.814567566","35.1911811823"
"6","-120.818786621","35.191955566"
"6","-120.82888794","35.1982688904"
"6","-120.835014343","35.1980628962"
"6","-120.847427368","35.2059020994"
"6","-120.853981018","35.2084388729"
"6","-120.862510682","35.2166404723"
"6","-120.866088867","35.2208786012"
"6","-120.871803284","35.2234382633"
"6","-120.876312256","35.2294807442"
"6","-120.883537292","35.2340545649"
"6","-120.893905639","35.2451744077"
"6","-120.897590637","35.2514724733"
"6","-120.897026062","35.2565422062"
"6","-120.898880005","35.2599220275"
"6","-120.893821716","35.2644615174"
"6","-120.894104003","35.2697334296"
"6","-120.896034241","35.2744827277"
"6","-120.895347595","35.2772636419"
"6","-120.890907288","35.2778778078"
"6","-120.889312744","35.2845916741"
"6","-120.881462097","35.2945060728"
"6","-120.874824525","35.3062095639"
"6","-120.870239258","35.3182716372"
"6","-120.864822388","35.3386993409"
"6","-120.864006043","35.3576774597"
"6","-120.867370606","35.371562958"
"6","-120.863967895","35.3802795407"
"6","-120.865058899","35.3903465265"
"6","-120.870155334","35.4071578979"
"6","-120.8881073","35.4340934754"
"6","-120.896392822","35.4425315858"
"6","-120.903114319","35.4478111269"
"6","-120.915878296","35.4508132932"
"6","-120.927787781","35.448558807"
"6","-120.933425903","35.4492874144"
"6","-120.941184997","35.4478683471"
"6","-120.948829651","35.4494400024"
"6","-120.951049805","35.4491310124"
"6","-120.957298279","35.4557991031"
"6","-120.966217041","35.4603042605"
"6","-120.969902039","35.4610977171"
"6","-120.970527649","35.4622230532"
"6","-120.972991943","35.4612197875"
"6","-120.978569031","35.460792542"
"6","-120.99243164","35.463516236"
"6","-120.995353699","35.4606590269"
"6","-121.001564026","35.4615859986"
"6","-121.006774902","35.4646186834"
"6","-121.018859863","35.4756698603"
"6","-121.024909972","35.4837226867"
"6","-121.031082153","35.4890060427"
"6","-121.037376403","35.4913139342"
"6","-121.045135498","35.4999923704"
"6","-121.05419159","35.5116081236"
"6","-121.063156128","35.5165672309"
"6","-121.092941284","35.5430488585"
"6","-121.098083496","35.5497474669"
"6","-121.103042602","35.5532417296"
"6","-121.104286194","35.560314179"
"6","-121.107856751","35.5689086922"
"6","-121.113777161","35.5794906613"
"6","-121.122047424","35.586765289"
"6","-121.12651825","35.5964736935"
"6","-121.135719299","35.6053237914"
"6","-121.144081116","35.6093788147"
"6","-121.149116517","35.6188392635"
"6","-121.152030945","35.6208038325"
"6","-121.159629822","35.6310882564"
"6","-121.16909027","35.6394653316"
"6","-121.177131653","35.6426124569"
"6","-121.187118531","35.6454620361"
"6","-121.1926651","35.644340515"
"6","-121.191841125","35.6397781374"
"6","-121.194229126","35.6373901369"
"6","-121.201065064","35.6440277101"
"6","-121.207283021","35.64471817"
"6","-121.215278626","35.6519966127"
"6","-121.221038818","35.654541016"
"6","-121.229415893","35.6537666322"
"6","-121.247314453","35.6574668883"
"6","-121.258186341","35.6657829282"
"6","-121.263504029","35.6655807499"
"6","-121.269866943","35.6687850946"
"6","-121.276924133","35.6694412228"
"6","-121.283866882","35.6680335995"
"6","-121.284812927","35.6746559138"
"6","-121.290252686","35.6907577517"
"6","-121.297561646","35.7003517157"
"6","-121.307952881","35.7098312382"
"6","-121.314178466","35.7153396604"
"6","-121.313430786","35.7217979429"
"6","-121.315841674","35.7292823789"
"6","-121.314819336","35.7357559202"
"6","-121.315223693","35.7472190855"
"6","-121.312423705","35.7521514892"
"6","-121.314071655","35.7562141424"
"6","-121.319122314","35.7608451851"
"6","-121.324813842","35.7620086677"
"6","-121.325325012","35.7658958433"
"6","-121.32295227","35.7685089108"
"6","-121.327247619","35.779369354"
"6","-121.332275391","35.7835388179"
"6","-121.34236908","35.7877502441"
"6","-121.344551086","35.7913398745"
"6","-121.344795227","35.7954673769"
"6","-121.356323242","35.8049011231"
"6","-121.371269226","35.814888"
"6","-121.377250671","35.8208618159"
"6","-121.388374329","35.8280105592"
"6","-121.394134522","35.834907532"
"6","-121.405799866","35.8464012148"
"6","-121.411720275","35.8558158882"
"6","-121.417327881","35.8601913445"
"6","-121.424781799","35.8624305718"
"6","-121.437446595","35.8715858456"
"6","-121.446372987","35.8749122616"
"6","-121.45274353","35.8824691775"
"6","-121.460342407","35.8869934086"
"6","-121.464050293","35.8923645025"
"6","-121.462135315","35.8979492187"
"6","-121.4658432","35.9033203126"
"6","-121.465568543","35.9079208368"
"6","-121.471435547","35.9164161683"
"6","-121.471885681","35.919155121"
"6","-121.469810485","35.9265823367"
"6","-121.470314026","35.9302406313"
"6","-121.474205017","35.9339904787"
"6","-121.478309631","35.9457702638"
"6","-121.483680725","35.955207824"
"6","-121.483078003","35.959133148"
"6","-121.488349915","35.9761505127"
"6","-121.493484497","35.9862861636"
"6","-121.504310609","36.0017051705"
"6","-121.514511108","36.0116386411"
"6","-121.536231994","36.0208816528"
"6","-121.55368042","36.0247802732"
"6","-121.56526184","36.0250091551"
"6","-121.570480346","36.0273284914"
"6","-121.574928283","36.0308227542"
"6","-121.583389282","36.0442657473"
"6","-121.591728211","36.0556449887"
"6","-121.595169067","36.0699729921"
"6","-121.606864929","36.0763969421"
"6","-121.619911194","36.0907974245"
"6","-121.626029968","36.107086181"
"6","-121.637008668","36.1243286137"
"6","-121.652999877","36.1404457094"
"6","-121.662437439","36.1510848996"
"6","-121.671661377","36.1582908623"
"6","-121.680816651","36.1689414974"
"6","-121.700782776","36.1805267339"
"6","-121.709350585","36.1907386787"
"6","-121.723922729","36.2018585198"
"6","-121.730613709","36.2047920228"
"6","-121.779769897","36.23009491"
"6","-121.796607971","36.236740113"
"6","-121.810920715","36.2393608094"
"6","-121.824523926","36.2482070923"
"6","-121.835929871","36.2539329525"
"6","-121.840698243","36.266136169"
"6","-121.845748901","36.2739601135"
"6","-121.855773926","36.2843322761"
"6","-121.858390808","36.2853736883"
"6","-121.86240387","36.2861175545"
"6","-121.869056702","36.2924995421"
"6","-121.877815247","36.2964935303"
"6","-121.882209779","36.3029670716"
"6","-121.888412476","36.3068389893"
"6","-121.901893615","36.3094787594"
"6","-121.896057128","36.3152465821"
"6","-121.894355774","36.327949524"
"6","-121.894508362","36.3343734749"
"6","-121.891914367","36.3379287728"
"6","-121.895446777","36.3483428951"
"6","-121.904296874","36.3578453063"
"6","-121.907730103","36.3625221254"
"6","-121.903541564","36.3718872074"
"6","-121.907333374","36.3776969915"
"6","-121.9061203","36.3807296754"
"6","-121.902503967","36.3859405524"
"6","-121.902809143","36.390518188"
"6","-121.904098511","36.3927612302"
"6","-121.915893555","36.3996124266"
"6","-121.911682129","36.4043807984"
"6","-121.913291931","36.4072952269"
"6","-121.912612915","36.409854889"
"6","-121.916297913","36.4140625003"
"6","-121.915420532","36.4262695317"
"6","-121.917251587","36.4323921207"
"6","-121.923965454","36.4435882566"
"6","-121.934280396","36.4534835816"
"6","-121.930892944","36.461685181"
"6","-121.931594849","36.4682998655"
"6","-121.93725586","36.4765586852"
"6","-121.941360473","36.4910812371"
"6","-121.946060181","36.4934043883"
"6","-121.940383911","36.4975509644"
"6","-121.940124511","36.5062904358"
"6","-121.94467926","36.5148200989"
"6","-121.952377319","36.5195503233"
"6","-121.953636169","36.5213317876"
"6","-121.951049805","36.5251121526"
"6","-121.94707489","36.5250549323"
"6","-121.939468383","36.5217056277"
"6","-121.934020997","36.5251541141"
"6","-121.927856446","36.5263404853"
"6","-121.927740173","36.5275027763"
"6","-121.883068234","36.5031682765"
"6","-121.791151524","36.4456592963"
"6","-121.708856398","36.3964205797"
"6","-121.630775529","36.3570738679"
"6","-121.561028534","36.3390180595"
"6","-121.477322362","36.2925463554"
"6","-121.448019397","36.2665644514"
"7","-112.862150858","35.7995214047"
"7","-112.764361082","35.9355203658"
"7","-112.464087168","36.2185343337"
"7","-112.227036488","36.4366338361"
"7","-112.033283001","36.6000490704"
"7","-111.944575476","36.6525514402"
"7","-111.816336657","36.7238312793"
"7","-111.658755272","36.8600594929"
"7","-111.588777723","36.9308187675"
"7","-111.554348666","37.0015234119"
"7","-111.554150309","37.0019307661"
"7","-111.539634035","37.1179814431"
"7","-111.556505587","37.2535592058"
"7","-111.616357702","37.3991139232"
"7","-111.690886729","37.473669497"
"7","-111.758523039","37.5173215962"
"7","-111.826345484","37.5317387413"
"7","-111.922631127","37.5368160779"
"7","-112.088918362","37.5504817953"
"7","-112.261846446","37.5629767852"
"7","-112.429949899","37.5546856133"
"7","-112.772169355","37.5205498134"
"7","-113.035444755","37.4839861633"
"7","-113.215857159","37.4567550281"
"7","-113.289345633","37.4375958784"
"7","-113.403522671","37.3908606757"
"7","-113.508475975","37.3214625978"
"7","-113.591654957","37.2606514042"
"7","-113.787270877","37.102223613"
"7","-113.864309987","37.0017438411"
"7","-113.868610113","36.9961353181"
"7","-113.952898745","36.862830224"
"7","-114.046820291","36.729860382"
"7","-114.0717726","36.6945340416"
"7","-114.158006369","36.5713064267"
"7","-114.279944339","36.4181344902"
"7","-114.395728522","36.2817686426"
"7","-114.527634419","36.1497905135"
"7","-114.654804082","36.0225512145"
"7","-114.726847599","35.9560373209"
"7","-114.778592943","35.9082636377"
"7","-114.84640544","35.8487065262"
"7","-114.915674228","35.8075499053"
"7","-114.999224748","35.7826094342"
"7","-115.089340164","35.7698419533"
"7","-115.164839344","35.764869617"
"7","-115.265006666","35.7769725942"
"7","-115.352022012","35.8019871488"
"7","-115.486497289","35.8534317675"
"7","-115.634923989","35.9424489946"
"7","-115.758805086","36.0624535185"
"7","-115.92555033","36.2256456149"
"7","-116.068041441","36.3957327261"
"7","-116.233996147","36.6097563256"
"7","-116.474934291","36.8851758561"
"7","-116.727399875","37.1180637508"
"7","-116.975519764","37.3192944115"
"7","-117.562237366","37.6931698031"
"7","-117.810896896","37.8261246859"
"7","-117.993709004","37.9229637522"
"7","-118.194174478","37.9919868253"
"7","-118.298622697","37.9932834022"
"7","-118.403021064","37.9621917077"
"7","-118.422516775","37.9506519426"
"7","-118.444940897","37.9138018324"
"7","-118.458520142","37.8914867251"
"7","-118.481238864","37.8430591422"
"7","-118.494643602","37.7821274799"
"7","-118.498833266","37.7212349112"
"7","-118.500405287","37.6137967158"
"7","-118.497426669","37.5117478176"
"7","-118.487541744","37.4025572294"
"7","-118.459307423","37.2773215965"
"7","-118.419693715","37.1395753453"
"7","-118.382538332","37.0089661804"
"7","-118.350417719","36.9553336659"
"7","-118.334271557","36.9052343359"
"7","-118.311249465","36.8354437399"
"7","-118.282496942","36.7387973948"
"7","-118.236816765","36.638590148"
"7","-118.202603436","36.5508766312"
"7","-118.173018693","36.4756877701"
"7","-118.150241348","36.3879367479"
"7","-118.136533628","36.2983745451"
"7","-118.102606677","36.2231612026"
"7","-118.047327822","36.0816434097"
"7","-118.029311534","36.00818055"
"7","-117.993378309","35.9239602401"
"7","-117.966496659","35.823594423"
"7","-117.959821342","35.7339796854"
"7","-117.96656303","35.6730405912"
"7","-118.006815738","35.6336136543"
"7","-118.072699295","35.5762277239"
"7","-118.141864078","35.5349364485"
"7","-118.206543192","35.5133283171"
"7","-118.291266111","35.4916381002"
"7","-118.355917156","35.4807045808"
"7","-118.418299609","35.4661578623"
"7","-118.482922303","35.456949068"
"7","-118.545363253","35.4566767228"
"7","-118.596667255","35.4582223426"
"7","-118.632436835","35.4687920323"
"7","-118.689143948","35.502519531"
"7","-118.735673205","35.534526274"
"7","-118.789635745","35.5718260785"
"7","-118.81684059","35.6092861135"
"7","-118.841993167","35.6610946401"
"7","-118.851779515","35.7363064186"
"7","-118.845762002","35.7990839142"
"7","-118.837611689","35.8726233593"
"7","-118.820719751","35.9695158875"
"7","-118.787880754","36.0503799851"
"7","-118.774983414","36.1078053293"
"7","-118.766675446","36.175950191"
"7","-118.760660641","36.2494512351"
"7","-118.753757258","36.3480351705"
"7","-118.754670955","36.4393993647"
"7","-118.753039003","36.5021108518"
"7","-118.769487502","36.5629150136"
"7","-118.792737134","36.6218748044"
"7","-118.825090109","36.6807717748"
"7","-118.873369681","36.7395404686"
"7","-118.953593568","36.8052063033"
"7","-119.017786728","36.8512504194"
"7","-119.179555064","36.9536622507"
"7","-119.349705214","37.0539700669"
"7","-119.43278987","37.1103258374"
"7","-119.506952468","37.1703219016"
"7","-119.576669371","37.230327505"
"7","-119.656232476","37.3170226584"
"7","-119.701330975","37.3898300014"
"7","-119.732406165","37.4467011805"
"7","-119.833256147","37.6043525187"
"7","-119.869221474","37.6605744637"
"7","-119.87426387","37.6684568695"
"7","-119.953010454","37.7800433919"
"7","-120.039544137","37.9147325291"
"7","-120.102142891","38.0085839315"
"7","-120.458033213","38.4729705679"
"7","-120.546192873","38.6037076344"
"7","-120.688036609","38.822787941"
"7","-120.755603415","38.9431005519"
"7","-120.805905245","39.0351096302"
"7","-120.827746208","39.1152178953"
"7","-120.850061023","39.2060614908"
"7","-120.87345979","39.2932980981"
"7","-120.880052956","39.3299607753"
"7","-120.775900739","39.3528284413"
"7","-120.677967159","39.3746724962"
"7","-120.653125344","39.3831041854"
"7","-120.544534427","39.4237055271"
"7","-120.485443655","39.4520956807"
"7","-120.409480816","39.5037338101"
"7","-120.333527041","39.5589143177"
"7","-120.262283224","39.6175376254"
"7","-120.193338572","39.6778711719"
"7","-120.134380387","39.7292809428"
"7","-120.035762708","39.8116372054"
"7","-120.008673156","39.8340153326"
"7","-119.872628557","39.9463990069"
"7","-119.762729375","40.0701315193"
"7","-119.565358328","40.370651003"
"7","-119.413764305","40.6543471445"
"7","-119.204751408","40.999562639"
"7","-119.118425764","41.2263889494"
"7","-118.9288288","41.523527467"
"7","-118.875245688","41.6105123397"
"7","-118.793350416","41.7434581411"
"7","-118.646111674","41.9824801514"
"7","-118.632977338","42.0040933792"
"7","-118.546509925","42.1463799693"
"7","-118.492165759","42.0473085806"
"7","-118.469286539","42.0054112116"
"7","-118.381523001","41.8446950019"
"7","-118.235996025","41.6857456992"
"7","-118.071644716","41.5774868321"
"7","-117.847727698","41.4664611476"
"7","-117.630519655","41.4011754167"
"7","-117.456171849","41.3683886683"
"7","-117.314571857","41.3801124104"
"7","-117.099370291","41.4315534695"
"7","-116.886080068","41.5327284057"
"7","-116.702109412","41.6418837341"
"7","-116.52488588","41.7596270944"
"7","-116.349668572","41.9002440949"
"7","-116.26157488","42.0069415007"
"7","-116.243333559","42.0290350419"
"7","-116.147293783","42.1627076125"
"7","-116.102299851","42.2844721267"
"7","-116.089311209","42.421111665"
"7","-116.138777866","42.5811018115"
"7","-116.210442907","42.7374830146"
"7","-116.300816375","42.8638767351"
"7","-116.426779633","42.9843695378"
"7","-116.504169596","43.0422225374"
"7","-116.56675888","43.0890112643"
"7","-116.587310729","43.1022327768"
"7","-116.695563192","43.1718742625"
"7","-116.849878646","43.2604780551"
"7","-116.98219638","43.3088533326"
"7","-117.024598332","43.3222306419"
"7","-117.107133203","43.3482694056"
"7","-117.242117157","43.3892436197"
"7","-117.37646608","43.406567879"
"7","-117.524378184","43.4011286462"
"7","-117.669993272","43.4026797726"
"7","-117.761474606","43.3999260781"
"7","-117.634849143","43.7293525667"
"7","-117.557677914","44.0687368696"
"7","-117.327827817","45.1522734643"
"7","-117.243760505","45.5730484872"
"7","-117.153353223","46.0001246549"
"7","-117.116164647","46.175800273"
"7","-117.071540661","46.5979943334"
"7","-117.036735587","46.8780565797"
"7","-117.004054815","47.1410254318"
"7","-116.960410232","47.6955879648"
"7","-116.878568726","48.4549457411"
"7","-116.884943861","49.0009708228"
"7","-116.835952759","49.0014457701"
"7","-116.788917541","49.0018463138"
"7","-116.645088196","49.0019493104"
"7","-116.454216003","49.0017929075"
"7","-116.26335144","49.0013046269"
"7","-116.072494507","49.0004882817"
"7","-116.042007446","49.0003318788"
"7","-115.851142883","49.0006713864"
"7","-115.660278321","49.0006828311"
"7","-115.469421387","49.0003662113"
"7","-115.278556824","48.9997215269"
"7","-115.08770752","48.9987487797"
"7","-115.040405274","48.9984512327"
"7","-114.999999999","48.9986267094"
"7","-114.896858215","48.9990730285"
"7","-114.706001282","48.9995994566"
"7","-114.515136718","48.9998016358"
"7","-114.324279785","48.9996719365"
"7","-114.133422851","48.9992141726"
"7","-114.068618774","48.9989852906"
"7","-114.0","48.9969444276"
"7","-113.826416016","48.9974746706"
"7","-113.635643006","48.9977149965"
"7","-113.444869995","48.9976348875"
"7","-113.254089356","48.9972267149"
"7","-113.063323975","48.9964866637"
"7","-112.872558594","48.9954147339"
"7","-112.863899231","48.9953575136"
"7","-112.681800843","48.9962501528"
"7","-112.491027832","48.9968566898"
"7","-112.300254821","48.9971389771"
"7","-112.109481811","48.9970893858"
"7","-111.912773131","48.996696472"
"7","-111.72794342","48.998126984"
"7","-111.53717041","48.9992828367"
"7","-111.346382141","49.0001106267"
"7","-111.155601501","49.0006065372"
"7","-110.964805603","49.000770569"
"7","-110.919141514","49.0007322219"
"7","-110.805629276","48.9647322876"
"7","-110.77318535","48.6452034821"
"7","-110.650524975","48.2496472516"
"7","-110.484952596","47.8645069017"
"7","-110.270784409","47.4410211828"
"7","-110.200653849","47.3605838648"
"7","-110.104220923","47.2499786439"
"7","-109.752761982","46.8468674302"
"7","-109.644015358","46.7155576017"
"7","-109.328391929","46.274943441"
"7","-109.059422901","45.9029061359"
"7","-108.869848588","45.6641572856"
"7","-108.641186295","45.3125785849"
"7","-108.476910716","45.0811005546"
"7","-108.426444323","45.0009632927"
"7","-108.335824203","44.8570645924"
"7","-108.211222837","44.5731741101"
"7","-108.170493195","44.4698426284"
"7","-108.19692388","44.4791317609"
"7","-108.28000721","44.5086694072"
"7","-108.360479465","44.5246644604"
"7","-108.427471533","44.5213386964"
"7","-108.522192076","44.5117119836"
"7","-108.648652315","44.4918667268"
"7","-108.757495573","44.4806104019"
"7","-108.831109722","44.4626168348"
"7","-108.891054854","44.4253660703"
"7","-108.931340205","44.3867086663"
"7","-108.965630974","44.3658839299"
"7","-109.002704148","44.358521174"
"7","-109.135577511","44.347826671"
"7","-109.277129868","44.3326139461"
"7","-109.476271255","44.3385036997"
"7","-109.745715665","44.3121443799"
"7","-109.92696892","44.3021200957"
"7","-110.169368344","44.2848285906"
"7","-110.335601901","44.2725048523"
"7","-110.467310188","44.2571243256"
"7","-110.595845322","44.2281825909"
"7","-110.692957226","44.1890468896"
"7","-110.833681568","44.1100778902"
"7","-110.952252243","44.0405322003"
"7","-111.037034372","43.9715353981"
"7","-111.051479552","43.9538849961"
"7","-111.096679373","43.8986558486"
"7","-111.163127764","43.8145541026"
"7","-111.177345121","43.7334273733"
"7","-111.160256827","43.6216832537"
"7","-111.125840373","43.4569262363"
"7","-111.074080533","43.3391826404"
"7","-111.045773712","43.3112605174"
"7","-111.018163177","43.2840252165"
"7","-110.932995446","43.2255528574"
"7","-110.78861185","43.1776955381"
"7","-110.632072905","43.1587260708"
"7","-110.438682742","43.123303047"
"7","-110.289243048","43.1134312123"
"7","-110.139101541","43.1000346988"
"7","-110.025294738","43.078837225"
"7","-109.902544872","43.0379467827"
"7","-109.813282996","42.9759458814"
"7","-109.722021318","42.9038306171"
"7","-109.62275924","42.815399524"
"7","-109.52233169","42.7201922425"
"7","-109.36276903","42.6109324407"
"7","-109.247656728","42.5550054238"
"7","-109.12169917","42.513923077"
"7","-108.947557582","42.5122552609"
"7","-108.772854917","42.5309999994"
"7","-108.659954072","42.5139012415"
"7","-108.755318279","42.3501146797"
"7","-108.8834434","42.0991478191"
"7","-108.904255823","41.956523727"
"7","-108.900061678","41.8698650366"
"7","-108.922610754","41.6544922922"
"7","-108.978626617","41.4112927448"
"7","-109.043731002","41.2154502498"
"7","-109.082672779","41.0119771359"
"7","-109.088185912","40.9831706853"
"7","-109.169654506","40.6790264228"
"7","-109.265283156","40.4167346254"
"7","-109.312444371","40.2517703691"
"7","-109.387683656","40.0206803666"
"7","-109.512654649","39.7992853723"
"7","-109.647029161","39.8737044596"
"7","-109.788881984","39.9551051233"
"7","-109.9990651","40.0777548546"
"7","-110.233858009","40.2135208049"
"7","-110.461979951","40.296035708"
"7","-110.611311328","40.3790793827"
"7","-110.843040422","40.4904730248"
"7","-110.995934645","40.6026329388"
"7","-111.180871292","40.7823531588"
"7","-111.314222324","40.9776053423"
"7","-111.387390446","41.1447348666"
"7","-111.50221262","41.3244380517"
"7","-111.648077519","41.4791117327"
"7","-111.802999461","41.5845759809"
"7","-111.904211646","41.6341098433"
"7","-111.982030086","41.6537306195"
"7","-112.055612476","41.6558818068"
"7","-112.110621249","41.6484962711"
"7","-112.163466828","41.632380063"
"7","-112.207331571","41.596460903"
"7","-112.25035515","41.5246390003"
"7","-112.259323867","41.3974495255"
"7","-112.240911513","41.2740031333"
"7","-112.223338905","41.1864404679"
"7","-112.217503243","41.0972884584"
"7","-112.236531931","41.0437251044"
"7","-112.316961206","40.9457609971"
"7","-112.417734141","40.8658971578"
"7","-112.577669367","40.7506744624"
"7","-112.685613918","40.6695258867"
"7","-112.782653709","40.5777995949"
"7","-112.919858825","40.4562215533"
"7","-113.008605834","40.3654444473"
"7","-113.08795314","40.2699363489"
"7","-113.169442699","40.168035524"
"7","-113.20285745","40.1121240393"
"7","-113.220370214","40.0255068787"
"7","-113.19499801","39.9421709954"
"7","-113.1421858","39.8598626468"
"7","-113.04130436","39.7905569384"
"7","-112.960100554","39.7513480395"
"7","-112.723965249","39.6534021155"
"7","-112.450129151","39.5514423581"
"7","-112.218642877","39.4580769196"
"7","-112.077683247","39.4117606588"
"7","-111.955186093","39.3927147104"
"7","-111.807460873","39.3829769214"
"7","-111.644775795","39.3930425781"
"7","-111.480906913","39.4150103213"
"7","-111.180240908","39.4577113371"
"7","-111.075221733","39.4624351557"
"7","-110.944044736","39.4554999582"
"7","-110.830667479","39.4222531148"
"7","-110.721840342","39.3734073812"
"7","-110.48188753","39.2334950248"
"7","-110.263672838","39.108460429"
"7","-110.072565753","39.0078999357"
"7","-110.210757715","38.8336903233"
"7","-110.432230679","38.4670530532"
"7","-110.556978302","38.2284122861"
"7","-110.67890138","37.9511390595"
"7","-110.711218259","37.6949936957"
"7","-110.731227281","37.3822485312"
"7","-110.712096253","37.1472844859"
"7","-110.70904285","37.0061761228"
"7","-110.70404347","36.7751372855"
"7","-110.640692788","36.2405498984"
"7","-110.645678456","36.1768630299"
"7","-110.597564471","35.9456426995"
"7","-110.528366102","35.6105017693"
"7","-110.476058109","35.3846276171"
"7","-110.410968522","35.2719719438"
"7","-110.295441516","35.1465152719"
"7","-110.139383134","35.0262535814"
"7","-110.02390669","34.9878701109"
"7","-109.941454018","34.9645420379"
"7","-109.881185004","34.9625661023"
"7","-109.76832853","34.9672405796"
"7","-109.563728187","34.9929985408"
"7","-109.309873784","35.0438054232"
"7","-109.060927767","35.1224725768"
"7","-109.050351716","35.1253298624"
"7","-108.741016968","35.2089014976"
"7","-108.50523895","35.299206973"
"7","-108.252786637","35.4343494108"
"7","-108.040274616","35.5789054436"
"7","-107.862206931","35.6999077132"
"7","-107.655574725","35.9056882608"
"7","-107.494655146","36.1013256851"
"7","-107.373682487","36.3600058808"
"7","-107.261762657","36.6416167426"
"7","-107.183566724","36.9099337046"
"7","-107.17348965","37.0020032721"
"7","-107.143024961","37.2803450444"
"7","-107.12706961","37.4458016975"
"7","-107.073963657","37.8751350763"
