segment Yugoslavia
43.096 16.726
43.094 16.734
43.09 16.737
43.088 16.735
43.085 16.728
43.085 16.72
43.082 16.714
43.08 16.707
segment Yugoslavia
43.091 15.451
43.092 15.452
43.093 15.454
43.091 15.457
43.088 15.46
43.087 15.458
43.088 15.453
43.091 15.451
segment Yugoslavia
43.007 16.076
43.008 16.071
43.011 16.068
43.015 16.07
43.024 16.088
43.035 16.094
43.042 16.09
43.048 16.085
43.048 16.079
43.043 16.069
43.043 16.064
43.057 16.052
43.065 16.074
43.07 16.078
43.075 16.086
43.076 16.096
43.079 16.119
43.077 16.125
43.078 16.128
43.081 16.127
43.082 16.13
43.077 16.133
43.077 16.138
43.079 16.137
43.08 16.145
43.083 16.153
43.081 16.172
43.084 16.183
43.078 16.187
43.076 16.199
43.074 16.199
43.066 16.189
43.063 16.193
43.063 16.198
43.065 16.202
43.07 16.205
43.071 16.208
43.073 16.211
43.073 16.218
43.076 16.223
43.075 16.236
43.077 16.238
43.076 16.243
43.073 16.245
43.072 16.248
43.073 16.257
43.068 16.259
43.064 16.256
43.062 16.259
43.059 16.259
43.056 16.254
43.048 16.249
43.045 16.237
43.04 16.232
43.033 16.23
43.027 16.222
43.024 16.222
43.024 16.216
43.02 16.215
43.021 16.203
43.025 16.2
43.024 16.196
43.02 16.193
43.019 16.188
43.022 16.185
43.021 16.175
43.018 16.172
43.019 16.166
43.018 16.163
43.017 16.152
43.014 16.142
43.013 16.13
43.009 16.117
43.008 16.097
43.01 16.084
43.007 16.076
segment Yugoslavia
43.019 15.732
43.021 15.725
43.024 15.723
43.028 15.728
43.035 15.753
43.036 15.761
43.033 15.763
43.028 15.76
43.024 15.752
43.02 15.74
43.019 15.732
segment Yugoslavia
42.956 15.996
42.958 15.991
42.961 15.991
42.969 16.001
42.975 15.999
42.982 16.004
42.99 16.001
42.993 16.001
42.995 16.006
42.994 16.01
42.989 16.014
42.989 16.019
42.981 16.025
42.965 16.018
42.963 16.014
42.96 16.003
42.956 15.996
segment Yugoslavia
42.896 16.852
42.898 16.849
42.901 16.851
42.902 16.854
42.906 16.859
42.909 16.857
42.909 16.854
42.905 16.845
42.904 16.826
42.907 16.788
42.905 16.777
42.907 16.775
42.909 16.751
42.913 16.747
42.922 16.721
42.92 16.717
42.919 16.714
42.921 16.709
42.921 16.701
42.927 16.67
42.925 16.666
42.922 16.666
42.917 16.661
42.921 16.657
42.924 16.647
42.927 16.641
42.936 16.638
42.94 16.642
42.944 16.661
42.947 16.664
42.952 16.662
42.954 16.666
42.955 16.672
42.957 16.677
42.957 16.689
42.96 16.695
42.956 16.711
42.958 16.713
42.961 16.711
42.962 16.706
42.965 16.703
42.966 16.698
42.964 16.695
42.966 16.687
42.966 16.678
42.968 16.675
42.973 16.673
42.975 16.667
42.979 16.664
42.98 16.656
42.979 16.65
42.975 16.646
42.975 16.643
42.979 16.64
42.981 16.629
42.983 16.626
42.989 16.634
42.988 16.653
42.989 16.654
42.991 16.657
42.99 16.668
42.992 16.672
42.991 16.686
42.993 16.69
42.993 16.694
42.988 16.7
42.987 16.703
42.989 16.71
42.988 16.728
42.981 16.732
42.98 16.74
42.976 16.748
42.973 16.775
42.97 16.784
42.967 16.808
42.962 16.838
42.957 16.858
42.957 16.867
42.964 16.892
42.965 16.904
42.971 16.918
42.974 16.961
42.973 16.973
42.973 16.993
42.975 17.015
42.979 17.039
42.979 17.044
42.975 17.047
42.972 17.053
42.968 17.07
42.965 17.092
42.962 17.101
42.964 17.111
42.96 17.126
42.96 17.136
42.959 17.139
42.955 17.142
42.953 17.148
42.939 17.156
42.928 17.17
42.925 17.17
42.924 17.173
42.925 17.181
42.922 17.188
42.922 17.199
42.918 17.201
42.912 17.196
42.912 17.192
42.914 17.188
42.914 17.177
42.911 17.17
42.912 17.153
42.909 17.145
42.91 17.135
42.91 17.126
42.908 17.122
42.91 17.113
42.908 17.11
42.91 17.105
42.911 17.09
42.914 17.08
42.918 17.051
42.922 17.04
42.924 17.019
42.926 16.971
42.926 16.969
42.924 16.96
42.914 16.948
42.912 16.943
42.914 16.938
42.911 16.932
42.909 16.919
42.899 16.899
42.895 16.868
42.897 16.865
42.896 16.852
segment Yugoslavia
42.91 16.74
42.906 16.736
42.91 16.729
42.914 16.724
42.91 16.74
segment Yugoslavia
42.79 17.397
42.787 17.411
42.789 17.421
42.787 17.434
42.789 17.439
42.788 17.442
42.782 17.445
42.781 17.453
42.781 17.459
42.775 17.48
42.774 17.496
42.768 17.512
42.758 17.572
42.749 17.593
42.748 17.607
42.746 17.609
42.746 17.604
42.746 17.601
42.743 17.599
42.74 17.602
42.739 17.619
42.741 17.627
42.74 17.638
42.739 17.642
42.733 17.652
42.736 17.661
42.737 17.669
42.735 17.673
42.73 17.677
42.728 17.681
42.728 17.689
42.723 17.702
42.724 17.708
42.72 17.713
42.72 17.72
42.717 17.723
42.711 17.742
42.71 17.745
42.705 17.744
42.701 17.746
42.697 17.754
42.694 17.754
42.689 17.749
42.689 17.746
42.691 17.742
42.691 17.739
42.693 17.737
42.698 17.739
42.701 17.738
42.701 17.735
42.696 17.729
42.696 17.724
42.699 17.719
42.699 17.713
42.695 17.708
42.696 17.702
42.695 17.699
42.702 17.699
42.707 17.681
42.709 17.667
42.715 17.651
42.72 17.638
42.719 17.63
42.719 17.619
42.72 17.615
42.72 17.589
42.724 17.583
42.726 17.564
42.735 17.525
42.737 17.507
42.743 17.498
42.745 17.491
42.75 17.479
42.752 17.457
42.75 17.447
42.751 17.439
42.756 17.438
42.758 17.436
42.758 17.423
42.76 17.411
42.765 17.404
42.768 17.398
42.768 17.393
42.767 17.389
42.763 17.392
42.762 17.39
42.76 17.383
42.772 17.348
42.772 17.347
42.774 17.336
42.777 17.332
42.786 17.328
42.789 17.322
42.794 17.328
42.79 17.334
42.794 17.353
42.806 17.371
42.802 17.375
42.805 17.385
42.804 17.393
42.802 17.394
42.796 17.388
42.793 17.377
42.79 17.378
42.79 17.397
segment Yugoslavia
42.726 16.845
42.727 16.842
42.727 16.84
42.731 16.839
42.734 16.835
42.733 16.83
42.735 16.826
42.742 16.821
42.746 16.814
42.748 16.815
42.748 16.819
42.75 16.824
42.765 16.82
42.764 16.814
42.759 16.814
42.758 16.81
42.758 16.807
42.764 16.799
42.765 16.794
42.762 16.784
42.77 16.785
42.775 16.783
42.777 16.784
42.779 16.788
42.78 16.793
42.769 16.794
42.767 16.794
42.769 16.8
42.775 16.805
42.779 16.817
42.776 16.827
42.772 16.828
42.77 16.831
42.774 16.837
42.778 16.839
42.777 16.846
42.773 16.85
42.778 16.857
42.779 16.861
42.776 16.87
42.776 16.88
42.774 16.885
42.773 16.892
42.775 16.904
42.772 16.913
42.774 16.924
42.773 16.934
42.773 16.936
42.771 16.941
42.76 16.94
42.736 16.919
42.731 16.906
42.726 16.886
42.728 16.885
42.734 16.89
42.738 16.888
42.736 16.884
42.736 16.877
42.739 16.872
42.74 16.868
42.738 16.866
42.734 16.859
42.733 16.849
42.726 16.845
segment Yugoslavia
42.754 16.487
42.756 16.484
42.758 16.485
42.759 16.49
42.774 16.502
42.775 16.506
42.776 16.52
42.772 16.531
42.768 16.534
42.764 16.53
42.762 16.522
42.763 16.506
42.758 16.502
42.758 16.498
42.754 16.496
42.754 16.487
segment Yugoslavia
42.751 16.718
42.753 16.706
42.756 16.709
42.756 16.714
42.761 16.722
42.761 16.726
42.757 16.73
42.755 16.728
42.755 16.722
42.752 16.721
42.751 16.718
segment Yugoslavia
42.701 17.904
42.703 17.899
42.71 17.892
42.72 17.876
42.721 17.864
42.725 17.861
42.73 17.848
42.734 17.844
42.736 17.844
42.73 17.859
42.731 17.861
42.736 17.854
42.746 17.845
42.747 17.843
42.753 17.833
42.756 17.833
42.751 17.86
42.748 17.865
42.736 17.891
42.719 17.92
42.717 17.93
42.714 17.927
42.713 17.92
42.71 17.917
42.706 17.918
42.704 17.914
42.701 17.913
42.701 17.904
segment Yugoslavia
42.729 17.835
42.739 17.822
42.74 17.814
42.753 17.792
42.755 17.793
42.754 17.801
42.744 17.822
42.743 17.833
42.742 17.837
42.738 17.84
42.731 17.839
42.729 17.835
segment Yugoslavia
42.674 17.955
42.675 17.942
42.688 17.926
42.69 17.929
42.689 17.941
42.695 17.944
42.698 17.947
42.697 17.952
42.688 17.962
42.682 17.972
42.679 17.976
42.677 17.975
42.677 17.971
42.68 17.964
42.681 17.959
42.679 17.957
42.676 17.959
42.674 17.955
segment Yugoslavia
42.662 18.017
42.663 18.012
42.668 18.01
42.673 17.99
42.675 17.991
42.676 17.994
42.676 18.002
42.677 18.004
42.68 18.003
42.682 18.005
42.68 18.01
42.676 18.011
42.669 18.018
42.662 18.017
segment Yugoslavia
42.621 18.116
42.63 18.111
42.632 18.112
42.633 18.116
42.629 18.118
42.623 18.125
42.622 18.124
42.621 18.116
segment Yugoslavia
42.399 16.257
42.4 16.258
42.398 16.262
42.398 16.265
42.398 16.268
42.397 16.271
42.393 16.275
42.392 16.281
42.391 16.283
42.39 16.282
42.39 16.279
42.393 16.27
42.393 16.265
42.395 16.261
42.394 16.255
42.397 16.254
42.399 16.257
segment Yugoslavia
42.263 18.846
42.266 18.844
42.269 18.848
42.268 18.852
42.259 18.859
42.257 18.855
42.258 18.851
42.263 18.846
segment Yugoslavia
45.594 13.721
45.595 13.724
45.597 13.734
45.596 13.751
45.586 13.773
45.581 13.796
45.579 13.817
45.58 13.828
45.582 13.837
45.588 13.856
45.593 13.869
45.61 13.88
45.621 13.898
45.629 13.907
45.634 13.909
45.639 13.908
45.648 13.896
45.653 13.874
45.662 13.858
45.689 13.84
45.693 13.838
45.695 13.837
45.712 13.824
45.712 13.822
45.74 13.793
45.746 13.781
45.75 13.75
45.753 13.739
45.763 13.721
45.772 13.712
45.776 13.703
45.79 13.682
45.791 13.682
45.796 13.672
45.797 13.664
45.797 13.653
45.796 13.638
45.796 13.624
45.801 13.61
45.807 13.597
45.818 13.588
45.821 13.59
45.823 13.589
45.833 13.587
45.846 13.578
45.864 13.577
45.868 13.582
45.89 13.59
45.895 13.593
45.896 13.593
45.905 13.613
45.916 13.618
45.924 13.626
45.934 13.644
45.938 13.648
45.945 13.642
45.968 13.648
45.974 13.646
45.975 13.641
45.98 13.643
45.988 13.638
45.987 13.625
45.986 13.602
45.988 13.586
45.975 13.566
45.97 13.543
45.966 13.537
45.968 13.529
45.98 13.515
45.979 13.514
45.985 13.501
46.004 13.479
46.024 13.505
46.034 13.51
46.044 13.51
46.055 13.497
46.063 13.496
46.067 13.503
46.068 13.521
46.072 13.528
46.083 13.538
46.093 13.569
46.108 13.584
46.123 13.62
46.137 13.637
46.144 13.647
46.156 13.659
46.171 13.661
46.182 13.667
46.19 13.658
46.195 13.645
46.194 13.63
46.19 13.615
46.196 13.601
46.196 13.58
46.194 13.567
46.195 13.563
46.213 13.555
46.218 13.545
46.222 13.523
46.224 13.523
46.218 13.511
46.219 13.504
46.228 13.492
46.226 13.468
46.227 13.468
46.232 13.453
46.221 13.445
46.216 13.435
46.213 13.423
46.217 13.413
46.221 13.411
46.236 13.422
46.242 13.42
46.259 13.404
46.285 13.395
46.296 13.384
46.3 13.383
46.304 13.387
46.309 13.408
46.318 13.419
46.325 13.424
46.332 13.442
46.338 13.447
46.344 13.446
46.356 13.438
46.362 13.439
46.366 13.449
46.366 13.472
46.373 13.499
46.388 13.517
46.393 13.529
46.402 13.56
46.404 13.568
46.412 13.577
46.434 13.585
46.44 13.596
46.443 13.626
46.446 13.641
46.444 13.661
46.439 13.676
46.44 13.689
46.444 13.696
46.448 13.697
46.462 13.695
46.475 13.709
46.486 13.712
46.491 13.71
46.502 13.706
46.508 13.714
46.511 13.721
46.521 13.716
46.524 13.716
46.522 13.751
46.52 13.769
46.51 13.795
46.511 13.813
46.518 13.837
46.521 13.874
46.52 13.906
46.518 13.93
46.502 13.976
46.491 13.993
46.49 13.997
46.483 14.009
46.483 14.018
46.496 14.045
46.495 14.058
46.489 14.082
46.488 14.096
46.478 14.12
46.455 14.14
46.445 14.152
46.437 14.159
46.444 14.192
46.443 14.224
46.435 14.235
46.435 14.242
46.446 14.276
46.445 14.284
46.439 14.31
46.435 14.316
46.434 14.336
46.441 14.354
46.441 14.375
46.449 14.425
46.449 14.432
46.442 14.438
46.437 14.433
46.431 14.443
46.426 14.46
46.427 14.46
46.416 14.483
46.417 14.491
46.422 14.504
46.423 14.504
46.43 14.516
46.419 14.529
46.393 14.55
46.382 14.554
46.378 14.562
46.383 14.581
46.391 14.579
46.406 14.591
46.421 14.582
46.428 14.581
46.434 14.587
46.44 14.604
46.443 14.61
46.443 14.618
46.447 14.632
46.447 14.657
46.453 14.673
46.456 14.678
46.464 14.678
46.467 14.681
46.466 14.694
46.468 14.697
46.481 14.703
46.487 14.712
46.497 14.714
46.497 14.713
46.502 14.718
46.504 14.726
46.5 14.734
46.505 14.741
46.501 14.748
46.503 14.757
46.502 14.772
46.499 14.778
46.5 14.788
46.509 14.817
46.515 14.821
46.527 14.821
46.539 14.829
46.549 14.83
46.553 14.835
46.566 14.833
46.573 14.84
46.582 14.853
46.598 14.865
46.607 14.868
46.612 14.882
46.612 14.891
46.607 14.913
46.608 14.92
46.618 14.919
46.626 14.943
46.63 14.956
46.626 14.97
46.607 14.976
46.601 14.981
46.607 14.985
46.618 14.994
46.622 14.996
46.625 15
46.635 15.008
46.642 15.016
46.643 15.022
46.652 15.039
46.653 15.039
46.656 15.067
46.648 15.083
46.649 15.087
46.657 15.104
46.657 15.119
46.653 15.127
46.659 15.149
46.656 15.17
46.656 15.187
46.645 15.206
46.645 15.225
46.642 15.238
46.645 15.274
46.652 15.287
46.654 15.297
46.654 15.311
46.654 15.329
46.656 15.329
46.651 15.342
46.651 15.351
46.651 15.373
46.657 15.417
46.643 15.436
46.641 15.449
46.642 15.459
46.632 15.458
46.616 15.468
46.613 15.474
46.618 15.495
46.616 15.506
46.619 15.515
46.622 15.52
46.636 15.547
46.651 15.557
46.663 15.55
46.671 15.549
46.675 15.563
46.681 15.571
46.688 15.605
46.685 15.607
46.683 15.611
46.682 15.622
46.685 15.631
46.691 15.645
46.695 15.656
46.704 15.659
46.707 15.671
46.704 15.686
46.697 15.702
46.696 15.718
46.698 15.73
46.698 15.743
46.694 15.76
46.702 15.788
46.715 15.812
46.719 15.835
46.719 15.86
46.718 15.88
46.713 15.901
46.696 15.934
46.686 15.952
46.685 15.966
46.686 15.987
46.684 15.989
46.676 16
46.67 16.008
46.661 16.035
46.681 16.04
46.692 16.038
46.715 16.011
46.741 15.987
46.76 15.987
46.77 15.989
46.781 15.984
46.792 15.989
46.803 15.989
46.812 15.995
46.818 15.988
46.824 15.986
46.832 15.987
46.835 15.991
46.834 16.002
46.839 16.016
46.841 16.03
46.838 16.034
46.842 16.042
46.843 16.061
46.852 16.066
46.866 16.091
46.865 16.098
46.872 16.112
46.861 16.123
46.857 16.133
46.856 16.144
46.86 16.161
46.861 16.18
46.869 16.192
46.872 16.217
46.878 16.234
46.875 16.245
46.875 16.258
46.873 16.281
46.87 16.292
46.859 16.303
46.858 16.314
46.858 16.316
46.848 16.327
46.846 16.339
46.837 16.344
46.83 16.345
46.82 16.34
46.813 16.336
46.806 16.338
46.798 16.33
46.795 16.315
46.789 16.31
46.776 16.314
46.774 16.327
46.769 16.328
46.761 16.322
46.754 16.321
46.748 16.328
46.741 16.333
46.732 16.344
46.718 16.35
46.714 16.358
46.719 16.367
46.711 16.377
46.703 16.372
46.698 16.373
46.696 16.384
46.695 16.411
46.689 16.42
46.686 16.422
46.683 16.419
46.663 16.418
46.658 16.413
46.657 16.404
46.66 16.396
46.659 16.392
46.651 16.39
46.643 16.385
46.631 16.392
46.631 16.399
46.628 16.411
46.613 16.426
46.609 16.439
46.598 16.453
46.594 16.457
46.579 16.478
46.567 16.482
46.561 16.491
46.562 16.509
46.55 16.518
46.549 16.519
46.535 16.52
46.531 16.529
46.52 16.525
46.512 16.534
46.507 16.535
46.501 16.526
46.498 16.535
46.495 16.54
46.489 16.551
46.474 16.593
46.463 16.648
46.461 16.661
46.458 16.671
46.455 16.676
46.452 16.678
46.448 16.671
46.446 16.667
46.443 16.673
46.443 16.684
46.431 16.695
46.407 16.716
46.394 16.724
46.39 16.728
46.393 16.735
46.398 16.739
46.401 16.742
46.401 16.746
46.386 16.751
46.386 16.761
46.379 16.766
46.376 16.771
46.383 16.776
46.378 16.786
46.384 16.795
46.385 16.804
46.383 16.811
46.382 16.813
46.376 16.814
46.374 16.82
46.37 16.824
46.37 16.831
46.367 16.835
46.368 16.841
46.367 16.842
46.362 16.847
46.36 16.856
46.354 16.86
46.351 16.864
46.352 16.87
46.349 16.871
46.343 16.869
46.341 16.877
46.337 16.877
46.335 16.881
46.333 16.892
46.331 16.883
46.329 16.882
46.321 16.881
46.3 16.888
46.295 16.89
46.284 16.893
46.279 16.899
46.279 16.901
46.275 16.907
46.262 16.92
46.258 16.926
46.255 16.932
46.255 16.94
46.241 16.943
46.238 16.968
46.233 16.972
46.225 16.971
46.222 16.998
46.209 17.027
46.202 17.05
46.187 17.084
46.185 17.102
46.179 17.109
46.176 17.126
46.172 17.131
46.17 17.156
46.159 17.162
46.155 17.174
46.139 17.18
46.126 17.175
46.118 17.177
46.111 17.184
46.114 17.193
46.115 17.203
46.11 17.213
46.099 17.218
46.091 17.217
46.084 17.22
46.079 17.242
46.069 17.253
46.066 17.251
46.06 17.24
46.059 17.246
46.058 17.259
46.054 17.263
46.049 17.262
46.041 17.253
46.03 17.255
46.034 17.265
46.035 17.275
46.032 17.288
46.026 17.294
46.021 17.284
46.021 17.27
46.014 17.257
46.013 17.256
46.01 17.257
46.005 17.262
46.001 17.299
45.998 17.303
45.987 17.291
45.981 17.297
45.983 17.307
45.988 17.317
45.983 17.319
45.974 17.314
45.968 17.317
45.969 17.321
45.978 17.332
45.989 17.334
45.976 17.348
45.975 17.355
45.979 17.359
45.99 17.362
45.985 17.369
45.981 17.37
45.97 17.365
45.968 17.361
45.963 17.365
45.962 17.388
45.957 17.384
45.955 17.372
45.956 17.357
45.962 17.341
45.954 17.34
45.946 17.344
45.944 17.35
45.948 17.37
45.947 17.379
45.944 17.381
45.934 17.381
45.929 17.388
45.93 17.394
45.941 17.404
45.938 17.41
45.926 17.418
45.926 17.426
45.931 17.432
45.936 17.43
45.935 17.436
45.935 17.437
45.948 17.434
45.952 17.438
45.952 17.448
45.947 17.473
45.943 17.509
45.941 17.526
45.939 17.532
45.938 17.562
45.936 17.576
45.924 17.595
45.91 17.619
45.892 17.637
45.869 17.651
45.847 17.659
45.838 17.673
45.839 17.697
45.834 17.716
45.828 17.748
45.818 17.761
45.815 17.788
45.804 17.811
45.807 17.818
45.81 17.824
45.812 17.827
45.807 17.833
45.802 17.834
45.794 17.836
45.784 17.854
45.771 17.86
45.769 17.869
45.78 17.883
45.791 17.902
45.792 17.91
45.789 17.927
45.79 17.937
45.791 17.944
45.792 17.956
45.792 17.97
45.79 17.98
45.793 17.991
45.794 17.992
45.794 17.995
45.794 18.001
45.779 18.02
45.78 18.023
45.776 18.043
45.769 18.07
45.767 18.089
45.768 18.105
45.782 18.121
45.787 18.124
45.787 18.144
45.785 18.154
45.782 18.157
45.778 18.164
45.776 18.17
45.777 18.175
45.783 18.187
45.783 18.197
45.781 18.206
45.777 18.221
45.762 18.243
45.762 18.263
45.755 18.28
45.756 18.289
45.756 18.298
45.752 18.327
45.747 18.345
45.759 18.354
45.764 18.365
45.762 18.385
45.75 18.401
45.744 18.405
45.746 18.441
45.749 18.448
45.763 18.455
45.763 18.465
45.767 18.476
45.783 18.485
45.789 18.491
45.789 18.495
45.781 18.509
45.782 18.52
45.791 18.533
45.791 18.545
45.79 18.545
45.796 18.558
45.797 18.558
45.797 18.559
45.802 18.572
45.809 18.574
45.814 18.584
45.82 18.597
45.829 18.602
45.837 18.616
45.848 18.617
45.856 18.623
45.87 18.625
45.872 18.647
45.883 18.638
45.889 18.64
45.897 18.662
45.908 18.662
45.912 18.666
45.915 18.677
45.915 18.698
45.901 18.723
45.898 18.738
45.891 18.757
45.889 18.777
45.88 18.795
45.88 18.806
45.883 18.809
45.897 18.806
45.904 18.809
45.915 18.823
45.907 18.835
45.91 18.865
45.916 18.869
45.915 18.878
45.924 18.896
45.932 18.911
45.932 18.922
45.928 18.942
45.924 18.956
45.924 18.963
45.93 18.982
45.928 18.991
45.933 19
45.942 18.999
45.946 18.994
45.951 18.996
45.953 19
45.956 19.011
45.961 19.019
45.965 19.028
45.968 19.041
45.969 19.051
45.969 19.066
45.97 19.076
45.974 19.082
45.977 19.082
45.987 19.079
45.994 19.072
46.001 19.077
46.008 19.083
46.011 19.087
46.022 19.096
46.033 19.108
46.038 19.116
46.041 19.123
46.038 19.131
46.035 19.138
46.028 19.143
46.022 19.145
46.015 19.144
46.008 19.146
46.003 19.152
45.998 19.161
45.994 19.178
45.994 19.193
45.995 19.206
45.998 19.211
46.001 19.219
46.004 19.23
46.003 19.237
46 19.24
45.997 19.251
45.997 19.263
45.996 19.282
45.996 19.294
45.996 19.304
45.999 19.308
46.003 19.305
46.007 19.297
46.015 19.292
46.02 19.294
46.024 19.301
46.028 19.312
46.033 19.322
46.041 19.336
46.046 19.348
46.05 19.36
46.049 19.367
46.048 19.374
46.045 19.377
46.04 19.383
46.038 19.386
46.041 19.395
46.044 19.399
46.046 19.407
46.048 19.417
46.051 19.426
46.058 19.436
46.067 19.443
46.072 19.452
46.075 19.457
46.082 19.468
46.088 19.472
46.095 19.476
46.103 19.48
46.106 19.49
46.108 19.505
46.113 19.52
46.118 19.527
46.126 19.528
46.13 19.523
46.137 19.516
46.143 19.511
46.148 19.514
46.152 19.522
46.154 19.535
46.154 19.544
46.164 19.558
46.174 19.563
46.175 19.566
46.178 19.575
46.176 19.586
46.175 19.601
46.173 19.616
46.173 19.636
46.182 19.656
46.188 19.664
46.191 19.67
46.191 19.674
46.188 19.685
46.187 19.699
46.186 19.709
46.178 19.725
46.167 19.739
46.155 19.76
46.151 19.773
46.149 19.787
46.137 19.818
46.133 19.826
46.134 19.835
46.141 19.846
46.147 19.856
46.151 19.875
46.158 19.898
46.163 19.912
46.174 19.943
46.177 19.952
46.177 19.963
46.178 19.995
46.177 20
46.173 20.019
46.169 20.03
46.162 20.037
46.157 20.038
46.151 20.042
46.148 20.051
46.152 20.071
46.153 20.075
46.168 20.089
46.174 20.094
46.177 20.098
46.179 20.103
46.177 20.11
46.169 20.117
46.162 20.122
46.158 20.129
46.155 20.139
46.15 20.155
46.151 20.161
46.154 20.169
46.159 20.183
46.161 20.194
46.159 20.202
46.151 20.215
46.143 20.223
46.137 20.231
46.132 20.242
46.13 20.251
46.129 20.259
46.128 20.27
46.127 20.278
46.124 20.28
46.12 20.277
46.114 20.271
46.11 20.271
46.104 20.277
46.097 20.291
46.093 20.3
46.086 20.313
46.079 20.322
46.062 20.338
46.056 20.343
46.048 20.348
46.036 20.349
46.029 20.354
46.024 20.36
46.02 20.366
46.016 20.364
46.006 20.359
46 20.361
45.998 20.367
45.987 20.386
45.982 20.396
45.979 20.414
45.98 20.43
45.98 20.442
45.975 20.455
45.959 20.479
45.95 20.486
45.929 20.506
45.918 20.518
45.915 20.528
45.914 20.544
45.915 20.555
45.915 20.565
45.912 20.577
45.909 20.588
45.904 20.598
45.898 20.601
45.892 20.603
45.877 20.605
45.869 20.608
45.867 20.615
45.865 20.622
45.86 20.63
45.851 20.643
45.84 20.657
45.834 20.663
45.831 20.666
45.827 20.665
45.821 20.662
45.815 20.659
45.811 20.661
45.805 20.666
45.8 20.676
45.799 20.686
45.796 20.693
45.789 20.696
45.782 20.697
45.772 20.699
45.764 20.701
45.76 20.704
45.756 20.71
45.754 20.72
45.753 20.728
45.755 20.736
45.757 20.746
45.758 20.759
45.758 20.766
45.758 20.775
45.761 20.78
45.769 20.785
45.776 20.786
45.781 20.788
45.784 20.79
45.786 20.795
45.785 20.804
45.781 20.817
45.776 20.823
45.77 20.824
45.759 20.822
45.753 20.817
45.747 20.812
45.742 20.81
45.735 20.808
45.722 20.805
45.715 20.807
45.706 20.805
45.7 20.805
45.696 20.803
45.693 20.803
45.688 20.804
45.684 20.808
45.678 20.808
45.674 20.807
45.67 20.809
45.666 20.812
45.661 20.809
45.654 20.805
45.645 20.799
45.636 20.794
45.63 20.788
45.623 20.782
45.618 20.779
45.609 20.776
45.603 20.778
45.598 20.782
45.593 20.791
45.585 20.807
45.579 20.816
45.573 20.821
45.567 20.825
45.559 20.829
45.551 20.832
45.544 20.834
45.535 20.833
45.53 20.83
45.522 20.823
45.514 20.813
45.51 20.807
45.508 20.796
45.505 20.789
45.5 20.783
45.494 20.784
45.489 20.787
45.484 20.794
45.48 20.801
45.479 20.809
45.478 20.824
45.477 20.836
45.475 20.851
45.47 20.862
45.463 20.87
45.458 20.874
45.449 20.877
45.439 20.878
45.432 20.88
45.427 20.886
45.423 20.896
45.418 20.916
45.414 20.925
45.409 20.931
45.402 20.935
45.395 20.94
45.389 20.947
45.384 20.956
45.375 20.968
45.369 20.976
45.363 20.982
45.357 20.989
45.35 20.996
45.347 21.001
45.344 21.011
45.341 21.017
45.337 21.02
45.334 21.023
45.333 21.031
45.334 21.039
45.335 21.048
45.334 21.053
45.331 21.059
45.326 21.062
45.322 21.063
45.319 21.066
45.317 21.075
45.318 21.083
45.317 21.091
45.316 21.096
45.313 21.1
45.308 21.104
45.304 21.108
45.301 21.112
45.299 21.116
45.299 21.125
45.301 21.133
45.304 21.143
45.308 21.15
45.312 21.151
45.317 21.155
45.32 21.165
45.322 21.175
45.322 21.181
45.319 21.186
45.314 21.188
45.309 21.187
45.303 21.189
45.295 21.194
45.288 21.199
45.278 21.207
45.273 21.211
45.265 21.215
45.259 21.219
45.254 21.226
45.251 21.235
45.249 21.245
45.245 21.256
45.241 21.265
45.234 21.277
45.234 21.284
45.236 21.289
45.237 21.297
45.238 21.314
45.236 21.322
45.233 21.333
45.231 21.343
45.232 21.352
45.23 21.357
45.226 21.363
45.221 21.371
45.221 21.377
45.223 21.386
45.225 21.395
45.225 21.407
45.223 21.423
45.22 21.432
45.216 21.435
45.21 21.438
45.206 21.443
45.201 21.452
45.196 21.467
45.194 21.478
45.19 21.486
45.186 21.491
45.181 21.497
45.176 21.501
45.174 21.508
45.169 21.522
45.163 21.527
45.156 21.532
45.148 21.535
45.143 21.534
45.138 21.532
45.134 21.525
45.125 21.504
45.122 21.493
45.12 21.489
45.115 21.485
45.112 21.482
45.105 21.478
45.094 21.474
45.087 21.47
45.082 21.465
45.076 21.457
45.07 21.454
45.063 21.452
45.058 21.451
45.05 21.449
45.044 21.446
45.039 21.439
45.037 21.431
45.036 21.42
45.035 21.405
45.032 21.396
45.026 21.388
45.019 21.379
45.015 21.378
45.012 21.383
45.007 21.391
45.001 21.402
45 21.403
44.993 21.412
44.988 21.417
44.984 21.419
44.978 21.42
44.974 21.426
44.972 21.433
44.97 21.439
44.965 21.446
44.962 21.451
44.959 21.46
44.958 21.472
44.957 21.48
44.952 21.491
44.946 21.504
44.942 21.51
44.94 21.521
44.939 21.535
44.939 21.547
44.937 21.554
44.931 21.561
44.924 21.563
44.912 21.565
44.901 21.564
44.892 21.561
44.885 21.554
44.881 21.546
44.879 21.528
44.878 21.516
44.875 21.508
44.871 21.497
44.871 21.483
44.872 21.468
44.872 21.456
44.874 21.438
44.874 21.422
44.872 21.408
44.871 21.394
44.87 21.387
44.861 21.373
44.855 21.369
44.847 21.367
44.839 21.366
44.832 21.368
44.828 21.374
44.821 21.383
44.813 21.391
44.805 21.394
44.796 21.397
44.79 21.403
44.785 21.409
44.782 21.417
44.781 21.434
44.78 21.46
44.78 21.463
44.779 21.476
44.778 21.491
44.777 21.514
44.777 21.529
