segment Yugoslavia
44.775 21.544
44.773 21.562
44.768 21.578
44.764 21.587
44.763 21.589
44.761 21.592
44.746 21.608
44.738 21.615
44.728 21.619
44.717 21.622
44.701 21.619
44.691 21.621
44.683 21.623
44.675 21.626
44.671 21.634
44.67 21.654
44.669 21.665
44.669 21.676
44.668 21.691
44.664 21.711
44.66 21.729
44.659 21.738
44.658 21.745
44.662 21.768
44.664 21.781
44.665 21.788
44.665 21.803
44.658 21.82
44.658 21.837
44.656 21.854
44.655 21.861
44.651 21.89
44.648 21.922
44.643 21.949
44.639 21.956
44.637 21.978
44.632 21.998
44.629 22.001
44.613 22.011
44.6 22.022
44.579 22.024
44.566 22.029
44.561 22.032
44.553 22.043
44.545 22.053
44.521 22.07
44.505 22.078
44.5 22.081
44.492 22.099
44.486 22.113
44.483 22.123
44.478 22.136
44.476 22.151
44.477 22.157
44.476 22.167
44.478 22.172
44.48 22.179
44.493 22.188
44.52 22.202
44.545 22.219
44.569 22.237
44.584 22.247
44.594 22.252
44.603 22.259
44.612 22.264
44.617 22.268
44.621 22.268
44.633 22.269
44.635 22.277
44.64 22.283
44.645 22.294
44.651 22.299
44.658 22.303
44.665 22.308
44.672 22.318
44.674 22.324
44.677 22.338
44.677 22.348
44.678 22.366
44.682 22.38
44.686 22.388
44.695 22.401
44.706 22.41
44.714 22.424
44.719 22.441
44.718 22.449
44.719 22.456
44.717 22.468
44.714 22.478
44.708 22.493
44.699 22.509
44.689 22.522
44.675 22.543
44.658 22.562
44.643 22.58
44.628 22.602
44.627 22.605
44.624 22.615
44.623 22.633
44.623 22.648
44.622 22.667
44.619 22.681
44.616 22.687
44.616 22.691
44.616 22.693
44.611 22.706
44.604 22.719
44.601 22.725
44.596 22.731
44.593 22.73
44.578 22.749
44.564 22.76
44.55 22.762
44.535 22.754
44.527 22.744
44.524 22.726
44.521 22.714
44.522 22.699
44.528 22.684
44.541 22.663
44.552 22.642
44.556 22.623
44.554 22.602
44.549 22.59
44.543 22.576
44.54 22.569
44.531 22.566
44.518 22.566
44.498 22.56
44.484 22.549
44.48 22.543
44.477 22.533
44.476 22.521
44.476 22.511
44.48 22.492
44.479 22.48
44.47 22.463
44.463 22.46
44.455 22.463
44.445 22.473
44.437 22.485
44.421 22.502
44.414 22.502
44.401 22.503
44.385 22.506
44.378 22.508
44.366 22.513
44.358 22.516
44.35 22.528
44.344 22.533
44.337 22.537
44.321 22.554
44.31 22.57
44.302 22.59
44.299 22.612
44.299 22.624
44.299 22.631
44.295 22.649
44.294 22.659
44.292 22.668
44.288 22.677
44.284 22.683
44.279 22.688
44.272 22.691
44.265 22.692
44.257 22.692
44.249 22.689
44.241 22.685
44.236 22.683
44.228 22.681
44.223 22.681
44.218 22.682
44.209 22.667
44.206 22.66
44.2 22.652
44.191 22.641
44.186 22.637
44.178 22.633
44.168 22.627
44.163 22.625
44.157 22.624
44.146 22.624
44.139 22.622
44.134 22.62
44.12 22.615
44.114 22.615
44.107 22.619
44.103 22.622
44.098 22.624
44.094 22.625
44.09 22.623
44.085 22.622
44.082 22.625
44.077 22.627
44.073 22.625
44.068 22.615
44.067 22.603
44.066 22.591
44.064 22.586
44.062 22.576
44.062 22.569
44.061 22.561
44.058 22.549
44.057 22.544
44.053 22.541
44.048 22.543
44.045 22.545
44.039 22.545
44.032 22.542
44.027 22.535
44.025 22.524
44.025 22.502
44.021 22.463
44.017 22.449
44.012 22.437
44.012 22.433
44.01 22.426
43.999 22.42
43.991 22.419
43.987 22.422
43.982 22.425
43.977 22.423
43.967 22.419
43.957 22.417
43.951 22.418
43.946 22.414
43.943 22.409
43.939 22.405
43.931 22.403
43.922 22.404
43.911 22.403
43.904 22.402
43.899 22.402
43.889 22.4
43.876 22.397
43.864 22.394
43.852 22.391
43.847 22.388
43.841 22.384
43.836 22.377
43.831 22.374
43.822 22.371
43.811 22.373
43.804 22.376
43.796 22.381
43.788 22.387
43.782 22.39
43.778 22.394
43.774 22.4
43.771 22.405
43.768 22.408
43.762 22.409
43.751 22.408
43.739 22.409
43.73 22.41
43.712 22.416
43.705 22.418
43.697 22.423
43.687 22.436
43.677 22.452
43.669 22.466
43.663 22.48
43.659 22.488
43.655 22.498
43.649 22.502
43.642 22.501
43.635 22.496
43.629 22.496
43.623 22.498
43.618 22.501
43.61 22.502
43.594 22.501
43.581 22.501
43.572 22.501
43.565 22.503
43.558 22.508
43.55 22.51
43.538 22.511
43.532 22.514
43.52 22.523
43.509 22.53
43.5 22.533
43.49 22.539
43.481 22.545
43.474 22.549
43.471 22.557
43.468 22.565
43.469 22.575
43.468 22.585
43.465 22.592
43.458 22.596
43.45 22.6
43.446 22.603
43.44 22.612
43.437 22.624
43.436 22.636
43.437 22.653
43.435 22.662
43.431 22.669
43.424 22.672
43.416 22.674
43.41 22.678
43.405 22.68
43.402 22.684
43.4 22.694
43.4 22.706
43.402 22.717
43.401 22.725
43.398 22.735
43.392 22.752
43.386 22.768
43.38 22.776
43.372 22.781
43.364 22.788
43.357 22.797
43.349 22.804
43.344 22.813
43.339 22.826
43.337 22.834
43.33 22.836
43.323 22.837
43.318 22.842
43.31 22.845
43.304 22.85
43.298 22.852
43.291 22.855
43.285 22.858
43.282 22.863
43.279 22.868
43.274 22.872
43.267 22.876
43.259 22.88
43.255 22.886
43.252 22.89
43.248 22.893
43.242 22.898
43.235 22.903
43.228 22.913
43.223 22.923
43.217 22.938
43.216 22.943
43.212 22.947
43.209 22.95
43.209 22.957
43.211 22.96
43.213 22.963
43.213 22.967
43.213 22.979
43.209 22.986
43.208 22.993
43.206 22.998
43.204 23.004
43.201 23.006
43.194 23.007
43.189 23.006
43.183 23.003
43.178 23.003
43.17 23.003
43.159 23.002
43.146 22.999
43.139 22.997
43.133 22.993
43.125 22.989
43.118 22.988
43.109 22.982
43.101 22.975
43.096 22.971
43.092 22.962
43.09 22.948
43.089 22.942
43.086 22.936
43.08 22.932
43.069 22.927
43.063 22.924
43.055 22.919
43.051 22.916
43.047 22.913
43.041 22.911
43.037 22.908
43.034 22.906
43.032 22.9
43.028 22.891
43.027 22.886
43.023 22.877
43.019 22.873
43.011 22.866
43.008 22.857
43.005 22.847
43.003 22.833
43.001 22.822
42.997 22.813
42.992 22.802
42.987 22.797
42.982 22.796
42.974 22.797
42.97 22.797
42.963 22.796
42.958 22.792
42.955 22.788
42.952 22.786
42.947 22.787
42.943 22.787
42.936 22.787
42.93 22.782
42.926 22.777
42.923 22.773
42.918 22.767
42.913 22.764
42.908 22.763
42.903 22.759
42.9 22.755
42.897 22.748
42.896 22.739
42.896 22.731
42.896 22.726
42.892 22.718
42.891 22.715
42.892 22.708
42.893 22.704
42.889 22.7
42.884 22.698
42.88 22.695
42.878 22.688
42.878 22.683
42.882 22.678
42.886 22.671
42.888 22.666
42.889 22.661
42.89 22.653
42.891 22.644
42.895 22.638
42.899 22.629
42.901 22.619
42.902 22.61
42.901 22.602
42.898 22.597
42.893 22.592
42.889 22.587
42.884 22.581
42.881 22.578
42.879 22.574
42.88 22.566
42.882 22.561
42.885 22.552
42.887 22.546
42.887 22.538
42.883 22.53
42.879 22.525
42.873 22.521
42.866 22.518
42.859 22.513
42.858 22.509
42.858 22.505
42.853 22.5
42.848 22.495
42.845 22.491
42.844 22.487
42.842 22.478
42.84 22.471
42.837 22.467
42.835 22.462
42.835 22.456
42.832 22.45
42.829 22.449
42.821 22.45
42.817 22.452
42.809 22.457
42.803 22.464
42.797 22.468
42.789 22.469
42.784 22.471
42.781 22.479
42.778 22.484
42.774 22.487
42.77 22.489
42.765 22.491
42.761 22.495
42.758 22.502
42.756 22.505
42.753 22.508
42.746 22.508
42.739 22.504
42.731 22.498
42.724 22.491
42.72 22.487
42.715 22.482
42.712 22.482
42.707 22.481
42.704 22.48
42.703 22.477
42.703 22.474
42.702 22.471
42.7 22.469
42.698 22.47
42.695 22.474
42.692 22.478
42.69 22.481
42.685 22.483
42.677 22.48
42.668 22.474
42.664 22.472
42.662 22.47
42.659 22.466
42.659 22.465
42.656 22.466
42.654 22.469
42.651 22.471
42.648 22.473
42.644 22.471
42.637 22.468
42.629 22.466
42.624 22.466
42.618 22.468
42.615 22.469
42.612 22.465
42.608 22.46
42.602 22.454
42.597 22.45
42.591 22.45
42.587 22.45
42.58 22.453
42.578 22.457
42.577 22.464
42.575 22.474
42.571 22.482
42.567 22.487
42.561 22.491
42.558 22.496
42.557 22.5
42.553 22.505
42.549 22.51
42.544 22.515
42.541 22.522
42.536 22.53
42.532 22.537
42.527 22.542
42.524 22.546
42.522 22.551
42.52 22.555
42.518 22.558
42.513 22.559
42.506 22.561
42.5 22.563
42.493 22.565
42.487 22.569
42.483 22.568
42.478 22.564
42.474 22.559
42.47 22.554
42.462 22.548
42.455 22.544
42.448 22.544
42.442 22.541
42.437 22.542
42.435 22.545
42.431 22.546
42.427 22.544
42.422 22.537
42.417 22.532
42.41 22.531
42.407 22.529
42.405 22.524
42.402 22.512
42.402 22.499
42.399 22.492
42.393 22.489
42.385 22.486
42.382 22.482
42.378 22.476
42.374 22.472
42.367 22.471
42.354 22.472
42.347 22.472
42.341 22.469
42.339 22.464
42.335 22.454
42.334 22.447
42.333 22.442
42.337 22.436
42.34 22.428
42.341 22.422
42.339 22.415
42.335 22.407
42.333 22.401
42.331 22.397
42.33 22.384
42.328 22.377
42.326 22.372
42.322 22.372
42.319 22.374
42.316 22.379
42.314 22.388
42.31 22.393
42.306 22.396
42.302 22.401
42.299 22.407
42.298 22.41
42.297 22.41
42.29 22.413
42.285 22.415
42.281 22.419
42.277 22.423
42.273 22.429
42.27 22.436
42.266 22.442
42.262 22.446
42.257 22.448
42.252 22.451
42.246 22.455
42.243 22.462
42.24 22.465
42.233 22.469
42.223 22.472
42.216 22.475
42.212 22.476
42.207 22.481
42.205 22.485
42.204 22.49
42.203 22.501
42.202 22.507
42.2 22.51
42.195 22.512
42.187 22.514
42.178 22.516
42.171 22.519
42.167 22.525
42.159 22.53
42.153 22.534
42.146 22.547
42.136 22.564
42.129 22.575
42.123 22.582
42.117 22.594
42.113 22.601
42.107 22.611
42.104 22.619
42.102 22.625
42.102 22.633
42.1 22.642
42.096 22.648
42.091 22.657
42.086 22.665
42.08 22.671
42.077 22.678
42.075 22.682
42.074 22.687
42.073 22.692
42.072 22.7
42.068 22.707
42.069 22.711
42.072 22.715
42.075 22.717
42.074 22.723
42.07 22.73
42.063 22.738
42.057 22.742
42.053 22.743
42.05 22.743
42.049 22.746
42.049 22.75
42.051 22.752
42.053 22.754
42.051 22.762
42.046 22.778
42.044 22.782
42.043 22.787
42.045 22.793
42.05 22.799
42.051 22.806
42.05 22.811
42.043 22.818
42.037 22.822
42.032 22.828
42.027 22.836
42.026 22.844
42.025 22.852
42.027 22.856
42.029 22.859
42.029 22.862
42.028 22.868
42.027 22.874
42.027 22.876
42.027 22.878
42.023 22.878
42.019 22.876
42.015 22.874
42.011 22.874
42.007 22.878
42.003 22.879
41.995 22.882
41.985 22.885
41.978 22.885
41.971 22.883
41.967 22.882
41.963 22.881
41.959 22.881
41.95 22.885
41.946 22.884
41.942 22.883
41.937 22.886
41.931 22.891
41.925 22.898
41.919 22.903
41.913 22.905
41.903 22.905
41.894 22.906
41.887 22.911
41.882 22.919
41.876 22.926
41.863 22.934
41.854 22.94
41.846 22.945
41.84 22.946
41.827 22.949
41.817 22.955
41.809 22.96
41.805 22.964
41.801 22.969
41.798 22.971
41.79 22.97
41.783 22.972
41.779 22.977
41.777 22.987
41.778 22.996
41.778 23.006
41.775 23.015
41.769 23.021
41.761 23.025
41.751 23.031
41.744 23.034
41.738 23.036
41.731 23.038
41.723 23.037
41.717 23.034
41.712 23.03
41.705 23.025
41.7 23.019
41.695 23.016
41.69 23.012
41.686 23.008
41.681 23.003
41.676 22.996
41.671 22.993
41.666 22.992
41.661 22.993
41.656 22.993
41.654 22.989
41.654 22.98
41.653 22.973
41.653 22.968
41.648 22.962
41.644 22.96
41.637 22.959
41.633 22.962
41.628 22.964
41.623 22.962
41.614 22.96
41.607 22.96
41.6 22.963
41.591 22.969
41.583 22.976
41.573 22.979
41.562 22.98
41.555 22.982
41.553 22.979
41.545 22.974
41.541 22.973
41.535 22.976
41.527 22.979
41.517 22.979
41.51 22.973
41.506 22.966
41.502 22.964
41.489 22.965
41.478 22.968
41.47 22.971
41.463 22.979
41.457 22.982
41.452 22.984
41.441 22.98
41.434 22.975
41.429 22.969
41.425 22.963
41.421 22.964
41.415 22.97
41.409 22.975
41.405 22.977
41.398 22.974
41.389 22.971
41.382 22.972
41.377 22.976
41.37 22.98
41.366 22.979
41.362 22.977
41.36 22.972
41.359 22.965
41.356 22.955
41.353 22.951
41.346 22.949
41.346 22.938
41.344 22.914
41.344 22.904
41.345 22.896
41.347 22.891
41.347 22.882
41.346 22.873
41.344 22.859
41.341 22.847
41.342 22.837
41.347 22.827
41.346 22.821
41.345 22.814
41.342 22.809
41.337 22.801
41.335 22.796
41.333 22.789
41.33 22.776
41.326 22.771
41.321 22.767
41.315 22.766
41.309 22.768
41.301 22.771
41.294 22.771
41.287 22.768
41.274 22.768
41.262 22.767
41.25 22.766
41.237 22.764
41.218 22.762
41.201 22.76
41.186 22.758
41.173 22.756
41.162 22.75
41.156 22.745
41.153 22.738
41.149 22.727
41.149 22.718
41.153 22.71
41.162 22.706
41.166 22.701
41.17 22.692
41.174 22.689
41.179 22.686
41.184 22.681
41.187 22.678
41.188 22.674
41.188 22.665
41.186 22.657
41.182 22.653
41.173 22.652
41.165 22.649
41.155 22.643
41.145 22.634
41.135 22.62
41.13 22.61
41.127 22.604
41.126 22.596
41.125 22.591
41.13 22.583
41.135 22.573
41.136 22.564
41.137 22.554
41.136 22.541
41.132 22.526
41.13 22.513
41.128 22.501
41.123 22.488
41.122 22.481
41.122 22.476
41.123 22.471
41.124 22.464
41.123 22.458
41.123 22.454
41.126 22.442
41.128 22.428
41.132 22.42
41.138 22.416
41.142 22.414
41.143 22.411
41.143 22.408
41.141 22.405
41.14 22.401
41.139 22.398
41.142 22.39
41.143 22.383
41.142 22.377
41.14 22.374
41.141 22.371
41.141 22.364
41.14 22.36
41.139 22.358
41.137 22.356
41.137 22.353
41.138 22.348
41.141 22.341
41.144 22.336
41.149 22.334
41.154 22.331
41.155 22.328
41.154 22.324
41.152 22.321
41.153 22.313
41.158 22.303
41.162 22.295
41.165 22.288
41.169 22.282
41.171 22.276
41.171 22.27
41.169 22.264
41.168 22.252
41.168 22.247
41.171 22.24
41.172 22.235
41.172 22.229
41.17 22.217
41.166 22.204
41.165 22.194
41.162 22.186
41.16 22.181
41.156 22.179
41.152 22.176
41.145 22.17
41.138 22.163
41.136 22.158
41.129 22.149
41.128 22.142
41.129 22.135
41.132 22.13
41.136 22.124
41.14 22.12
41.14 22.115
41.139 22.107
41.141 22.1
41.145 22.097
41.153 22.092
41.158 22.087
41.162 22.083
41.164 22.081
41.166 22.078
41.165 22.075
41.164 22.072
41.161 22.071
41.158 22.071
41.153 22.068
41.15 22.065
41.148 22.059
41.147 22.052
41.144 22.045
41.14 22.038
41.137 22.028
41.136 22.017
41.134 22.006
41.132 21.999
41.129 21.989
41.122 21.971
41.119 21.964
41.114 21.959
41.111 21.953
41.109 21.946
41.106 21.939
41.101 21.935
41.098 21.93
41.096 21.925
41.092 21.921
41.083 21.918
41.079 21.918
41.07 21.919
41.062 21.921
41.057 21.921
41.052 21.918
41.049 21.913
41.047 21.905
41.046 21.897
41.041 21.893
41.036 21.896
41.031 21.895
41.027 21.894
41.027 21.888
41.026 21.88
41.023 21.873
41.018 21.866
41.013 21.862
41.008 21.859
41.004 21.855
41 21.852
40.997 21.845
40.993 21.834
40.989 21.826
40.987 21.821
40.983 21.817
40.978 21.812
40.974 21.812
40.971 21.814
40.967 21.815
40.961 21.816
40.957 21.816
40.953 21.814
40.948 21.807
40.944 21.805
40.942 21.804
40.939 21.802
40.936 21.798
40.936 21.787
40.935 21.78
40.934 21.771
40.936 21.764
40.939 21.753
40.94 21.744
40.943 21.736
40.946 21.726
40.948 21.72
40.948 21.711
40.945 21.703
40.94 21.692
40.938 21.69
40.933 21.684
40.929 21.681
40.925 21.682
40.919 21.684
40.914 21.683
40.911 21.68
40.908 21.671
40.908 21.666
40.906 21.653
40.901 21.646
40.897 21.643
40.894 21.641
40.891 21.635
40.891 21.628
40.89 21.621
40.887 21.618
40.883 21.614
40.878 21.61
40.876 21.606
40.875 21.599
40.875 21.592
40.875 21.584
40.878 21.577
40.882 21.571
40.887 21.566
40.896 21.558
40.906 21.552
40.911 21.547
40.913 21.54
40.915 21.533
40.916 21.506
40.917 21.5
40.917 21.496
40.915 21.491
40.914 21.485
40.914 21.477
40.916 21.469
40.921 21.462
40.924 21.452
40.923 21.44
40.921 21.43
40.915 21.418
40.908 21.407
40.897 21.392
40.886 21.376
40.879 21.361
40.877 21.349
40.875 21.335
40.872 21.322
40.87 21.311
40.867 21.288
40.867 21.285
40.866 21.277
40.868 21.27
40.871 21.262
40.875 21.258
40.881 21.25
40.883 21.244
40.883 21.24
40.884 21.233
40.886 21.229
40.889 21.226
40.889 21.22
40.887 21.217
40.884 21.213
40.881 21.207
40.881 21.202
40.879 21.195
40.879 21.192
40.876 21.189
40.873 21.188
40.87 21.186
40.867 21.182
40.864 21.175
40.862 21.167
40.86 21.157
40.862 21.144
40.861 21.123
40.862 21.1
40.863 21.088
40.861 21.078
40.862 21.055
40.861 21.04
40.862 21.025
40.861 21.008
40.862 21
40.883 20.998
40.898 20.996
40.904 20.994
40.91 20.989
40.914 20.981
40.916 20.976
40.921 20.971
40.924 20.967
40.926 20.964
40.926 20.958
40.928 20.951
40.929 20.942
40.928 20.937
40.925 20.929
40.922 20.92
40.923 20.908
40.925 20.901
40.928 20.892
40.932 20.88
40.933 20.875
40.931 20.87
40.93 20.864
40.927 20.856
40.924 20.852
40.92 20.846
40.914 20.837
40.912 20.829
40.911 20.816
40.909 20.796
40.908 20.779
40.909 20.767
40.911 20.76
40.915 20.751
40.92 20.746
40.93 20.743
40.939 20.738
40.955 20.732
40.974 20.725
40.998 20.716
41.018 20.709
41.038 20.701
41.059 20.694
41.074 20.687
41.081 20.682
41.087 20.678
41.089 20.67
41.092 20.649
41.096 20.621
41.099 20.609
41.103 20.605
41.113 20.598
41.123 20.597
41.128 20.599
41.131 20.602
41.134 20.607
41.14 20.605
41.156 20.597
41.168 20.589
41.177 20.581
41.187 20.574
41.195 20.57
41.199 20.567
41.199 20.558
41.202 20.552
41.206 20.548
41.214 20.545
41.225 20.538
41.235 20.533
41.245 20.531
41.252 20.529
41.258 20.53
41.264 20.525
41.273 20.521
41.285 20.524
41.294 20.521
41.314 20.514
41.33 20.509
41.335 20.504
41.346 20.504
41.353 20.508
41.353 20.511
41.348 20.517
41.346 20.522
41.346 20.529
41.349 20.534
41.357 20.54
41.361 20.541
41.366 20.549
41.375 20.552
41.378 20.556
41.389 20.561
41.402 20.564
41.411 20.566
41.416 20.572
41.421 20.568
41.429 20.558
41.437 20.551
41.443 20.539
41.445 20.533
41.449 20.524
41.463 20.52
41.48 20.514
41.492 20.509
41.495 20.516
41.501 20.515
41.504 20.511
41.503 20.504
41.505 20.49
41.512 20.482
41.519 20.481
41.523 20.47
41.532 20.465
41.539 20.472
41.558 20.48
41.564 20.485
41.564 20.499
41.569 20.512
41.573 20.529
41.576 20.542
41.584 20.557
41.591 20.569
41.599 20.568
41.618 20.561
41.635 20.549
41.643 20.542
41.645 20.539
41.65 20.537
41.656 20.539
41.661 20.538
41.667 20.535
41.67 20.533
41.675 20.534
41.68 20.535
41.687 20.536
41.694 20.539
41.703 20.539
41.712 20.537
41.72 20.533
41.726 20.53
41.739 20.528
41.75 20.529
41.759 20.533
41.765 20.538
41.774 20.543
41.782 20.545
41.788 20.552
41.791 20.561
41.793 20.574
41.794 20.582
41.803 20.583
41.809 20.582
41.811 20.579
41.815 20.577
41.822 20.574
41.832 20.571
41.845 20.572
41.858 20.572
41.873 20.573
41.877 20.576
41.881 20.586
41.883 20.596
41.886 20.6
41.892 20.603
41.9 20.599
41.909 20.594
41.914 20.592
41.918 20.592
41.923 20.594
41.93 20.6
41.934 20.608
41.937 20.619
41.942 20.627
41.953 20.633
41.959 20.635
41.968 20.638
41.975 20.637
41.983 20.631
41.985 20.628
41.991 20.625
41.996 20.623
42.002 20.62
42.011 20.617
42.02 20.612
42.027 20.607
42.036 20.603
42.047 20.603
42.053 20.599
42.056 20.593
42.067 20.579
42.072 20.573
42.08 20.568
42.087 20.569
42.093 20.571
42.102 20.571
42.109 20.569
42.117 20.569
42.126 20.572
42.137 20.57
42.145 20.567
42.16 20.556
42.174 20.545
42.184 20.541
42.196 20.538
42.21 20.534
42.219 20.527
42.231 20.516
42.245 20.502
42.255 20.49
42.263 20.48
42.272 20.468
42.279 20.453
42.286 20.435
42.289 20.422
42.289 20.417
42.293 20.409
42.299 20.402
42.304 20.398
42.307 20.391
42.312 20.371
42.315 20.363
42.32 20.359
42.328 20.354
42.332 20.344
42.331 20.336
42.328 20.328
42.325 20.322
42.32 20.315
42.318 20.311
42.319 20.307
42.323 20.307
42.326 20.308
42.328 20.304
42.329 20.296
42.327 20.287
42.324 20.271
42.328 20.261
42.334 20.254
42.341 20.251
42.353 20.249
42.36 20.25
42.368 20.252
42.377 20.251
42.387 20.245
42.395 20.235
42.401 20.227
42.407 20.222
42.412 20.221
42.416 20.223
42.424 20.234
42.431 20.234
42.44 20.229
42.445 20.219
42.45 20.211
42.456 20.204
42.46 20.201
42.466 20.203
42.473 20.206
42.477 20.202
42.48 20.195
42.483 20.191
42.487 20.19
42.494 20.188
42.497 20.185
42.5 20.18
42.504 20.177
42.511 20.177
42.517 20.169
42.525 20.144
42.535 20.123
42.54 20.113
42.551 20.101
42.561 20.093
42.565 20.08
42.566 20.068
42.564 20.062
42.56 20.056
42.556 20.048
42.551 20.034
42.544 20.024
42.541 20.02
42.534 20.018
42.523 20.014
42.517 20.008
42.518 20
42.518 19.998
42.521 19.988
42.521 19.983
42.519 19.978
42.516 19.967
42.518 19.96
42.522 19.952
42.525 19.947
42.523 19.94
42.513 19.916
42.508 19.908
42.503 19.906
42.498 19.906
42.494 19.905
42.491 19.9
42.495 19.896
42.5 19.891
42.5 19.884
42.499 19.882
42.495 19.88
42.492 19.88
42.489 19.878
42.487 19.868
42.487 19.864
42.486 19.862
42.485 19.856
42.483 19.85
42.481 19.845
42.478 19.844
42.474 19.842
42.473 19.836
42.475 19.83
42.482 19.815
42.488 19.801
42.496 19.794
42.502 19.789
42.504 19.784
42.508 19.777
42.513 19.773
42.516 19.772
42.525 19.77
42.532 19.764
42.54 19.76
42.544 19.758
42.551 19.756
42.555 19.753
42.558 19.755
42.563 19.757
42.572 19.764
42.577 19.761
42.58 19.761
42.584 19.76
42.588 19.763
42.592 19.771
42.593 19.779
42.593 19.783
42.596 19.783
42.603 19.779
42.61 19.772
42.625 19.764
42.63 19.759
42.634 19.758
42.638 19.761
42.641 19.762
42.644 19.763
42.647 19.763
42.648 19.758
42.648 19.752
42.653 19.747
42.657 19.745
42.663 19.739
42.666 19.733
42.665 19.726
42.664 19.717
42.661 19.711
42.654 19.711
42.651 19.705
42.647 19.697
42.64 19.692
42.637 19.689
42.636 19.684
42.636 19.678
42.629 19.667
42.617 19.655
42.595 19.633
42.584 19.623
42.576 19.617
42.572 19.618
42.569 19.62
42.563 19.625
42.558 19.628
42.554 19.63
42.546 19.622
42.539 19.614
42.528 19.593
42.525 19.58
42.52 19.573
42.512 19.57
42.503 19.568
42.495 19.563
42.489 19.556
42.485 19.553
42.474 19.549
42.464 19.54
42.459 19.532
42.456 19.528
42.449 19.528
42.447 19.524
42.445 19.52
42.44 19.511
42.435 19.508
42.424 19.5
42.413 19.495
42.406 19.489
42.399 19.482
42.395 19.475
42.393 19.469
42.389 19.457
42.385 19.446
42.38 19.441
42.377 19.439
42.368 19.431
42.357 19.427
42.349 19.424
42.341 19.425
42.335 19.426
42.328 19.427
42.32 19.423
42.307 19.406
42.3 19.397
42.295 19.39
42.291 19.388
42.283 19.385
42.276 19.382
42.27 19.376
42.264 19.368
42.258 19.362
42.252 19.36
42.247 19.36
42.241 19.358
42.234 19.349
42.182 19.294
42.156 19.331
42.144 19.351
42.108 19.409
42.104 19.41
42.1 19.407
42.096 19.405
42.091 19.404
42.086 19.399
42.083 19.395
42.075 19.39
42.068 19.388
42.061 19.387
42.055 19.387
42.049 19.386
42.044 19.384
42.035 19.379
42.027 19.377
42.022 19.379
42.014 19.384
42.006 19.39
42 19.394
41.997 19.389
41.994 19.387
41.987 19.387
41.978 19.385
41.972 19.386
41.969 19.392
41.965 19.394
41.962 19.391
41.961 19.388
41.96 19.369
41.958 19.363
41.955 19.361
41.942 19.359
41.937 19.363
41.933 19.371
41.931 19.375
41.926 19.379
41.919 19.377
41.916 19.372
41.914 19.357
41.91 19.351
41.907 19.351
41.903 19.355
41.902 19.364
41.898 19.372
41.89 19.376
41.887 19.386
41.884 19.388
41.88 19.384
41.878 19.384
41.875 19.381
41.873 19.38
41.867 19.381
41.864 19.381
41.86 19.38
41.856 19.379
41.853 19.378
41.85 19.377
41.851 19.373
41.855 19.371
41.859 19.364
41.865 19.352
41.869 19.349
41.892 19.313
41.91 19.244
41.906 19.243
41.917 19.221
41.926 19.202
41.932 19.186
41.937 19.177
41.944 19.165
41.951 19.156
41.952 19.157
41.953 19.17
41.956 19.169
41.961 19.165
41.969 19.151
41.974 19.147
41.979 19.149
41.981 19.15
41.982 19.157
41.984 19.159
41.987 19.157
41.991 19.151
41.997 19.154
42.002 19.153
42.009 19.159
42.012 19.157
42.015 19.152
42.022 19.158
42.025 19.157
42.026 19.151
42.03 19.149
42.039 19.152
42.042 19.15
42.048 19.142
42.058 19.128
42.064 19.112
42.077 19.092
42.084 19.082
42.087 19.081
42.088 19.086
42.085 19.092
42.086 19.096
42.089 19.101
42.097 19.101
42.103 19.099
42.11 19.093
42.115 19.084
42.119 19.074
42.126 19.073
42.133 19.068
42.136 19.061
42.133 19.048
42.136 19.04
42.135 19.036
42.139 19.034
42.138 19.028
42.133 19.021
42.137 19.016
42.149 19.012
42.156 19.011
42.152 19
42.157 18.992
42.158 18.986
42.165 18.978
42.168 18.97
42.175 18.966
42.177 18.966
42.182 18.967
42.186 18.966
42.189 18.96
42.19 18.951
42.196 18.949
42.201 18.938
42.2 18.931
42.216 18.906
42.229 18.902
42.232 18.895
42.235 18.893
42.241 18.896
42.248 18.895
42.254 18.892
42.263 18.892
42.268 18.888
42.273 18.883
42.277 18.868
42.275 18.858
42.28 18.855
42.28 18.85
42.279 18.839
42.272 18.83
42.273 18.825
42.282 18.817
42.283 18.81
42.279 18.804
42.273 18.806
42.271 18.805
42.271 18.8
42.28 18.791
42.279 18.787
42.272 18.789
42.268 18.785
42.267 18.777
42.268 18.776
42.28 18.761
42.283 18.759
42.285 18.752
42.292 18.748
42.3 18.739
42.302 18.735
42.303 18.729
42.307 18.728
42.313 18.718
42.319 18.715
42.322 18.71
42.327 18.708
42.327 18.713
42.331 18.716
42.333 18.708
42.339 18.708
42.345 18.703
42.345 18.693
42.348 18.691
42.352 18.693
42.355 18.691
42.357 18.689
42.359 18.691
42.359 18.694
42.355 18.703
42.357 18.705
42.37 18.696
42.373 18.69
42.387 18.685
42.384 18.681
42.386 18.661
42.385 18.656
42.38 18.653
42.373 18.657
42.364 18.65
42.365 18.646
42.369 18.641
42.369 18.633
42.365 18.632
42.363 18.629
42.365 18.623
42.367 18.618
42.365 18.613
42.366 18.608
42.371 18.604
42.372 18.597
42.376 18.596
42.377 18.591
42.383 18.588
42.384 18.585
42.387 18.582
42.388 18.574
42.392 18.57
42.395 18.576
42.398 18.575
42.4 18.579
42.401 18.578
