So Emerson-Copper Mtn
mag	mean	min	max
5.0	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.1	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.2	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.3	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.3999999999999995	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.5	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.6	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.699999999999999	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.8	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
5.8999999999999995	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.0	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.1	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.199999999999999	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.3	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.3999999999999995	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.5	4.9115801475297E-4	3.46125990314843E-4	6.294087618262094E-4
6.6	4.23507695406077E-4	3.1385673527010787E-4	5.297755553101002E-4
6.699999999999999	3.5688704551598856E-4	2.7743318780837367E-4	4.429500317707124E-4
6.799999999999999	2.784143970249569E-4	2.3712298134505265E-4	3.2100388630263885E-4
6.8999999999999995	1.7831189777854506E-4	1.5214918678433466E-4	2.1120188783912598E-4
6.999999999999999	1.0470025740742854E-4	5.845354784650482E-5	1.554835431500746E-4
7.1	4.396084649100066E-5	1.1666462958932466E-5	7.625523002306893E-5
7.199999999999999	1.4648085970430891E-5	0.0	2.9296171940861856E-5
7.299999999999999	2.9235411483045374E-6	0.0	5.847082296609086E-6
7.399999999999999	0.0	0.0	0.0
7.499999999999999	0.0	0.0	0.0
7.6	0.0	0.0	0.0
7.699999999999999	0.0	0.0	0.0
7.799999999999999	0.0	0.0	0.0
7.899999999999999	0.0	0.0	0.0
7.999999999999999	0.0	0.0	0.0
8.099999999999998	0.0	0.0	0.0
8.2	0.0	0.0	0.0
8.299999999999999	0.0	0.0	0.0
8.399999999999999	0.0	0.0	0.0
8.499999999999998	0.0	0.0	0.0
8.599999999999998	0.0	0.0	0.0
8.7	0.0	0.0	0.0
8.799999999999999	0.0	0.0	0.0
8.899999999999999	0.0	0.0	0.0
