San Jacinto (Clark) rev
mag	mean	min	max
5.0	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.1	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.2	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.3	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.3999999999999995	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.5	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.6	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.699999999999999	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.8	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
5.8999999999999995	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.0	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.1	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.199999999999999	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.3	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.3999999999999995	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.5	0.0043188980980085135	0.0012685393079585792	0.009716394134003738
6.6	0.0042917977031839746	0.0012685393079585792	0.009716394134003738
6.699999999999999	0.004263602890594914	0.0012665768475065026	0.009716394134003738
6.799999999999999	0.004233093691766698	0.0012568389615235452	0.009716394134003738
6.8999999999999995	0.004198124973735526	0.0012327101980166761	0.009716394134003738
6.999999999999999	0.004158176539891643	0.0012028555429289976	0.009716394134003738
7.1	0.00411580843176049	0.0011844098209186271	0.009716394134003738
7.199999999999999	0.004073667477427281	0.0011787188565020236	0.009716394134003738
7.299999999999999	0.0038866623511042706	0.001141672327492386	0.00941563995146025
7.399999999999999	0.0033304710496093086	0.0010185234937031252	0.008221197246416274
7.499999999999999	0.0023531807510263907	8.018488884510671E-4	0.0057957836314890725
7.6	0.0013713320307693567	4.908233542287987E-4	0.003241860708510284
7.699999999999999	6.831210794199395E-4	0.0	0.0017037187802904426
7.799999999999999	2.946148457594331E-4	0.0	8.781307822976603E-4
7.899999999999999	8.41310291864806E-5	0.0	2.984137155349796E-4
7.999999999999999	1.0202940942664439E-5	0.0	5.2288790964155106E-5
8.099999999999998	0.0	0.0	0.0
8.2	0.0	0.0	0.0
8.299999999999999	0.0	0.0	0.0
8.399999999999999	0.0	0.0	0.0
8.499999999999998	0.0	0.0	0.0
8.599999999999998	0.0	0.0	0.0
8.7	0.0	0.0	0.0
8.799999999999999	0.0	0.0	0.0
8.899999999999999	0.0	0.0	0.0
