        rjb        rcd      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50
  1.000E+00  5.099E+00  6.821E+02  3.419E+02  1.361E+03  2.335E+03  1.170E+03  4.659E+03  6.953E-01  3.485E-01  1.387E+00  2.380E+00  1.193E+00  4.749E+00
  1.030E+00  5.105E+00  6.812E+02  3.414E+02  1.359E+03  2.334E+03  1.170E+03  4.656E+03  6.944E-01  3.480E-01  1.386E+00  2.379E+00  1.192E+00  4.746E+00
  1.062E+00  5.111E+00  6.803E+02  3.409E+02  1.357E+03  2.332E+03  1.169E+03  4.653E+03  6.934E-01  3.475E-01  1.384E+00  2.377E+00  1.191E+00  4.743E+00
  1.094E+00  5.118E+00  6.793E+02  3.404E+02  1.355E+03  2.330E+03  1.168E+03  4.649E+03  6.924E-01  3.470E-01  1.382E+00  2.375E+00  1.190E+00  4.739E+00
  1.127E+00  5.126E+00  6.782E+02  3.399E+02  1.353E+03  2.328E+03  1.167E+03  4.645E+03  6.914E-01  3.465E-01  1.379E+00  2.373E+00  1.189E+00  4.735E+00
  1.162E+00  5.133E+00  6.771E+02  3.394E+02  1.351E+03  2.326E+03  1.166E+03  4.641E+03  6.902E-01  3.459E-01  1.377E+00  2.371E+00  1.188E+00  4.731E+00
  1.197E+00  5.141E+00  6.759E+02  3.388E+02  1.349E+03  2.324E+03  1.165E+03  4.637E+03  6.890E-01  3.453E-01  1.375E+00  2.369E+00  1.187E+00  4.727E+00
  1.233E+00  5.150E+00  6.747E+02  3.381E+02  1.346E+03  2.322E+03  1.164E+03  4.633E+03  6.877E-01  3.447E-01  1.372E+00  2.367E+00  1.186E+00  4.722E+00
  1.271E+00  5.159E+00  6.734E+02  3.375E+02  1.344E+03  2.320E+03  1.163E+03  4.628E+03  6.864E-01  3.440E-01  1.370E+00  2.364E+00  1.185E+00  4.718E+00
  1.309E+00  5.169E+00  6.720E+02  3.368E+02  1.341E+03  2.317E+03  1.161E+03  4.623E+03  6.850E-01  3.433E-01  1.367E+00  2.362E+00  1.184E+00  4.713E+00
  1.349E+00  5.179E+00  6.705E+02  3.361E+02  1.338E+03  2.314E+03  1.160E+03  4.618E+03  6.835E-01  3.426E-01  1.364E+00  2.359E+00  1.182E+00  4.707E+00
  1.390E+00  5.190E+00  6.690E+02  3.353E+02  1.335E+03  2.312E+03  1.159E+03  4.612E+03  6.819E-01  3.418E-01  1.361E+00  2.356E+00  1.181E+00  4.702E+00
  1.433E+00  5.201E+00  6.673E+02  3.345E+02  1.332E+03  2.309E+03  1.157E+03  4.606E+03  6.803E-01  3.409E-01  1.357E+00  2.353E+00  1.180E+00  4.696E+00
  1.476E+00  5.213E+00  6.656E+02  3.336E+02  1.328E+03  2.306E+03  1.156E+03  4.600E+03  6.785E-01  3.401E-01  1.354E+00  2.350E+00  1.178E+00  4.689E+00
  1.521E+00  5.226E+00  6.638E+02  3.327E+02  1.324E+03  2.302E+03  1.154E+03  4.594E+03  6.767E-01  3.391E-01  1.350E+00  2.347E+00  1.176E+00  4.683E+00
  1.567E+00  5.240E+00  6.619E+02  3.317E+02  1.321E+03  2.299E+03  1.152E+03  4.587E+03  6.747E-01  3.382E-01  1.346E+00  2.343E+00  1.174E+00  4.676E+00
  1.615E+00  5.254E+00  6.599E+02  3.307E+02  1.317E+03  2.295E+03  1.150E+03  4.580E+03  6.727E-01  3.371E-01  1.342E+00  2.340E+00  1.173E+00  4.668E+00
  1.664E+00  5.270E+00  6.578E+02  3.297E+02  1.312E+03  2.291E+03  1.148E+03  4.572E+03  6.705E-01  3.360E-01  1.338E+00  2.336E+00  1.171E+00  4.661E+00
  1.715E+00  5.286E+00  6.555E+02  3.285E+02  1.308E+03  2.287E+03  1.146E+03  4.564E+03  6.682E-01  3.349E-01  1.333E+00  2.332E+00  1.169E+00  4.652E+00
  1.767E+00  5.303E+00  6.532E+02  3.274E+02  1.303E+03  2.283E+03  1.144E+03  4.556E+03  6.658E-01  3.337E-01  1.329E+00  2.327E+00  1.166E+00  4.644E+00
  1.821E+00  5.321E+00  6.507E+02  3.261E+02  1.298E+03  2.279E+03  1.142E+03  4.547E+03  6.633E-01  3.325E-01  1.324E+00  2.323E+00  1.164E+00  4.635E+00
  1.876E+00  5.340E+00  6.482E+02  3.248E+02  1.293E+03  2.274E+03  1.140E+03  4.537E+03  6.607E-01  3.311E-01  1.318E+00  2.318E+00  1.162E+00  4.625E+00
  1.933E+00  5.361E+00  6.454E+02  3.235E+02  1.288E+03  2.269E+03  1.137E+03  4.527E+03  6.579E-01  3.298E-01  1.313E+00  2.313E+00  1.159E+00  4.615E+00
  1.992E+00  5.382E+00  6.426E+02  3.221E+02  1.282E+03  2.264E+03  1.135E+03  4.517E+03  6.550E-01  3.283E-01  1.307E+00  2.308E+00  1.157E+00  4.604E+00
  2.052E+00  5.405E+00  6.396E+02  3.206E+02  1.276E+03  2.258E+03  1.132E+03  4.506E+03  6.520E-01  3.268E-01  1.301E+00  2.302E+00  1.154E+00  4.593E+00
  2.115E+00  5.429E+00  6.365E+02  3.190E+02  1.270E+03  2.253E+03  1.129E+03  4.495E+03  6.488E-01  3.252E-01  1.295E+00  2.296E+00  1.151E+00  4.582E+00
  2.179E+00  5.454E+00  6.332E+02  3.174E+02  1.263E+03  2.247E+03  1.126E+03  4.483E+03  6.455E-01  3.235E-01  1.288E+00  2.290E+00  1.148E+00  4.569E+00
  2.245E+00  5.481E+00  6.298E+02  3.156E+02  1.257E+03  2.240E+03  1.123E+03  4.470E+03  6.420E-01  3.218E-01  1.281E+00  2.284E+00  1.145E+00  4.556E+00
  2.314E+00  5.509E+00  6.262E+02  3.139E+02  1.249E+03  2.234E+03  1.119E+03  4.457E+03  6.384E-01  3.199E-01  1.274E+00  2.277E+00  1.141E+00  4.543E+00
  2.384E+00  5.539E+00  6.225E+02  3.120E+02  1.242E+03  2.227E+03  1.116E+03  4.443E+03  6.345E-01  3.180E-01  1.266E+00  2.270E+00  1.138E+00  4.529E+00
  2.456E+00  5.571E+00  6.186E+02  3.100E+02  1.234E+03  2.219E+03  1.112E+03  4.428E+03  6.306E-01  3.160E-01  1.258E+00  2.262E+00  1.134E+00  4.514E+00
  2.531E+00  5.604E+00  6.145E+02  3.080E+02  1.226E+03  2.212E+03  1.109E+03  4.413E+03  6.264E-01  3.140E-01  1.250E+00  2.255E+00  1.130E+00  4.499E+00
  2.608E+00  5.639E+00  6.103E+02  3.059E+02  1.218E+03  2.204E+03  1.105E+03  4.397E+03  6.221E-01  3.118E-01  1.241E+00  2.247E+00  1.126E+00  4.483E+00
  2.687E+00  5.676E+00  6.059E+02  3.037E+02  1.209E+03  2.196E+03  1.100E+03  4.381E+03  6.176E-01  3.095E-01  1.232E+00  2.238E+00  1.122E+00  4.466E+00
  2.769E+00  5.716E+00  6.013E+02  3.014E+02  1.200E+03  2.187E+03  1.096E+03  4.364E+03  6.129E-01  3.072E-01  1.223E+00  2.229E+00  1.117E+00  4.448E+00
  2.853E+00  5.757E+00  5.965E+02  2.990E+02  1.190E+03  2.178E+03  1.092E+03  4.345E+03  6.081E-01  3.048E-01  1.213E+00  2.220E+00  1.113E+00  4.430E+00
  2.940E+00  5.800E+00  5.916E+02  2.965E+02  1.180E+03  2.168E+03  1.087E+03  4.327E+03  6.030E-01  3.022E-01  1.203E+00  2.210E+00  1.108E+00  4.411E+00
  3.030E+00  5.846E+00  5.865E+02  2.939E+02  1.170E+03  2.159E+03  1.082E+03  4.307E+03  5.978E-01  2.996E-01  1.193E+00  2.200E+00  1.103E+00  4.391E+00
  3.122E+00  5.894E+00  5.811E+02  2.913E+02  1.160E+03  2.148E+03  1.077E+03  4.287E+03  5.924E-01  2.969E-01  1.182E+00  2.190E+00  1.098E+00  4.370E+00
  3.217E+00  5.945E+00  5.757E+02  2.885E+02  1.149E+03  2.138E+03  1.071E+03  4.266E+03  5.868E-01  2.941E-01  1.171E+00  2.179E+00  1.092E+00  4.348E+00
  3.314E+00  5.999E+00  5.700E+02  2.857E+02  1.137E+03  2.127E+03  1.066E+03  4.244E+03  5.810E-01  2.912E-01  1.159E+00  2.168E+00  1.087E+00  4.326E+00
  3.415E+00  6.055E+00  5.641E+02  2.827E+02  1.126E+03  2.115E+03  1.060E+03  4.221E+03  5.750E-01  2.882E-01  1.147E+00  2.156E+00  1.081E+00  4.303E+00
  3.519E+00  6.114E+00  5.581E+02  2.797E+02  1.114E+03  2.104E+03  1.054E+03  4.197E+03  5.689E-01  2.851E-01  1.135E+00  2.144E+00  1.075E+00  4.279E+00
