        rjb        rcd      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50
  1.567E+00  5.240E+00  5.843E+01  2.929E+01  1.166E+02  3.660E+02  1.834E+02  7.303E+02  5.956E-02  2.985E-02  1.188E-01  3.731E-01  1.870E-01  7.445E-01
  1.615E+00  5.254E+00  5.824E+01  2.919E+01  1.162E+02  3.655E+02  1.832E+02  7.292E+02  5.937E-02  2.976E-02  1.185E-01  3.725E-01  1.867E-01  7.433E-01
  1.664E+00  5.270E+00  5.804E+01  2.909E+01  1.158E+02  3.649E+02  1.829E+02  7.280E+02  5.917E-02  2.965E-02  1.181E-01  3.719E-01  1.864E-01  7.421E-01
  1.715E+00  5.286E+00  5.783E+01  2.898E+01  1.154E+02  3.642E+02  1.825E+02  7.267E+02  5.895E-02  2.955E-02  1.176E-01  3.713E-01  1.861E-01  7.408E-01
  1.767E+00  5.303E+00  5.761E+01  2.887E+01  1.149E+02  3.636E+02  1.822E+02  7.254E+02  5.872E-02  2.943E-02  1.172E-01  3.706E-01  1.857E-01  7.395E-01
  1.821E+00  5.321E+00  5.738E+01  2.876E+01  1.145E+02  3.629E+02  1.819E+02  7.240E+02  5.849E-02  2.931E-02  1.167E-01  3.699E-01  1.854E-01  7.381E-01
  1.876E+00  5.340E+00  5.713E+01  2.863E+01  1.140E+02  3.621E+02  1.815E+02  7.226E+02  5.824E-02  2.919E-02  1.162E-01  3.692E-01  1.850E-01  7.366E-01
  1.933E+00  5.361E+00  5.687E+01  2.850E+01  1.135E+02  3.614E+02  1.811E+02  7.210E+02  5.798E-02  2.906E-02  1.157E-01  3.684E-01  1.846E-01  7.350E-01
  1.992E+00  5.382E+00  5.661E+01  2.837E+01  1.129E+02  3.606E+02  1.807E+02  7.194E+02  5.770E-02  2.892E-02  1.151E-01  3.675E-01  1.842E-01  7.333E-01
  2.052E+00  5.405E+00  5.632E+01  2.823E+01  1.124E+02  3.597E+02  1.803E+02  7.177E+02  5.741E-02  2.878E-02  1.146E-01  3.667E-01  1.838E-01  7.316E-01
  2.115E+00  5.429E+00  5.603E+01  2.808E+01  1.118E+02  3.588E+02  1.798E+02  7.159E+02  5.711E-02  2.862E-02  1.140E-01  3.658E-01  1.833E-01  7.298E-01
  2.179E+00  5.454E+00  5.572E+01  2.793E+01  1.112E+02  3.579E+02  1.794E+02  7.140E+02  5.680E-02  2.847E-02  1.133E-01  3.648E-01  1.828E-01  7.279E-01
  2.245E+00  5.481E+00  5.540E+01  2.776E+01  1.105E+02  3.569E+02  1.789E+02  7.121E+02  5.647E-02  2.830E-02  1.127E-01  3.638E-01  1.823E-01  7.259E-01
  2.314E+00  5.509E+00  5.506E+01  2.759E+01  1.099E+02  3.559E+02  1.783E+02  7.100E+02  5.613E-02  2.813E-02  1.120E-01  3.627E-01  1.818E-01  7.238E-01
  2.384E+00  5.539E+00  5.471E+01  2.742E+01  1.092E+02  3.548E+02  1.778E+02  7.079E+02  5.577E-02  2.795E-02  1.113E-01  3.616E-01  1.813E-01  7.216E-01
  2.456E+00  5.571E+00  5.434E+01  2.723E+01  1.084E+02  3.536E+02  1.772E+02  7.056E+02  5.539E-02  2.776E-02  1.105E-01  3.605E-01  1.807E-01  7.193E-01
  2.531E+00  5.604E+00  5.396E+01  2.704E+01  1.077E+02  3.525E+02  1.766E+02  7.032E+02  5.500E-02  2.757E-02  1.097E-01  3.593E-01  1.801E-01  7.169E-01
  2.608E+00  5.639E+00  5.356E+01  2.684E+01  1.069E+02  3.512E+02  1.760E+02  7.008E+02  5.459E-02  2.736E-02  1.089E-01  3.580E-01  1.794E-01  7.143E-01
  2.687E+00  5.676E+00  5.314E+01  2.663E+01  1.060E+02  3.499E+02  1.754E+02  6.982E+02  5.417E-02  2.715E-02  1.081E-01  3.567E-01  1.788E-01  7.117E-01
  2.769E+00  5.716E+00  5.271E+01  2.642E+01  1.052E+02  3.486E+02  1.747E+02  6.955E+02  5.373E-02  2.693E-02  1.072E-01  3.553E-01  1.781E-01  7.090E-01
  2.853E+00  5.757E+00  5.226E+01  2.619E+01  1.043E+02  3.472E+02  1.740E+02  6.927E+02  5.327E-02  2.670E-02  1.063E-01  3.539E-01  1.774E-01  7.061E-01
  2.940E+00  5.800E+00  5.180E+01  2.596E+01  1.033E+02  3.457E+02  1.733E+02  6.898E+02  5.280E-02  2.646E-02  1.053E-01  3.524E-01  1.766E-01  7.031E-01
  3.030E+00  5.846E+00  5.132E+01  2.572E+01  1.024E+02  3.442E+02  1.725E+02  6.867E+02  5.231E-02  2.622E-02  1.044E-01  3.508E-01  1.758E-01  7.000E-01
  3.122E+00  5.894E+00  5.082E+01  2.547E+01  1.014E+02  3.426E+02  1.717E+02  6.835E+02  5.180E-02  2.596E-02  1.034E-01  3.492E-01  1.750E-01  6.968E-01
  3.217E+00  5.945E+00  5.030E+01  2.521E+01  1.004E+02  3.409E+02  1.709E+02  6.803E+02  5.128E-02  2.570E-02  1.023E-01  3.475E-01  1.742E-01  6.934E-01
  3.314E+00  5.999E+00  4.977E+01  2.494E+01  9.930E+01  3.392E+02  1.700E+02  6.768E+02  5.073E-02  2.543E-02  1.012E-01  3.458E-01  1.733E-01  6.899E-01
  3.415E+00  6.055E+00  4.922E+01  2.467E+01  9.821E+01  3.374E+02  1.691E+02  6.733E+02  5.017E-02  2.515E-02  1.001E-01  3.440E-01  1.724E-01  6.863E-01
  3.519E+00  6.114E+00  4.866E+01  2.439E+01  9.708E+01  3.356E+02  1.682E+02  6.696E+02  4.960E-02  2.486E-02  9.896E-02  3.421E-01  1.715E-01  6.826E-01
  3.626E+00  6.176E+00  4.808E+01  2.409E+01  9.592E+01  3.337E+02  1.672E+02  6.658E+02  4.901E-02  2.456E-02  9.778E-02  3.402E-01  1.705E-01  6.787E-01
  3.736E+00  6.242E+00  4.748E+01  2.380E+01  9.473E+01  3.317E+02  1.663E+02  6.619E+02  4.840E-02  2.426E-02  9.657E-02  3.381E-01  1.695E-01  6.747E-01
  3.850E+00  6.311E+00  4.687E+01  2.349E+01  9.351E+01  3.297E+02  1.652E+02  6.578E+02  4.777E-02  2.394E-02  9.532E-02  3.361E-01  1.684E-01  6.705E-01
  3.967E+00  6.383E+00  4.624E+01  2.317E+01  9.226E+01  3.276E+02  1.642E+02  6.536E+02  4.713E-02  2.362E-02  9.404E-02  3.339E-01  1.674E-01  6.663E-01
  4.088E+00  6.458E+00  4.560E+01  2.285E+01  9.097E+01  3.254E+02  1.631E+02  6.493E+02  4.648E-02  2.329E-02  9.274E-02  3.317E-01  1.663E-01  6.619E-01
  4.212E+00  6.538E+00  4.494E+01  2.252E+01  8.966E+01  3.232E+02  1.620E+02  6.448E+02  4.581E-02  2.296E-02  9.140E-02  3.294E-01  1.651E-01  6.573E-01
  4.340E+00  6.621E+00  4.427E+01  2.219E+01  8.833E+01  3.209E+02  1.608E+02  6.403E+02  4.513E-02  2.262E-02  9.004E-02  3.271E-01  1.639E-01  6.527E-01
  4.472E+00  6.708E+00  4.359E+01  2.184E+01  8.696E+01  3.185E+02  1.596E+02  6.355E+02  4.443E-02  2.227E-02  8.865E-02  3.247E-01  1.627E-01  6.479E-01
  4.608E+00  6.800E+00  4.289E+01  2.150E+01  8.558E+01  3.161E+02  1.584E+02  6.307E+02  4.372E-02  2.191E-02  8.724E-02  3.222E-01  1.615E-01  6.429E-01
  4.748E+00  6.895E+00  4.218E+01  2.114E+01  8.417E+01  3.136E+02  1.572E+02  6.258E+02  4.300E-02  2.155E-02  8.580E-02  3.197E-01  1.602E-01  6.379E-01
  4.893E+00  6.996E+00  4.147E+01  2.078E+01  8.274E+01  3.111E+02  1.559E+02  6.207E+02  4.227E-02  2.119E-02  8.434E-02  3.171E-01  1.589E-01  6.327E-01
  5.041E+00  7.100E+00  4.074E+01  2.042E+01  8.129E+01  3.085E+02  1.546E+02  6.155E+02  4.153E-02  2.081E-02  8.286E-02  3.145E-01  1.576E-01  6.274E-01
  5.195E+00  7.210E+00  4.001E+01  2.005E+01  7.982E+01  3.058E+02  1.533E+02  6.102E+02  4.078E-02  2.044E-02  8.137E-02  3.118E-01  1.562E-01  6.220E-01
  5.353E+00  7.325E+00  3.926E+01  1.968E+01  7.834E+01  3.031E+02  1.519E+02  6.048E+02  4.002E-02  2.006E-02  7.986E-02  3.090E-01  1.549E-01  6.165E-01
  5.516E+00  7.445E+00  3.851E+01  1.930E+01  7.684E+01  3.004E+02  1.505E+02  5.993E+02  3.926E-02  1.968E-02  7.833E-02  3.062E-01  1.535E-01  6.109E-01
  5.683E+00  7.570E+00  3.776E+01  1.892E+01  7.534E+01  2.975E+02  1.491E+02  5.937E+02  3.849E-02  1.929E-02  7.680E-02  3.033E-01  1.520E-01  6.052E-01
  5.856E+00  7.700E+00  3.700E+01  1.854E+01  7.382E+01  2.947E+02  1.477E+02  5.880E+02  3.771E-02  1.890E-02  7.525E-02  3.004E-01  1.506E-01  5.994E-01
  6.034E+00  7.837E+00  3.623E+01  1.816E+01  7.230E+01  2.918E+02  1.462E+02  5.822E+02  3.694E-02  1.851E-02  7.370E-02  2.974E-01  1.491E-01  5.935E-01
  6.218E+00  7.979E+00  3.547E+01  1.778E+01  7.077E+01  2.888E+02  1.448E+02  5.763E+02  3.616E-02  1.812E-02  7.214E-02  2.944E-01  1.476E-01  5.875E-01
  6.407E+00  8.127E+00  3.470E+01  1.739E+01  6.924E+01  2.858E+02  1.433E+02  5.703E+02  3.537E-02  1.773E-02  7.058E-02  2.914E-01  1.460E-01  5.814E-01
  6.602E+00  8.281E+00  3.393E+01  1.701E+01  6.770E+01  2.828E+02  1.417E+02  5.643E+02  3.459E-02  1.734E-02  6.902E-02  2.883E-01  1.445E-01  5.752E-01
  6.802E+00  8.442E+00  3.316E+01  1.662E+01  6.617E+01  2.798E+02  1.402E+02  5.582E+02  3.381E-02  1.694E-02  6.745E-02  2.852E-01  1.429E-01  5.690E-01
  7.009E+00  8.610E+00  3.240E+01  1.624E+01  6.464E+01  2.767E+02  1.387E+02  5.520E+02  3.303E-02  1.655E-02  6.590E-02  2.820E-01  1.413E-01  5.627E-01
  7.222E+00  8.784E+00  3.163E+01  1.585E+01  6.312E+01  2.735E+02  1.371E+02  5.458E+02  3.225E-02  1.616E-02  6.434E-02  2.788E-01  1.398E-01  5.564E-01
  7.442E+00  8.966E+00  3.087E+01  1.547E+01  6.160E+01  2.704E+02  1.355E+02  5.395E+02  3.147E-02  1.577E-02  6.280E-02  2.756E-01  1.381E-01  5.500E-01
  7.668E+00  9.154E+00  3.012E+01  1.509E+01  6.009E+01  2.672E+02  1.339E+02  5.332E+02  3.070E-02  1.539E-02  6.126E-02  2.724E-01  1.365E-01  5.435E-01
  7.902E+00  9.351E+00  2.937E+01  1.472E+01  5.860E+01  2.640E+02  1.323E+02  5.268E+02  2.994E-02  1.500E-02  5.973E-02  2.692E-01  1.349E-01  5.370E-01
  8.142E+00  9.555E+00  2.862E+01  1.435E+01  5.711E+01  2.608E+02  1.307E+02  5.204E+02  2.918E-02  1.462E-02  5.822E-02  2.659E-01  1.333E-01  5.305E-01
  8.389E+00  9.766E+00  2.788E+01  1.398E+01  5.564E+01  2.576E+02  1.291E+02  5.140E+02  2.842E-02  1.425E-02  5.672E-02  2.626E-01  1.316E-01  5.240E-01
  8.645E+00  9.986E+00  2.715E+01  1.361E+01  5.418E+01  2.544E+02  1.275E+02  5.075E+02  2.768E-02  1.387E-02  5.523E-02  2.593E-01  1.300E-01  5.174E-01
  8.907E+00  1.021E+01  2.640E+01  1.323E+01  5.267E+01  2.491E+02  1.248E+02  4.970E+02  2.691E-02  1.349E-02  5.369E-02  2.539E-01  1.272E-01  5.066E-01
  9.178E+00  1.045E+01  2.565E+01  1.285E+01  5.117E+01  2.437E+02  1.221E+02  4.862E+02  2.614E-02  1.310E-02  5.216E-02  2.484E-01  1.245E-01  4.956E-01
  9.457E+00  1.070E+01  2.491E+01  1.248E+01  4.970E+01  2.383E+02  1.194E+02  4.755E+02  2.539E-02  1.273E-02  5.066E-02  2.429E-01  1.217E-01  4.847E-01
  9.745E+00  1.095E+01  2.418E+01  1.212E+01  4.825E+01  2.330E+02  1.168E+02  4.649E+02  2.465E-02  1.235E-02  4.918E-02  2.375E-01  1.190E-01  4.739E-01
  1.004E+01  1.122E+01  2.347E+01  1.176E+01  4.682E+01  2.277E+02  1.141E+02  4.544E+02  2.392E-02  1.199E-02  4.773E-02  2.321E-01  1.163E-01  4.632E-01
  1.035E+01  1.149E+01  2.276E+01  1.141E+01  4.542E+01  2.225E+02  1.115E+02  4.440E+02  2.320E-02  1.163E-02  4.630E-02  2.268E-01  1.137E-01  4.526E-01
  1.066E+01  1.178E+01  2.208E+01  1.106E+01  4.405E+01  2.174E+02  1.089E+02  4.337E+02  2.250E-02  1.128E-02  4.490E-02  2.216E-01  1.111E-01  4.421E-01
  1.099E+01  1.207E+01  2.140E+01  1.073E+01  4.270E+01  2.123E+02  1.064E+02  4.236E+02  2.181E-02  1.093E-02  4.353E-02  2.164E-01  1.085E-01  4.318E-01
  1.132E+01  1.237E+01  2.074E+01  1.039E+01  4.138E+01  2.073E+02  1.039E+02  4.136E+02  2.114E-02  1.060E-02  4.218E-02  2.113E-01  1.059E-01  4.216E-01
  1.166E+01  1.269E+01  2.009E+01  1.007E+01  4.009E+01  2.023E+02  1.014E+02  4.037E+02  2.048E-02  1.026E-02  4.086E-02  2.062E-01  1.034E-01  4.115E-01
  1.202E+01  1.302E+01  1.946E+01  9.752E+00  3.882E+01  1.974E+02  9.896E+01  3.940E+02  1.983E-02  9.941E-03  3.958E-02  2.013E-01  1.009E-01  4.016E-01
  1.238E+01  1.336E+01  1.884E+01  9.442E+00  3.759E+01  1.926E+02  9.655E+01  3.844E+02  1.920E-02  9.625E-03  3.832E-02  1.964E-01  9.842E-02  3.918E-01
  1.276E+01  1.371E+01  1.824E+01  9.139E+00  3.638E+01  1.879E+02  9.418E+01  3.750E+02  1.859E-02  9.316E-03  3.709E-02  1.916E-01  9.601E-02  3.822E-01
  1.315E+01  1.407E+01  1.765E+01  8.844E+00  3.521E+01  1.833E+02  9.185E+01  3.657E+02  1.799E-02  9.015E-03  3.589E-02  1.868E-01  9.363E-02  3.728E-01
  1.355E+01  1.444E+01  1.707E+01  8.556E+00  3.406E+01  1.787E+02  8.957E+01  3.566E+02  1.740E-02  8.721E-03  3.472E-02  1.822E-01  9.130E-02  3.635E-01
  1.396E+01  1.483E+01  1.651E+01  8.275E+00  3.294E+01  1.742E+02  8.732E+01  3.476E+02  1.683E-02  8.435E-03  3.358E-02  1.776E-01  8.901E-02  3.543E-01
  1.439E+01  1.523E+01  1.596E+01  8.001E+00  3.185E+01  1.698E+02  8.511E+01  3.388E+02  1.627E-02  8.156E-03  3.247E-02  1.731E-01  8.675E-02  3.454E-01
  1.482E+01  1.564E+01  1.543E+01  7.735E+00  3.079E+01  1.655E+02  8.294E+01  3.302E+02  1.573E-02  7.885E-03  3.139E-02  1.687E-01  8.455E-02  3.366E-01
  1.527E+01  1.607E+01  1.492E+01  7.476E+00  2.976E+01  1.612E+02  8.081E+01  3.217E+02  1.521E-02  7.621E-03  3.034E-02  1.644E-01  8.238E-02  3.280E-01
  1.574E+01  1.651E+01  1.441E+01  7.224E+00  2.876E+01  1.571E+02  7.873E+01  3.134E+02  1.469E-02  7.364E-03  2.932E-02  1.601E-01  8.025E-02  3.195E-01
  1.622E+01  1.697E+01  1.393E+01  6.979E+00  2.778E+01  1.530E+02  7.668E+01  3.053E+02  1.419E-02  7.114E-03  2.832E-02  1.560E-01  7.817E-02  3.112E-01
  1.671E+01  1.744E+01  1.345E+01  6.741E+00  2.684E+01  1.490E+02  7.468E+01  2.973E+02  1.371E-02  6.872E-03  2.736E-02  1.519E-01  7.613E-02  3.031E-01
  1.722E+01  1.793E+01  1.299E+01  6.510E+00  2.592E+01  1.451E+02  7.272E+01  2.895E+02  1.324E-02  6.636E-03  2.642E-02  1.479E-01  7.413E-02  2.951E-01
  1.774E+01  1.843E+01  1.254E+01  6.286E+00  2.503E+01  1.413E+02  7.080E+01  2.819E+02  1.279E-02  6.408E-03  2.551E-02  1.440E-01  7.218E-02  2.873E-01
  1.828E+01  1.895E+01  1.211E+01  6.069E+00  2.416E+01  1.375E+02  6.893E+01  2.744E+02  1.234E-02  6.186E-03  2.463E-02  1.402E-01  7.026E-02  2.797E-01
  1.884E+01  1.949E+01  1.169E+01  5.858E+00  2.332E+01  1.339E+02  6.709E+01  2.671E+02  1.191E-02  5.971E-03  2.377E-02  1.365E-01  6.839E-02  2.723E-01
  1.941E+01  2.004E+01  1.128E+01  5.653E+00  2.251E+01  1.303E+02  6.530E+01  2.600E+02  1.150E-02  5.763E-03  2.294E-02  1.328E-01  6.656E-02  2.650E-01
  2.000E+01  2.062E+01  1.088E+01  5.455E+00  2.172E+01  1.268E+02  6.354E+01  2.530E+02  1.110E-02  5.561E-03  2.214E-02  1.292E-01  6.477E-02  2.579E-01
  2.061E+01  2.121E+01  1.050E+01  5.263E+00  2.095E+01  1.234E+02  6.183E+01  2.461E+02  1.070E-02  5.365E-03  2.136E-02  1.258E-01  6.303E-02  2.509E-01
  2.123E+01  2.182E+01  1.013E+01  5.077E+00  2.021E+01  1.200E+02  6.015E+01  2.395E+02  1.033E-02  5.176E-03  2.060E-02  1.223E-01  6.132E-02  2.441E-01
  2.188E+01  2.244E+01  9.771E+00  4.897E+00  1.950E+01  1.168E+02  5.852E+01  2.330E+02  9.961E-03  4.992E-03  1.987E-02  1.190E-01  5.965E-02  2.375E-01
  2.255E+01  2.309E+01  9.424E+00  4.723E+00  1.880E+01  1.136E+02  5.692E+01  2.266E+02  9.606E-03  4.815E-03  1.917E-02  1.158E-01  5.802E-02  2.310E-01
  2.323E+01  2.376E+01  9.087E+00  4.554E+00  1.813E+01  1.105E+02  5.536E+01  2.204E+02  9.263E-03  4.643E-03  1.848E-02  1.126E-01  5.643E-02  2.247E-01
  2.394E+01  2.445E+01  8.762E+00  4.391E+00  1.748E+01  1.074E+02  5.384E+01  2.143E+02  8.932E-03  4.476E-03  1.782E-02  1.095E-01  5.488E-02  2.185E-01
  2.467E+01  2.517E+01  8.447E+00  4.234E+00  1.685E+01  1.045E+02  5.236E+01  2.084E+02  8.611E-03  4.316E-03  1.718E-02  1.065E-01  5.337E-02  2.125E-01
  2.542E+01  2.590E+01  8.143E+00  4.081E+00  1.625E+01  1.016E+02  5.091E+01  2.027E+02  8.301E-03  4.160E-03  1.656E-02  1.035E-01  5.189E-02  2.066E-01
  2.619E+01  2.666E+01  7.849E+00  3.934E+00  1.566E+01  9.876E+01  4.950E+01  1.970E+02  8.001E-03  4.010E-03  1.596E-02  1.007E-01  5.045E-02  2.009E-01
  2.699E+01  2.744E+01  7.564E+00  3.791E+00  1.509E+01  9.601E+01  4.812E+01  1.916E+02  7.711E-03  3.865E-03  1.539E-02  9.787E-02  4.905E-02  1.953E-01
  2.781E+01  2.825E+01  7.290E+00  3.653E+00  1.454E+01  9.333E+01  4.678E+01  1.862E+02  7.431E-03  3.724E-03  1.483E-02  9.514E-02  4.768E-02  1.898E-01
  2.865E+01  2.908E+01  7.024E+00  3.520E+00  1.402E+01  9.072E+01  4.547E+01  1.810E+02  7.160E-03  3.589E-03  1.429E-02  9.248E-02  4.635E-02  1.845E-01
  2.952E+01  2.994E+01  6.768E+00  3.392E+00  1.350E+01  8.817E+01  4.419E+01  1.759E+02  6.899E-03  3.458E-03  1.377E-02  8.988E-02  4.505E-02  1.793E-01
  3.042E+01  3.083E+01  6.520E+00  3.268E+00  1.301E+01  8.569E+01  4.295E+01  1.710E+02  6.646E-03  3.331E-03  1.326E-02  8.735E-02  4.378E-02  1.743E-01
  3.135E+01  3.174E+01  6.281E+00  3.148E+00  1.253E+01  8.328E+01  4.174E+01  1.662E+02  6.403E-03  3.209E-03  1.278E-02  8.489E-02  4.255E-02  1.694E-01
  3.230E+01  3.268E+01  6.050E+00  3.032E+00  1.207E+01  8.092E+01  4.056E+01  1.615E+02  6.167E-03  3.091E-03  1.231E-02  8.249E-02  4.134E-02  1.646E-01
  3.328E+01  3.366E+01  5.827E+00  2.921E+00  1.163E+01  7.863E+01  3.941E+01  1.569E+02  5.940E-03  2.977E-03  1.185E-02  8.015E-02  4.017E-02  1.599E-01
  3.429E+01  3.466E+01  5.612E+00  2.813E+00  1.120E+01  7.639E+01  3.829E+01  1.524E+02  5.721E-03  2.867E-03  1.141E-02  7.787E-02  3.903E-02  1.554E-01
  3.534E+01  3.569E+01  5.404E+00  2.709E+00  1.078E+01  7.422E+01  3.720E+01  1.481E+02  5.509E-03  2.761E-03  1.099E-02  7.566E-02  3.792E-02  1.510E-01
  3.641E+01  3.675E+01  5.204E+00  2.608E+00  1.038E+01  7.210E+01  3.614E+01  1.439E+02  5.305E-03  2.659E-03  1.058E-02  7.350E-02  3.684E-02  1.466E-01
  3.752E+01  3.785E+01  5.011E+00  2.511E+00  9.998E+00  7.004E+01  3.510E+01  1.397E+02  5.108E-03  2.560E-03  1.019E-02  7.139E-02  3.578E-02  1.424E-01
  3.866E+01  3.898E+01  4.824E+00  2.418E+00  9.626E+00  6.803E+01  3.410E+01  1.357E+02  4.918E-03  2.465E-03  9.812E-03  6.935E-02  3.476E-02  1.384E-01
  3.984E+01  4.015E+01  4.644E+00  2.328E+00  9.267E+00  6.607E+01  3.312E+01  1.318E+02  4.734E-03  2.373E-03  9.446E-03  6.735E-02  3.376E-02  1.344E-01
  4.105E+01  4.135E+01  4.471E+00  2.241E+00  8.921E+00  6.417E+01  3.216E+01  1.280E+02  4.557E-03  2.284E-03  9.093E-03  6.541E-02  3.278E-02  1.305E-01
  4.229E+01  4.259E+01  4.303E+00  2.157E+00  8.587E+00  6.232E+01  3.123E+01  1.243E+02  4.387E-03  2.199E-03  8.753E-03  6.352E-02  3.184E-02  1.267E-01
  4.358E+01  4.387E+01  4.142E+00  2.076E+00  8.265E+00  6.051E+01  3.033E+01  1.207E+02  4.222E-03  2.116E-03  8.425E-03  6.169E-02  3.092E-02  1.231E-01
  4.491E+01  4.518E+01  3.986E+00  1.998E+00  7.954E+00  5.876E+01  2.945E+01  1.172E+02  4.064E-03  2.037E-03  8.108E-03  5.990E-02  3.002E-02  1.195E-01
  4.627E+01  4.654E+01  3.836E+00  1.923E+00  7.655E+00  5.705E+01  2.859E+01  1.138E+02  3.911E-03  1.960E-03  7.803E-03  5.816E-02  2.915E-02  1.160E-01
  4.768E+01  4.794E+01  3.692E+00  1.850E+00  7.366E+00  5.539E+01  2.776E+01  1.105E+02  3.763E-03  1.886E-03  7.509E-03  5.646E-02  2.830E-02  1.127E-01
  4.913E+01  4.938E+01  3.552E+00  1.780E+00  7.088E+00  5.377E+01  2.695E+01  1.073E+02  3.621E-03  1.815E-03  7.225E-03  5.482E-02  2.747E-02  1.094E-01
  5.062E+01  5.087E+01  3.418E+00  1.713E+00  6.819E+00  5.220E+01  2.616E+01  1.042E+02  3.484E-03  1.746E-03  6.951E-03  5.321E-02  2.667E-02  1.062E-01
  5.216E+01  5.240E+01  3.288E+00  1.648E+00  6.561E+00  5.067E+01  2.540E+01  1.011E+02  3.352E-03  1.680E-03  6.688E-03  5.165E-02  2.589E-02  1.031E-01
  5.375E+01  5.398E+01  3.163E+00  1.585E+00  6.311E+00  4.918E+01  2.465E+01  9.813E+01  3.224E-03  1.616E-03  6.434E-03  5.013E-02  2.513E-02  1.000E-01
  5.538E+01  5.561E+01  3.043E+00  1.525E+00  6.071E+00  4.773E+01  2.392E+01  9.524E+01  3.102E-03  1.555E-03  6.189E-03  4.866E-02  2.439E-02  9.708E-02
  5.707E+01  5.729E+01  2.927E+00  1.467E+00  5.840E+00  4.632E+01  2.322E+01  9.243E+01  2.983E-03  1.495E-03  5.953E-03  4.722E-02  2.367E-02  9.422E-02
  5.880E+01  5.902E+01  2.815E+00  1.411E+00  5.617E+00  4.495E+01  2.253E+01  8.969E+01  2.869E-03  1.438E-03  5.725E-03  4.582E-02  2.297E-02  9.143E-02
  6.059E+01  6.080E+01  2.707E+00  1.357E+00  5.402E+00  4.362E+01  2.186E+01  8.703E+01  2.760E-03  1.383E-03  5.506E-03  4.446E-02  2.228E-02  8.872E-02
  6.243E+01  6.263E+01  2.603E+00  1.305E+00  5.194E+00  4.232E+01  2.121E+01  8.445E+01  2.654E-03  1.330E-03  5.295E-03  4.314E-02  2.162E-02  8.608E-02
