        rjb        rcd      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50
  1.000E+00  5.099E+00  7.707E+01  3.863E+01  1.538E+02  4.753E+02  2.382E+02  9.483E+02  7.856E-02  3.937E-02  1.568E-01  4.845E-01  2.428E-01  9.667E-01
  1.030E+00  5.105E+00  7.697E+01  3.858E+01  1.536E+02  4.750E+02  2.381E+02  9.477E+02  7.846E-02  3.932E-02  1.565E-01  4.842E-01  2.427E-01  9.661E-01
  1.062E+00  5.111E+00  7.686E+01  3.852E+01  1.534E+02  4.747E+02  2.379E+02  9.471E+02  7.835E-02  3.927E-02  1.563E-01  4.839E-01  2.425E-01  9.655E-01
  1.094E+00  5.118E+00  7.675E+01  3.846E+01  1.531E+02  4.744E+02  2.378E+02  9.465E+02  7.823E-02  3.921E-02  1.561E-01  4.836E-01  2.424E-01  9.649E-01
  1.127E+00  5.126E+00  7.663E+01  3.840E+01  1.529E+02  4.741E+02  2.376E+02  9.459E+02  7.811E-02  3.915E-02  1.558E-01  4.832E-01  2.422E-01  9.642E-01
  1.162E+00  5.133E+00  7.650E+01  3.834E+01  1.526E+02  4.737E+02  2.374E+02  9.452E+02  7.798E-02  3.908E-02  1.556E-01  4.829E-01  2.420E-01  9.635E-01
  1.197E+00  5.141E+00  7.636E+01  3.827E+01  1.524E+02  4.733E+02  2.372E+02  9.444E+02  7.784E-02  3.901E-02  1.553E-01  4.825E-01  2.418E-01  9.627E-01
  1.233E+00  5.150E+00  7.622E+01  3.820E+01  1.521E+02  4.729E+02  2.370E+02  9.436E+02  7.770E-02  3.894E-02  1.550E-01  4.821E-01  2.416E-01  9.619E-01
  1.271E+00  5.159E+00  7.607E+01  3.813E+01  1.518E+02  4.725E+02  2.368E+02  9.428E+02  7.754E-02  3.886E-02  1.547E-01  4.817E-01  2.414E-01  9.611E-01
  1.309E+00  5.169E+00  7.591E+01  3.805E+01  1.515E+02  4.721E+02  2.366E+02  9.419E+02  7.738E-02  3.878E-02  1.544E-01  4.812E-01  2.412E-01  9.602E-01
  1.349E+00  5.179E+00  7.574E+01  3.796E+01  1.511E+02  4.716E+02  2.364E+02  9.410E+02  7.721E-02  3.870E-02  1.541E-01  4.808E-01  2.410E-01  9.592E-01
  1.390E+00  5.190E+00  7.557E+01  3.787E+01  1.508E+02  4.711E+02  2.361E+02  9.400E+02  7.703E-02  3.861E-02  1.537E-01  4.803E-01  2.407E-01  9.583E-01
  1.433E+00  5.201E+00  7.538E+01  3.778E+01  1.504E+02  4.706E+02  2.359E+02  9.390E+02  7.684E-02  3.851E-02  1.533E-01  4.797E-01  2.404E-01  9.572E-01
  1.476E+00  5.213E+00  7.518E+01  3.768E+01  1.500E+02  4.701E+02  2.356E+02  9.379E+02  7.664E-02  3.841E-02  1.529E-01  4.792E-01  2.402E-01  9.561E-01
  1.521E+00  5.226E+00  7.498E+01  3.758E+01  1.496E+02  4.695E+02  2.353E+02  9.368E+02  7.643E-02  3.831E-02  1.525E-01  4.786E-01  2.399E-01  9.549E-01
  1.567E+00  5.240E+00  7.476E+01  3.747E+01  1.492E+02  4.689E+02  2.350E+02  9.356E+02  7.621E-02  3.819E-02  1.521E-01  4.780E-01  2.396E-01  9.537E-01
  1.615E+00  5.254E+00  7.453E+01  3.735E+01  1.487E+02  4.683E+02  2.347E+02  9.343E+02  7.597E-02  3.808E-02  1.516E-01  4.773E-01  2.392E-01  9.524E-01
  1.664E+00  5.270E+00  7.429E+01  3.723E+01  1.482E+02  4.676E+02  2.343E+02  9.330E+02  7.573E-02  3.795E-02  1.511E-01  4.766E-01  2.389E-01  9.510E-01
  1.715E+00  5.286E+00  7.403E+01  3.710E+01  1.477E+02  4.669E+02  2.340E+02  9.315E+02  7.547E-02  3.782E-02  1.506E-01  4.759E-01  2.385E-01  9.496E-01
  1.767E+00  5.303E+00  7.377E+01  3.697E+01  1.472E+02  4.661E+02  2.336E+02  9.300E+02  7.519E-02  3.769E-02  1.500E-01  4.752E-01  2.381E-01  9.481E-01
  1.821E+00  5.321E+00  7.348E+01  3.683E+01  1.466E+02  4.653E+02  2.332E+02  9.285E+02  7.491E-02  3.754E-02  1.495E-01  4.744E-01  2.377E-01  9.465E-01
  1.876E+00  5.340E+00  7.319E+01  3.668E+01  1.460E+02  4.645E+02  2.328E+02  9.268E+02  7.461E-02  3.739E-02  1.489E-01  4.735E-01  2.373E-01  9.448E-01
  1.933E+00  5.361E+00  7.288E+01  3.653E+01  1.454E+02  4.636E+02  2.324E+02  9.251E+02  7.429E-02  3.723E-02  1.482E-01  4.726E-01  2.369E-01  9.430E-01
  1.992E+00  5.382E+00  7.255E+01  3.636E+01  1.448E+02  4.627E+02  2.319E+02  9.232E+02  7.396E-02  3.707E-02  1.476E-01  4.717E-01  2.364E-01  9.411E-01
  2.052E+00  5.405E+00  7.221E+01  3.619E+01  1.441E+02  4.618E+02  2.314E+02  9.213E+02  7.361E-02  3.689E-02  1.469E-01  4.707E-01  2.359E-01  9.392E-01
  2.115E+00  5.429E+00  7.186E+01  3.601E+01  1.434E+02  4.607E+02  2.309E+02  9.193E+02  7.325E-02  3.671E-02  1.462E-01  4.697E-01  2.354E-01  9.371E-01
  2.179E+00  5.454E+00  7.148E+01  3.583E+01  1.426E+02  4.597E+02  2.304E+02  9.172E+02  7.287E-02  3.652E-02  1.454E-01  4.686E-01  2.348E-01  9.349E-01
  2.245E+00  5.481E+00  7.109E+01  3.563E+01  1.418E+02  4.586E+02  2.298E+02  9.150E+02  7.247E-02  3.632E-02  1.446E-01  4.674E-01  2.343E-01  9.327E-01
  2.314E+00  5.509E+00  7.068E+01  3.543E+01  1.410E+02  4.574E+02  2.292E+02  9.126E+02  7.205E-02  3.611E-02  1.438E-01  4.663E-01  2.337E-01  9.303E-01
  2.384E+00  5.539E+00  7.026E+01  3.521E+01  1.402E+02  4.562E+02  2.286E+02  9.102E+02  7.162E-02  3.589E-02  1.429E-01  4.650E-01  2.331E-01  9.278E-01
  2.456E+00  5.571E+00  6.981E+01  3.499E+01  1.393E+02  4.549E+02  2.280E+02  9.076E+02  7.117E-02  3.567E-02  1.420E-01  4.637E-01  2.324E-01  9.252E-01
  2.531E+00  5.604E+00  6.935E+01  3.476E+01  1.384E+02  4.535E+02  2.273E+02  9.049E+02  7.069E-02  3.543E-02  1.410E-01  4.623E-01  2.317E-01  9.225E-01
  2.608E+00  5.639E+00  6.887E+01  3.451E+01  1.374E+02  4.521E+02  2.266E+02  9.021E+02  7.020E-02  3.518E-02  1.401E-01  4.609E-01  2.310E-01  9.196E-01
  2.687E+00  5.676E+00  6.836E+01  3.426E+01  1.364E+02  4.507E+02  2.259E+02  8.992E+02  6.969E-02  3.493E-02  1.390E-01  4.594E-01  2.302E-01  9.166E-01
  2.769E+00  5.716E+00  6.784E+01  3.400E+01  1.354E+02  4.491E+02  2.251E+02  8.961E+02  6.915E-02  3.466E-02  1.380E-01  4.578E-01  2.295E-01  9.135E-01
  2.853E+00  5.757E+00  6.730E+01  3.373E+01  1.343E+02  4.475E+02  2.243E+02  8.929E+02  6.860E-02  3.438E-02  1.369E-01  4.562E-01  2.286E-01  9.102E-01
  2.940E+00  5.800E+00  6.673E+01  3.344E+01  1.331E+02  4.459E+02  2.235E+02  8.896E+02  6.802E-02  3.409E-02  1.357E-01  4.545E-01  2.278E-01  9.068E-01
