        rjb        rcd      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50
  2.384E+00  5.539E+00  4.181E+02  2.095E+02  8.342E+02  1.328E+03  6.658E+02  2.650E+03  4.262E-01  2.136E-01  8.504E-01  1.354E+00  6.787E-01  2.702E+00
  2.456E+00  5.571E+00  4.155E+02  2.082E+02  8.290E+02  1.324E+03  6.634E+02  2.641E+03  4.235E-01  2.123E-01  8.451E-01  1.349E+00  6.762E-01  2.692E+00
  2.531E+00  5.604E+00  4.128E+02  2.069E+02  8.236E+02  1.319E+03  6.608E+02  2.631E+03  4.208E-01  2.109E-01  8.396E-01  1.344E+00  6.736E-01  2.682E+00
  2.608E+00  5.639E+00  4.100E+02  2.055E+02  8.180E+02  1.313E+03  6.582E+02  2.620E+03  4.179E-01  2.094E-01  8.338E-01  1.339E+00  6.710E-01  2.671E+00
  2.687E+00  5.676E+00  4.070E+02  2.040E+02  8.121E+02  1.308E+03  6.555E+02  2.609E+03  4.149E-01  2.079E-01  8.279E-01  1.333E+00  6.682E-01  2.660E+00
  2.769E+00  5.716E+00  4.040E+02  2.025E+02  8.060E+02  1.302E+03  6.526E+02  2.598E+03  4.118E-01  2.064E-01  8.216E-01  1.327E+00  6.652E-01  2.648E+00
  2.853E+00  5.757E+00  4.008E+02  2.009E+02  7.997E+02  1.296E+03  6.496E+02  2.586E+03  4.086E-01  2.048E-01  8.152E-01  1.321E+00  6.622E-01  2.636E+00
  2.940E+00  5.800E+00  3.975E+02  1.992E+02  7.931E+02  1.290E+03  6.465E+02  2.574E+03  4.052E-01  2.031E-01  8.085E-01  1.315E+00  6.590E-01  2.624E+00
  3.030E+00  5.846E+00  3.941E+02  1.975E+02  7.863E+02  1.283E+03  6.433E+02  2.561E+03  4.017E-01  2.013E-01  8.015E-01  1.308E+00  6.557E-01  2.611E+00
  3.122E+00  5.894E+00  3.905E+02  1.957E+02  7.792E+02  1.277E+03  6.399E+02  2.548E+03  3.981E-01  1.995E-01  7.943E-01  1.302E+00  6.523E-01  2.597E+00
  3.217E+00  5.945E+00  3.869E+02  1.939E+02  7.719E+02  1.270E+03  6.364E+02  2.534E+03  3.944E-01  1.977E-01  7.869E-01  1.294E+00  6.487E-01  2.583E+00
  3.314E+00  5.999E+00  3.831E+02  1.920E+02  7.644E+02  1.263E+03  6.328E+02  2.519E+03  3.905E-01  1.957E-01  7.792E-01  1.287E+00  6.451E-01  2.568E+00
  3.415E+00  6.055E+00  3.792E+02  1.900E+02  7.566E+02  1.255E+03  6.290E+02  2.504E+03  3.865E-01  1.937E-01  7.712E-01  1.279E+00  6.412E-01  2.553E+00
  3.519E+00  6.114E+00  3.752E+02  1.880E+02  7.486E+02  1.247E+03  6.252E+02  2.489E+03  3.824E-01  1.917E-01  7.631E-01  1.271E+00  6.373E-01  2.537E+00
  3.626E+00  6.176E+00  3.710E+02  1.860E+02  7.403E+02  1.239E+03  6.211E+02  2.473E+03  3.782E-01  1.896E-01  7.546E-01  1.263E+00  6.332E-01  2.521E+00
  3.736E+00  6.242E+00  3.668E+02  1.838E+02  7.318E+02  1.231E+03  6.170E+02  2.456E+03  3.739E-01  1.874E-01  7.460E-01  1.255E+00  6.289E-01  2.504E+00
  3.850E+00  6.311E+00  3.624E+02  1.816E+02  7.230E+02  1.222E+03  6.127E+02  2.439E+03  3.694E-01  1.851E-01  7.370E-01  1.246E+00  6.245E-01  2.486E+00
  3.967E+00  6.383E+00  3.579E+02  1.794E+02  7.141E+02  1.214E+03  6.083E+02  2.422E+03  3.648E-01  1.828E-01  7.279E-01  1.237E+00  6.200E-01  2.468E+00
  4.088E+00  6.458E+00  3.533E+02  1.771E+02  7.049E+02  1.205E+03  6.037E+02  2.403E+03  3.601E-01  1.805E-01  7.186E-01  1.228E+00  6.154E-01  2.450E+00
  4.212E+00  6.538E+00  3.486E+02  1.747E+02  6.955E+02  1.195E+03  5.990E+02  2.385E+03  3.553E-01  1.781E-01  7.090E-01  1.218E+00  6.106E-01  2.431E+00
  4.340E+00  6.621E+00  3.438E+02  1.723E+02  6.859E+02  1.186E+03  5.942E+02  2.366E+03  3.504E-01  1.756E-01  6.992E-01  1.209E+00  6.057E-01  2.411E+00
  4.472E+00  6.708E+00  3.389E+02  1.698E+02  6.761E+02  1.176E+03  5.892E+02  2.346E+03  3.454E-01  1.731E-01  6.892E-01  1.198E+00  6.007E-01  2.391E+00
  4.608E+00  6.800E+00  3.339E+02  1.673E+02  6.661E+02  1.166E+03  5.842E+02  2.326E+03  3.403E-01  1.706E-01  6.790E-01  1.188E+00  5.955E-01  2.371E+00
  4.748E+00  6.895E+00  3.288E+02  1.648E+02  6.560E+02  1.155E+03  5.790E+02  2.305E+03  3.351E-01  1.680E-01  6.687E-01  1.178E+00  5.902E-01  2.350E+00
  4.893E+00  6.996E+00  3.236E+02  1.622E+02  6.457E+02  1.145E+03  5.737E+02  2.284E+03  3.299E-01  1.653E-01  6.582E-01  1.167E+00  5.848E-01  2.328E+00
  5.041E+00  7.100E+00  3.184E+02  1.596E+02  6.352E+02  1.134E+03  5.682E+02  2.262E+03  3.245E-01  1.626E-01  6.475E-01  1.156E+00  5.792E-01  2.306E+00
  5.195E+00  7.210E+00  3.130E+02  1.569E+02  6.246E+02  1.123E+03  5.627E+02  2.240E+03  3.191E-01  1.599E-01  6.367E-01  1.144E+00  5.736E-01  2.284E+00
  5.353E+00  7.325E+00  3.077E+02  1.542E+02  6.139E+02  1.111E+03  5.571E+02  2.218E+03  3.136E-01  1.572E-01  6.257E-01  1.133E+00  5.678E-01  2.261E+00
  5.516E+00  7.445E+00  3.022E+02  1.515E+02  6.030E+02  1.100E+03  5.513E+02  2.195E+03  3.081E-01  1.544E-01  6.147E-01  1.121E+00  5.620E-01  2.237E+00
  5.683E+00  7.570E+00  2.967E+02  1.487E+02  5.921E+02  1.088E+03  5.455E+02  2.172E+03  3.025E-01  1.516E-01  6.035E-01  1.109E+00  5.560E-01  2.214E+00
  5.856E+00  7.700E+00  2.912E+02  1.459E+02  5.810E+02  1.076E+03  5.395E+02  2.148E+03  2.968E-01  1.488E-01  5.923E-01  1.097E+00  5.500E-01  2.189E+00
  6.034E+00  7.837E+00  2.856E+02  1.432E+02  5.699E+02  1.064E+03  5.335E+02  2.124E+03  2.912E-01  1.459E-01  5.810E-01  1.085E+00  5.438E-01  2.165E+00
  6.218E+00  7.979E+00  2.800E+02  1.404E+02  5.588E+02  1.052E+03  5.274E+02  2.100E+03  2.855E-01  1.431E-01  5.696E-01  1.073E+00  5.376E-01  2.140E+00
  6.407E+00  8.127E+00  2.744E+02  1.375E+02  5.476E+02  1.040E+03  5.212E+02  2.075E+03  2.797E-01  1.402E-01  5.582E-01  1.060E+00  5.313E-01  2.115E+00
  6.602E+00  8.281E+00  2.688E+02  1.347E+02  5.363E+02  1.027E+03  5.150E+02  2.050E+03  2.740E-01  1.373E-01  5.467E-01  1.047E+00  5.249E-01  2.090E+00
  6.802E+00  8.442E+00  2.632E+02  1.319E+02  5.251E+02  1.015E+03  5.087E+02  2.025E+03  2.683E-01  1.345E-01  5.353E-01  1.035E+00  5.185E-01  2.064E+00
  7.009E+00  8.610E+00  2.575E+02  1.291E+02  5.139E+02  1.002E+03  5.023E+02  2.000E+03  2.625E-01  1.316E-01  5.238E-01  1.022E+00  5.120E-01  2.038E+00
  7.222E+00  8.784E+00  2.519E+02  1.263E+02  5.026E+02  9.894E+02  4.959E+02  1.974E+03  2.568E-01  1.287E-01  5.124E-01  1.009E+00  5.055E-01  2.012E+00
  7.442E+00  8.966E+00  2.463E+02  1.234E+02  4.914E+02  9.765E+02  4.894E+02  1.948E+03  2.511E-01  1.258E-01  5.010E-01  9.954E-01  4.989E-01  1.986E+00
  7.668E+00  9.154E+00  2.407E+02  1.206E+02  4.803E+02  9.635E+02  4.829E+02  1.922E+03  2.454E-01  1.230E-01  4.896E-01  9.822E-01  4.923E-01  1.960E+00
  7.902E+00  9.351E+00  2.352E+02  1.179E+02  4.692E+02  9.505E+02  4.764E+02  1.896E+03  2.397E-01  1.201E-01  4.783E-01  9.689E-01  4.856E-01  1.933E+00
  8.142E+00  9.555E+00  2.296E+02  1.151E+02  4.582E+02  9.374E+02  4.698E+02  1.870E+03  2.341E-01  1.173E-01  4.670E-01  9.556E-01  4.789E-01  1.907E+00
  8.389E+00  9.766E+00  2.241E+02  1.123E+02  4.472E+02  9.243E+02  4.632E+02  1.844E+03  2.285E-01  1.145E-01  4.559E-01  9.422E-01  4.722E-01  1.880E+00
  8.645E+00  9.986E+00  2.187E+02  1.096E+02  4.364E+02  9.111E+02  4.566E+02  1.818E+03  2.229E-01  1.117E-01  4.448E-01  9.288E-01  4.655E-01  1.853E+00
  8.907E+00  1.021E+01  2.109E+02  1.057E+02  4.207E+02  8.845E+02  4.433E+02  1.765E+03  2.149E-01  1.077E-01  4.289E-01  9.017E-01  4.519E-01  1.799E+00
  9.178E+00  1.045E+01  2.030E+02  1.018E+02  4.051E+02  8.575E+02  4.298E+02  1.711E+03  2.070E-01  1.037E-01  4.130E-01  8.741E-01  4.381E-01  1.744E+00
  9.457E+00  1.070E+01  1.954E+02  9.794E+01  3.899E+02  8.310E+02  4.165E+02  1.658E+03  1.992E-01  9.984E-02  3.975E-01  8.471E-01  4.245E-01  1.690E+00
  9.745E+00  1.095E+01  1.880E+02  9.421E+01  3.751E+02  8.049E+02  4.034E+02  1.606E+03  1.916E-01  9.604E-02  3.823E-01  8.205E-01  4.112E-01  1.637E+00
  1.004E+01  1.122E+01  1.807E+02  9.058E+01  3.606E+02  7.793E+02  3.906E+02  1.555E+03  1.842E-01  9.234E-02  3.676E-01  7.944E-01  3.981E-01  1.585E+00
  1.035E+01  1.149E+01  1.737E+02  8.705E+01  3.465E+02  7.542E+02  3.780E+02  1.505E+03  1.770E-01  8.873E-02  3.533E-01  7.688E-01  3.853E-01  1.534E+00
  1.066E+01  1.178E+01  1.668E+02  8.361E+01  3.329E+02  7.297E+02  3.657E+02  1.456E+03  1.701E-01  8.523E-02  3.393E-01  7.438E-01  3.728E-01  1.484E+00
  1.099E+01  1.207E+01  1.602E+02  8.028E+01  3.196E+02  7.057E+02  3.537E+02  1.408E+03  1.633E-01  8.183E-02  3.258E-01  7.194E-01  3.605E-01  1.435E+00
  1.132E+01  1.237E+01  1.537E+02  7.704E+01  3.067E+02  6.822E+02  3.419E+02  1.361E+03  1.567E-01  7.853E-02  3.127E-01  6.954E-01  3.486E-01  1.388E+00
  1.166E+01  1.269E+01  1.475E+02  7.391E+01  2.942E+02  6.593E+02  3.304E+02  1.316E+03  1.503E-01  7.534E-02  2.999E-01  6.721E-01  3.368E-01  1.341E+00
  1.202E+01  1.302E+01  1.414E+02  7.087E+01  2.821E+02  6.370E+02  3.193E+02  1.271E+03  1.441E-01  7.224E-02  2.876E-01  6.493E-01  3.254E-01  1.296E+00
  1.238E+01  1.336E+01  1.355E+02  6.793E+01  2.704E+02  6.152E+02  3.083E+02  1.227E+03  1.382E-01  6.925E-02  2.757E-01  6.271E-01  3.143E-01  1.251E+00
  1.276E+01  1.371E+01  1.299E+02  6.509E+01  2.591E+02  5.940E+02  2.977E+02  1.185E+03  1.324E-01  6.635E-02  2.642E-01  6.055E-01  3.035E-01  1.208E+00
  1.315E+01  1.407E+01  1.244E+02  6.235E+01  2.482E+02  5.733E+02  2.873E+02  1.144E+03  1.268E-01  6.356E-02  2.530E-01  5.844E-01  2.929E-01  1.166E+00
  1.355E+01  1.444E+01  1.191E+02  5.970E+01  2.377E+02  5.532E+02  2.773E+02  1.104E+03  1.214E-01  6.086E-02  2.423E-01  5.639E-01  2.826E-01  1.125E+00
  1.396E+01  1.483E+01  1.140E+02  5.715E+01  2.275E+02  5.337E+02  2.675E+02  1.065E+03  1.162E-01  5.825E-02  2.319E-01  5.440E-01  2.727E-01  1.085E+00
  1.439E+01  1.523E+01  1.091E+02  5.468E+01  2.177E+02  5.147E+02  2.580E+02  1.027E+03  1.112E-01  5.574E-02  2.219E-01  5.247E-01  2.630E-01  1.047E+00
  1.482E+01  1.564E+01  1.044E+02  5.231E+01  2.083E+02  4.963E+02  2.487E+02  9.902E+02  1.064E-01  5.332E-02  2.123E-01  5.059E-01  2.535E-01  1.009E+00
  1.527E+01  1.607E+01  9.982E+01  5.003E+01  1.992E+02  4.784E+02  2.398E+02  9.545E+02  1.018E-01  5.100E-02  2.030E-01  4.877E-01  2.444E-01  9.730E-01
  1.574E+01  1.651E+01  9.544E+01  4.783E+01  1.904E+02  4.611E+02  2.311E+02  9.199E+02  9.728E-02  4.876E-02  1.941E-01  4.700E-01  2.355E-01  9.377E-01
  1.622E+01  1.697E+01  9.122E+01  4.572E+01  1.820E+02  4.442E+02  2.226E+02  8.864E+02  9.299E-02  4.660E-02  1.855E-01  4.528E-01  2.270E-01  9.035E-01
  1.671E+01  1.744E+01  8.717E+01  4.369E+01  1.739E+02  4.279E+02  2.145E+02  8.539E+02  8.886E-02  4.453E-02  1.773E-01  4.362E-01  2.186E-01  8.704E-01
  1.722E+01  1.793E+01  8.328E+01  4.174E+01  1.662E+02  4.122E+02  2.066E+02  8.224E+02  8.489E-02  4.255E-02  1.694E-01  4.201E-01  2.106E-01  8.383E-01
  1.774E+01  1.843E+01  7.954E+01  3.986E+01  1.587E+02  3.969E+02  1.989E+02  7.919E+02  8.108E-02  4.064E-02  1.618E-01  4.046E-01  2.028E-01  8.072E-01
  1.828E+01  1.895E+01  7.595E+01  3.807E+01  1.515E+02  3.821E+02  1.915E+02  7.624E+02  7.743E-02  3.880E-02  1.545E-01  3.895E-01  1.952E-01  7.772E-01
  1.884E+01  1.949E+01  7.251E+01  3.634E+01  1.447E+02  3.678E+02  1.843E+02  7.339E+02  7.392E-02  3.705E-02  1.475E-01  3.749E-01  1.879E-01  7.481E-01
  1.941E+01  2.004E+01  6.922E+01  3.469E+01  1.381E+02  3.540E+02  1.774E+02  7.063E+02  7.056E-02  3.536E-02  1.408E-01  3.608E-01  1.808E-01  7.200E-01
  2.000E+01  2.062E+01  6.605E+01  3.311E+01  1.318E+02  3.406E+02  1.707E+02  6.796E+02  6.733E-02  3.375E-02  1.343E-01  3.472E-01  1.740E-01  6.928E-01
  2.061E+01  2.121E+01  6.303E+01  3.159E+01  1.258E+02  3.277E+02  1.642E+02  6.539E+02  6.425E-02  3.220E-02  1.282E-01  3.341E-01  1.674E-01  6.665E-01
  2.123E+01  2.182E+01  6.013E+01  3.013E+01  1.200E+02  3.152E+02  1.580E+02  6.290E+02  6.129E-02  3.072E-02  1.223E-01  3.214E-01  1.611E-01  6.412E-01
  2.188E+01  2.244E+01  5.735E+01  2.874E+01  1.144E+02  3.032E+02  1.520E+02  6.050E+02  5.846E-02  2.930E-02  1.166E-01  3.091E-01  1.549E-01  6.167E-01
  2.255E+01  2.309E+01  5.469E+01  2.741E+01  1.091E+02  2.916E+02  1.461E+02  5.818E+02  5.575E-02  2.794E-02  1.112E-01  2.972E-01  1.490E-01  5.931E-01
  2.323E+01  2.376E+01  5.215E+01  2.614E+01  1.040E+02  2.804E+02  1.405E+02  5.594E+02  5.316E-02  2.664E-02  1.061E-01  2.858E-01  1.432E-01  5.703E-01
  2.394E+01  2.445E+01  4.971E+01  2.492E+01  9.919E+01  2.696E+02  1.351E+02  5.378E+02  5.068E-02  2.540E-02  1.011E-01  2.748E-01  1.377E-01  5.483E-01
  2.467E+01  2.517E+01  4.739E+01  2.375E+01  9.455E+01  2.591E+02  1.299E+02  5.170E+02  4.831E-02  2.421E-02  9.638E-02  2.641E-01  1.324E-01  5.270E-01
  2.542E+01  2.590E+01  4.516E+01  2.264E+01  9.011E+01  2.491E+02  1.248E+02  4.970E+02  4.604E-02  2.307E-02  9.186E-02  2.539E-01  1.272E-01  5.066E-01
  2.619E+01  2.666E+01  4.304E+01  2.157E+01  8.587E+01  2.394E+02  1.200E+02  4.776E+02  4.387E-02  2.199E-02  8.754E-02  2.440E-01  1.223E-01  4.869E-01
  2.699E+01  2.744E+01  4.101E+01  2.055E+01  8.182E+01  2.300E+02  1.153E+02  4.590E+02  4.180E-02  2.095E-02  8.340E-02  2.345E-01  1.175E-01  4.678E-01
  2.781E+01  2.825E+01  3.907E+01  1.958E+01  7.795E+01  2.210E+02  1.108E+02  4.410E+02  3.982E-02  1.996E-02  7.946E-02  2.253E-01  1.129E-01  4.495E-01
  2.865E+01  2.908E+01  3.721E+01  1.865E+01  7.425E+01  2.123E+02  1.064E+02  4.237E+02  3.793E-02  1.901E-02  7.569E-02  2.164E-01  1.085E-01  4.319E-01
  2.952E+01  2.994E+01  3.544E+01  1.776E+01  7.072E+01  2.040E+02  1.022E+02  4.070E+02  3.613E-02  1.811E-02  7.209E-02  2.079E-01  1.042E-01  4.149E-01
  3.042E+01  3.083E+01  3.375E+01  1.692E+01  6.735E+01  1.959E+02  9.820E+01  3.909E+02  3.441E-02  1.725E-02  6.865E-02  1.997E-01  1.001E-01  3.985E-01
  3.135E+01  3.174E+01  3.214E+01  1.611E+01  6.413E+01  1.882E+02  9.431E+01  3.755E+02  3.276E-02  1.642E-02  6.537E-02  1.918E-01  9.614E-02  3.827E-01
  3.230E+01  3.268E+01  3.060E+01  1.534E+01  6.106E+01  1.807E+02  9.057E+01  3.606E+02  3.120E-02  1.564E-02  6.224E-02  1.842E-01  9.232E-02  3.675E-01
  3.328E+01  3.366E+01  2.913E+01  1.460E+01  5.813E+01  1.735E+02  8.697E+01  3.462E+02  2.970E-02  1.488E-02  5.926E-02  1.769E-01  8.865E-02  3.529E-01
  3.429E+01  3.466E+01  2.773E+01  1.390E+01  5.534E+01  1.666E+02  8.350E+01  3.324E+02  2.827E-02  1.417E-02  5.641E-02  1.698E-01  8.512E-02  3.389E-01
  3.534E+01  3.569E+01  2.640E+01  1.323E+01  5.267E+01  1.600E+02  8.017E+01  3.192E+02  2.691E-02  1.349E-02  5.369E-02  1.631E-01  8.172E-02  3.253E-01
  3.641E+01  3.675E+01  2.512E+01  1.259E+01  5.013E+01  1.536E+02  7.696E+01  3.064E+02  2.561E-02  1.284E-02  5.110E-02  1.565E-01  7.845E-02  3.123E-01
  3.752E+01  3.785E+01  2.391E+01  1.198E+01  4.770E+01  1.474E+02  7.387E+01  2.941E+02  2.437E-02  1.221E-02  4.863E-02  1.503E-01  7.530E-02  2.998E-01
  3.866E+01  3.898E+01  2.275E+01  1.140E+01  4.539E+01  1.415E+02  7.090E+01  2.823E+02  2.319E-02  1.162E-02  4.627E-02  1.442E-01  7.228E-02  2.877E-01
  3.984E+01  4.015E+01  2.164E+01  1.085E+01  4.319E+01  1.358E+02  6.805E+01  2.709E+02  2.206E-02  1.106E-02  4.402E-02  1.384E-01  6.937E-02  2.761E-01
  4.105E+01  4.135E+01  2.059E+01  1.032E+01  4.108E+01  1.303E+02  6.530E+01  2.600E+02  2.099E-02  1.052E-02  4.188E-02  1.328E-01  6.656E-02  2.650E-01
  4.229E+01  4.259E+01  1.959E+01  9.817E+00  3.908E+01  1.250E+02  6.266E+01  2.494E+02  1.997E-02  1.001E-02  3.984E-02  1.274E-01  6.387E-02  2.543E-01
  4.358E+01  4.387E+01  1.863E+01  9.337E+00  3.717E+01  1.200E+02  6.012E+01  2.393E+02  1.899E-02  9.518E-03  3.789E-02  1.223E-01  6.128E-02  2.440E-01
  4.491E+01  4.518E+01  1.772E+01  8.880E+00  3.535E+01  1.151E+02  5.768E+01  2.296E+02  1.806E-02  9.052E-03  3.604E-02  1.173E-01  5.879E-02  2.341E-01
  4.627E+01  4.654E+01  1.685E+01  8.445E+00  3.362E+01  1.104E+02  5.533E+01  2.203E+02  1.718E-02  8.609E-03  3.427E-02  1.125E-01  5.640E-02  2.245E-01
  4.768E+01  4.794E+01  1.602E+01  8.030E+00  3.197E+01  1.059E+02  5.307E+01  2.113E+02  1.633E-02  8.186E-03  3.259E-02  1.079E-01  5.410E-02  2.154E-01
  4.913E+01  4.938E+01  1.523E+01  7.635E+00  3.040E+01  1.016E+02  5.090E+01  2.026E+02  1.553E-02  7.783E-03  3.098E-02  1.035E-01  5.189E-02  2.066E-01
  5.062E+01  5.087E+01  1.448E+01  7.259E+00  2.890E+01  9.740E+01  4.882E+01  1.943E+02  1.476E-02  7.399E-03  2.946E-02  9.929E-02  4.976E-02  1.981E-01
  5.216E+01  5.240E+01  1.377E+01  6.900E+00  2.747E+01  9.340E+01  4.681E+01  1.864E+02  1.403E-02  7.034E-03  2.800E-02  9.521E-02  4.772E-02  1.900E-01
  5.375E+01  5.398E+01  1.309E+01  6.559E+00  2.611E+01  8.956E+01  4.489E+01  1.787E+02  1.334E-02  6.686E-03  2.662E-02  9.130E-02  4.576E-02  1.822E-01
  5.538E+01  5.561E+01  1.244E+01  6.234E+00  2.482E+01  8.587E+01  4.304E+01  1.713E+02  1.268E-02  6.355E-03  2.530E-02  8.753E-02  4.387E-02  1.747E-01
  5.707E+01  5.729E+01  1.182E+01  5.924E+00  2.359E+01  8.232E+01  4.126E+01  1.643E+02  1.205E-02  6.039E-03  2.404E-02  8.392E-02  4.206E-02  1.674E-01
  5.880E+01  5.902E+01  1.123E+01  5.630E+00  2.241E+01  7.891E+01  3.955E+01  1.575E+02  1.145E-02  5.739E-03  2.285E-02  8.044E-02  4.032E-02  1.605E-01
  6.059E+01  6.080E+01  1.067E+01  5.349E+00  2.130E+01  7.564E+01  3.791E+01  1.509E+02  1.088E-02  5.453E-03  2.171E-02  7.711E-02  3.864E-02  1.538E-01
  6.243E+01  6.263E+01  1.014E+01  5.082E+00  2.023E+01  7.249E+01  3.633E+01  1.446E+02  1.034E-02  5.181E-03  2.062E-02  7.390E-02  3.704E-02  1.474E-01
