        rjb        rcd      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50
  1.000E+00  5.099E+00  5.339E+02  2.676E+02  1.065E+03  1.723E+03  8.637E+02  3.439E+03  5.443E-01  2.728E-01  1.086E+00  1.757E+00  8.805E-01  3.505E+00
  1.030E+00  5.105E+00  5.332E+02  2.672E+02  1.064E+03  1.722E+03  8.631E+02  3.436E+03  5.435E-01  2.724E-01  1.084E+00  1.755E+00  8.798E-01  3.503E+00
  1.062E+00  5.111E+00  5.324E+02  2.668E+02  1.062E+03  1.721E+03  8.624E+02  3.433E+03  5.427E-01  2.720E-01  1.083E+00  1.754E+00  8.791E-01  3.500E+00
  1.094E+00  5.118E+00  5.316E+02  2.664E+02  1.061E+03  1.719E+03  8.617E+02  3.430E+03  5.419E-01  2.716E-01  1.081E+00  1.753E+00  8.784E-01  3.497E+00
  1.127E+00  5.126E+00  5.307E+02  2.660E+02  1.059E+03  1.718E+03  8.609E+02  3.427E+03  5.410E-01  2.711E-01  1.079E+00  1.751E+00  8.776E-01  3.494E+00
  1.162E+00  5.133E+00  5.297E+02  2.655E+02  1.057E+03  1.716E+03  8.601E+02  3.424E+03  5.400E-01  2.706E-01  1.077E+00  1.749E+00  8.768E-01  3.490E+00
  1.197E+00  5.141E+00  5.287E+02  2.650E+02  1.055E+03  1.714E+03  8.592E+02  3.421E+03  5.390E-01  2.701E-01  1.075E+00  1.748E+00  8.759E-01  3.487E+00
  1.233E+00  5.150E+00  5.277E+02  2.645E+02  1.053E+03  1.713E+03  8.583E+02  3.417E+03  5.379E-01  2.696E-01  1.073E+00  1.746E+00  8.750E-01  3.483E+00
  1.271E+00  5.159E+00  5.266E+02  2.639E+02  1.051E+03  1.711E+03  8.574E+02  3.413E+03  5.368E-01  2.690E-01  1.071E+00  1.744E+00  8.740E-01  3.479E+00
  1.309E+00  5.169E+00  5.254E+02  2.633E+02  1.048E+03  1.709E+03  8.564E+02  3.409E+03  5.356E-01  2.684E-01  1.069E+00  1.742E+00  8.730E-01  3.475E+00
  1.349E+00  5.179E+00  5.242E+02  2.627E+02  1.046E+03  1.707E+03  8.553E+02  3.405E+03  5.344E-01  2.678E-01  1.066E+00  1.740E+00  8.719E-01  3.471E+00
  1.390E+00  5.190E+00  5.229E+02  2.621E+02  1.043E+03  1.704E+03  8.542E+02  3.401E+03  5.330E-01  2.671E-01  1.064E+00  1.737E+00  8.707E-01  3.466E+00
  1.433E+00  5.201E+00  5.215E+02  2.614E+02  1.041E+03  1.702E+03  8.530E+02  3.396E+03  5.316E-01  2.664E-01  1.061E+00  1.735E+00  8.695E-01  3.462E+00
  1.476E+00  5.213E+00  5.201E+02  2.607E+02  1.038E+03  1.699E+03  8.517E+02  3.391E+03  5.302E-01  2.657E-01  1.058E+00  1.732E+00  8.682E-01  3.456E+00
  1.521E+00  5.226E+00  5.186E+02  2.599E+02  1.035E+03  1.697E+03  8.504E+02  3.385E+03  5.286E-01  2.649E-01  1.055E+00  1.730E+00  8.669E-01  3.451E+00
  1.567E+00  5.240E+00  5.170E+02  2.591E+02  1.031E+03  1.694E+03  8.490E+02  3.380E+03  5.270E-01  2.641E-01  1.051E+00  1.727E+00  8.654E-01  3.445E+00
  1.615E+00  5.254E+00  5.153E+02  2.583E+02  1.028E+03  1.691E+03  8.475E+02  3.374E+03  5.253E-01  2.633E-01  1.048E+00  1.724E+00  8.639E-01  3.439E+00
  1.664E+00  5.270E+00  5.135E+02  2.574E+02  1.025E+03  1.688E+03  8.460E+02  3.368E+03  5.235E-01  2.623E-01  1.044E+00  1.721E+00  8.623E-01  3.433E+00
  1.715E+00  5.286E+00  5.116E+02  2.564E+02  1.021E+03  1.685E+03  8.443E+02  3.361E+03  5.216E-01  2.614E-01  1.041E+00  1.717E+00  8.607E-01  3.426E+00
  1.767E+00  5.303E+00  5.097E+02  2.554E+02  1.017E+03  1.681E+03  8.426E+02  3.354E+03  5.196E-01  2.604E-01  1.037E+00  1.714E+00  8.589E-01  3.419E+00
  1.821E+00  5.321E+00  5.076E+02  2.544E+02  1.013E+03  1.678E+03  8.408E+02  3.347E+03  5.175E-01  2.593E-01  1.032E+00  1.710E+00  8.571E-01  3.412E+00
  1.876E+00  5.340E+00  5.055E+02  2.533E+02  1.009E+03  1.674E+03  8.389E+02  3.340E+03  5.152E-01  2.582E-01  1.028E+00  1.706E+00  8.551E-01  3.404E+00
  1.933E+00  5.361E+00  5.032E+02  2.522E+02  1.004E+03  1.670E+03  8.369E+02  3.332E+03  5.129E-01  2.571E-01  1.023E+00  1.702E+00  8.531E-01  3.396E+00
  1.992E+00  5.382E+00  5.008E+02  2.510E+02  9.992E+02  1.666E+03  8.347E+02  3.323E+03  5.105E-01  2.559E-01  1.019E+00  1.698E+00  8.509E-01  3.388E+00
  2.052E+00  5.405E+00  4.983E+02  2.497E+02  9.943E+02  1.661E+03  8.325E+02  3.314E+03  5.080E-01  2.546E-01  1.014E+00  1.693E+00  8.486E-01  3.379E+00
  2.115E+00  5.429E+00  4.957E+02  2.484E+02  9.890E+02  1.656E+03  8.302E+02  3.305E+03  5.053E-01  2.532E-01  1.008E+00  1.689E+00  8.463E-01  3.369E+00
  2.179E+00  5.454E+00  4.930E+02  2.471E+02  9.836E+02  1.652E+03  8.278E+02  3.295E+03  5.025E-01  2.519E-01  1.003E+00  1.684E+00  8.438E-01  3.359E+00
  2.245E+00  5.481E+00  4.901E+02  2.456E+02  9.779E+02  1.646E+03  8.252E+02  3.285E+03  4.996E-01  2.504E-01  9.968E-01  1.678E+00  8.412E-01  3.349E+00
  2.314E+00  5.509E+00  4.871E+02  2.441E+02  9.719E+02  1.641E+03  8.225E+02  3.274E+03  4.965E-01  2.489E-01  9.907E-01  1.673E+00  8.384E-01  3.338E+00
  2.384E+00  5.539E+00  4.840E+02  2.426E+02  9.657E+02  1.635E+03  8.197E+02  3.263E+03  4.934E-01  2.473E-01  9.844E-01  1.667E+00  8.356E-01  3.326E+00
  2.456E+00  5.571E+00  4.807E+02  2.409E+02  9.592E+02  1.630E+03  8.167E+02  3.252E+03  4.901E-01  2.456E-01  9.778E-01  1.661E+00  8.326E-01  3.315E+00
  2.531E+00  5.604E+00  4.773E+02  2.392E+02  9.524E+02  1.623E+03  8.137E+02  3.239E+03  4.866E-01  2.439E-01  9.709E-01  1.655E+00  8.294E-01  3.302E+00
  2.608E+00  5.639E+00  4.738E+02  2.375E+02  9.454E+02  1.617E+03  8.105E+02  3.226E+03  4.830E-01  2.421E-01  9.637E-01  1.648E+00  8.261E-01  3.289E+00
  2.687E+00  5.676E+00  4.701E+02  2.356E+02  9.381E+02  1.610E+03  8.071E+02  3.213E+03  4.792E-01  2.402E-01  9.562E-01  1.642E+00  8.227E-01  3.275E+00
  2.769E+00  5.716E+00  4.663E+02  2.337E+02  9.304E+02  1.603E+03  8.036E+02  3.199E+03  4.754E-01  2.382E-01  9.485E-01  1.634E+00  8.192E-01  3.261E+00
  2.853E+00  5.757E+00  4.624E+02  2.317E+02  9.225E+02  1.596E+03  7.999E+02  3.185E+03  4.713E-01  2.362E-01  9.404E-01  1.627E+00  8.154E-01  3.246E+00
  2.940E+00  5.800E+00  4.582E+02  2.297E+02  9.143E+02  1.588E+03  7.961E+02  3.169E+03  4.671E-01  2.341E-01  9.320E-01  1.619E+00  8.116E-01  3.231E+00
  3.030E+00  5.846E+00  4.540E+02  2.275E+02  9.058E+02  1.581E+03  7.922E+02  3.154E+03  4.628E-01  2.319E-01  9.233E-01  1.611E+00  8.075E-01  3.215E+00
  3.122E+00  5.894E+00  4.496E+02  2.253E+02  8.970E+02  1.572E+03  7.881E+02  3.137E+03  4.583E-01  2.297E-01  9.144E-01  1.603E+00  8.033E-01  3.198E+00
  3.217E+00  5.945E+00  4.450E+02  2.230E+02  8.879E+02  1.564E+03  7.838E+02  3.120E+03  4.536E-01  2.274E-01  9.051E-01  1.594E+00  7.990E-01  3.181E+00
  3.314E+00  5.999E+00  4.403E+02  2.207E+02  8.785E+02  1.555E+03  7.793E+02  3.103E+03  4.488E-01  2.249E-01  8.955E-01  1.585E+00  7.944E-01  3.163E+00
  3.415E+00  6.055E+00  4.354E+02  2.182E+02  8.688E+02  1.546E+03  7.747E+02  3.084E+03  4.439E-01  2.225E-01  8.856E-01  1.576E+00  7.898E-01  3.144E+00
  3.519E+00  6.114E+00  4.304E+02  2.157E+02  8.588E+02  1.536E+03  7.700E+02  3.065E+03  4.388E-01  2.199E-01  8.755E-01  1.566E+00  7.849E-01  3.125E+00
  3.626E+00  6.176E+00  4.253E+02  2.131E+02  8.486E+02  1.526E+03  7.651E+02  3.046E+03  4.335E-01  2.173E-01  8.650E-01  1.556E+00  7.799E-01  3.105E+00
  3.736E+00  6.242E+00  4.200E+02  2.105E+02  8.380E+02  1.516E+03  7.600E+02  3.025E+03  4.281E-01  2.146E-01  8.542E-01  1.546E+00  7.747E-01  3.084E+00
  3.850E+00  6.311E+00  4.146E+02  2.078E+02  8.272E+02  1.506E+03  7.547E+02  3.005E+03  4.226E-01  2.118E-01  8.432E-01  1.535E+00  7.693E-01  3.063E+00
  3.967E+00  6.383E+00  4.090E+02  2.050E+02  8.161E+02  1.495E+03  7.493E+02  2.983E+03  4.169E-01  2.090E-01  8.319E-01  1.524E+00  7.638E-01  3.041E+00
  4.088E+00  6.458E+00  4.033E+02  2.021E+02  8.047E+02  1.484E+03  7.437E+02  2.961E+03  4.111E-01  2.061E-01  8.203E-01  1.513E+00  7.581E-01  3.018E+00
  4.212E+00  6.538E+00  3.975E+02  1.992E+02  7.931E+02  1.472E+03  7.380E+02  2.938E+03  4.052E-01  2.031E-01  8.085E-01  1.501E+00  7.522E-01  2.995E+00
  4.340E+00  6.621E+00  3.916E+02  1.962E+02  7.813E+02  1.461E+03  7.320E+02  2.914E+03  3.991E-01  2.000E-01  7.964E-01  1.489E+00  7.462E-01  2.971E+00
  4.472E+00  6.708E+00  3.855E+02  1.932E+02  7.692E+02  1.449E+03  7.260E+02  2.890E+03  3.930E-01  1.970E-01  7.841E-01  1.477E+00  7.400E-01  2.946E+00
  4.608E+00  6.800E+00  3.794E+02  1.901E+02  7.569E+02  1.436E+03  7.198E+02  2.865E+03  3.867E-01  1.938E-01  7.716E-01  1.464E+00  7.337E-01  2.921E+00
  4.748E+00  6.895E+00  3.731E+02  1.870E+02  7.444E+02  1.423E+03  7.134E+02  2.840E+03  3.803E-01  1.906E-01  7.588E-01  1.451E+00  7.272E-01  2.895E+00
  4.893E+00  6.996E+00  3.667E+02  1.838E+02  7.317E+02  1.410E+03  7.069E+02  2.814E+03  3.738E-01  1.874E-01  7.459E-01  1.438E+00  7.206E-01  2.869E+00
  5.041E+00  7.100E+00  3.603E+02  1.806E+02  7.189E+02  1.397E+03  7.002E+02  2.788E+03  3.673E-01  1.841E-01  7.328E-01  1.424E+00  7.138E-01  2.842E+00
  5.195E+00  7.210E+00  3.538E+02  1.773E+02  7.059E+02  1.384E+03  6.934E+02  2.760E+03  3.606E-01  1.807E-01  7.196E-01  1.410E+00  7.068E-01  2.814E+00
  5.353E+00  7.325E+00  3.472E+02  1.740E+02  6.928E+02  1.370E+03  6.865E+02  2.733E+03  3.539E-01  1.774E-01  7.062E-01  1.396E+00  6.998E-01  2.786E+00
  5.516E+00  7.445E+00  3.406E+02  1.707E+02  6.795E+02  1.356E+03  6.794E+02  2.705E+03  3.471E-01  1.740E-01  6.927E-01  1.382E+00  6.926E-01  2.757E+00
  5.683E+00  7.570E+00  3.339E+02  1.673E+02  6.661E+02  1.341E+03  6.722E+02  2.676E+03  3.403E-01  1.706E-01  6.790E-01  1.367E+00  6.852E-01  2.728E+00
  5.856E+00  7.700E+00  3.271E+02  1.639E+02  6.527E+02  1.327E+03  6.649E+02  2.647E+03  3.335E-01  1.671E-01  6.653E-01  1.352E+00  6.778E-01  2.698E+00
  6.034E+00  7.837E+00  3.203E+02  1.606E+02  6.392E+02  1.312E+03  6.575E+02  2.618E+03  3.265E-01  1.637E-01  6.516E-01  1.337E+00  6.703E-01  2.668E+00
  6.218E+00  7.979E+00  3.135E+02  1.571E+02  6.256E+02  1.297E+03  6.500E+02  2.588E+03  3.196E-01  1.602E-01  6.377E-01  1.322E+00  6.626E-01  2.638E+00
  6.407E+00  8.127E+00  3.067E+02  1.537E+02  6.120E+02  1.282E+03  6.424E+02  2.557E+03  3.127E-01  1.567E-01  6.239E-01  1.307E+00  6.549E-01  2.607E+00
  6.602E+00  8.281E+00  2.999E+02  1.503E+02  5.984E+02  1.266E+03  6.347E+02  2.527E+03  3.057E-01  1.532E-01  6.100E-01  1.291E+00  6.470E-01  2.576E+00
  6.802E+00  8.442E+00  2.931E+02  1.469E+02  5.848E+02  1.251E+03  6.270E+02  2.496E+03  2.988E-01  1.497E-01  5.962E-01  1.275E+00  6.391E-01  2.544E+00
  7.009E+00  8.610E+00  2.863E+02  1.435E+02  5.713E+02  1.235E+03  6.191E+02  2.465E+03  2.919E-01  1.463E-01  5.823E-01  1.259E+00  6.311E-01  2.512E+00
  7.222E+00  8.784E+00  2.795E+02  1.401E+02  5.577E+02  1.220E+03  6.112E+02  2.433E+03  2.849E-01  1.428E-01  5.685E-01  1.243E+00  6.230E-01  2.480E+00
  7.442E+00  8.966E+00  2.728E+02  1.367E+02  5.443E+02  1.204E+03  6.032E+02  2.402E+03  2.781E-01  1.394E-01  5.548E-01  1.227E+00  6.149E-01  2.448E+00
