#FaultName, Index, RELM Region,North Region,San Francisco Region,Central Coast Region,Los Angeles Region,Mojave Region,Mid Region,Northeast Region,Rest of state
Elsinore,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elsinore,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elsinore,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elsinore,3,1.0,0.0,0.0,0.0,0.92105263,0.0,0.0,0.0,0.078947365
Elsinore,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Elsinore,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elsinore,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elsinore,7,1.0,0.0,0.0,0.0,0.96648043,0.0,0.0,0.0,0.033519555
Elsinore,8,1.0,0.0,0.0,0.0,0.5966387,0.0,0.0,0.0,0.40336135
Elsinore,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elsinore,10,1.0,0.0,0.0,0.0,0.9766537,0.0,0.0,0.0,0.023346303
Elsinore,11,1.0,0.0,0.0,0.0,0.78280544,0.0,0.0,0.0,0.21719457
Elsinore,12,1.0,0.0,0.0,0.0,0.980198,0.0,0.0,0.0,0.01980198
Elsinore,13,1.0,0.0,0.0,0.0,0.8394649,0.0,0.0,0.0,0.16053511
Elsinore,14,1.0,0.0,0.0,0.0,0.8608696,0.0,0.0,0.0,0.13913043
Garlock,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Garlock,16,1.0,0.0,0.0,0.0,0.0,0.95535713,0.0,0.0,0.04464286
Garlock,17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Garlock,18,1.0,0.0,0.0,0.0,0.0,0.6815287,0.0,0.0,0.31847134
Garlock,19,1.0,0.0,0.0,0.0,0.0,0.9810427,0.0,0.0,0.018957347
Garlock,20,1.0,0.0,0.0,0.0,0.0,0.80544746,0.0,0.0,0.19455253
San Jacinto,21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
San Jacinto,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
San Jacinto,23,1.0,0.0,0.0,0.0,0.9166667,0.027777778,0.0,0.0,0.055555556
San Jacinto,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
San Jacinto,25,1.0,0.0,0.0,0.0,0.045454547,0.8636364,0.0,0.0,0.09090909
San Jacinto,26,1.0,0.0,0.0,0.0,0.0,0.6571429,0.0,0.0,0.34285715
San Jacinto,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
San Jacinto,28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
San Jacinto,29,1.0,0.0,0.0,0.0,0.9507042,0.02112676,0.0,0.0,0.028169014
San Jacinto,30,1.0,0.0,0.0,0.0,0.5546219,0.4117647,0.0,0.0,0.033613447
San Jacinto,31,1.0,0.0,0.0,0.0,0.5714286,0.34453782,0.0,0.0,0.084033616
San Jacinto,32,1.0,0.0,0.0,0.0,0.025641026,0.7692308,0.0,0.0,0.20512821
San Jacinto,33,1.0,0.0,0.0,0.0,0.0,0.37096775,0.0,0.0,0.62903225
San Jacinto,34,1.0,0.0,0.0,0.0,0.96791446,0.01604278,0.0,0.0,0.01604278
San Jacinto,35,1.0,0.0,0.0,0.0,0.71428573,0.26455027,0.0,0.0,0.02116402
San Jacinto,36,1.0,0.0,0.0,0.0,0.7287234,0.21276596,0.0,0.0,0.05851064
San Jacinto,37,1.0,0.0,0.0,0.0,0.44444445,0.4117647,0.0,0.0,0.14379086
San Jacinto,38,1.0,0.0,0.0,0.0,0.01923077,0.5769231,0.0,0.0,0.40384614
San Jacinto,39,1.0,0.0,0.0,0.0,0.77350426,0.21367522,0.0,0.0,0.012820513
San Jacinto,40,1.0,0.0,0.0,0.0,0.7854077,0.17167382,0.0,0.0,0.042918455
San Jacinto,41,1.0,0.0,0.0,0.0,0.6143498,0.2780269,0.0,0.0,0.10762332
San Jacinto,42,1.0,0.0,0.0,0.0,0.37430167,0.3519553,0.0,0.0,0.273743
San Jacinto,43,1.0,0.0,0.0,0.0,0.6828358,0.23507462,0.0,0.0,0.08208955
San Jacinto,44,1.0,0.0,0.0,0.0,0.5502008,0.24899599,0.0,0.0,0.20080322
San Jacinto,45,1.0,0.0,0.0,0.0,0.622449,0.21428572,0.0,0.0,0.1632653
N. San Andreas,46,1.0,0.810219,0.0,0.0,0.0,0.0,0.0,0.0,0.18978103
N. San Andreas,47,1.0,0.047368422,0.5105263,0.0,0.0,0.0,0.0,0.0,0.44210526
N. San Andreas,48,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
N. San Andreas,49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
N. San Andreas,50,1.0,0.36503068,0.29447854,0.0,0.0,0.0,0.0,0.0,0.3404908
N. San Andreas,51,1.0,0.02909091,0.65818185,0.0,0.0,0.0,0.0,0.0,0.31272727
N. San Andreas,52,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
N. San Andreas,53,1.0,0.2895377,0.4403893,0.0,0.0,0.0,0.0,0.0,0.270073
N. San Andreas,54,1.0,0.023738872,0.72106826,0.0,0.0,0.0,0.0,0.0,0.25519288
N. San Andreas,55,1.0,0.25158563,0.5137421,0.0,0.0,0.0,0.0,0.0,0.23467231
S. San Andreas,56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
S. San Andreas,57,1.0,0.0,0.0,0.9375,0.0,0.0,0.015625,0.0,0.046875
S. San Andreas,58,1.0,0.0,0.0,0.0,0.0,0.7,0.23333333,0.0,0.06666667
S. San Andreas,59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S. San Andreas,60,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S. San Andreas,61,1.0,0.0,0.0,0.0,0.67676765,0.32323232,0.0,0.0,0.0
S. San Andreas,62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S. San Andreas,63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S. San Andreas,64,1.0,0.0,0.0,0.0,0.01754386,0.94736844,0.0,0.0,0.03508772
S. San Andreas,65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S. San Andreas,66,1.0,0.0,0.0,0.96,0.0,0.0,0.01,0.0,0.03
S. San Andreas,67,1.0,0.0,0.0,0.4796748,0.0,0.3495935,0.11382114,0.0,0.05691057
S. San Andreas,68,1.0,0.0,0.0,0.0,0.0,0.8363636,0.12727273,0.0,0.036363635
S. San Andreas,69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S. San Andreas,70,1.0,0.0,0.0,0.0,0.4888889,0.51111114,0.0,0.0,0.0
S. San Andreas,71,1.0,0.0,0.0,0.0,0.76119405,0.23880596,0.0,0.0,0.0
S. San Andreas,72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S. San Andreas,73,1.0,0.0,0.0,0.0,0.4509804,0.5294118,0.0,0.0,0.019607844
S. San Andreas,74,1.0,0.0,0.0,0.0,0.0,0.97619045,0.0,0.0,0.023809524
S. San Andreas,75,1.0,0.0,0.0,0.6037736,0.0,0.26415095,0.08805031,0.0,0.044025157
S. San Andreas,76,1.0,0.0,0.0,0.34302327,0.0,0.53488374,0.08139535,0.0,0.040697675
S. San Andreas,77,1.0,0.0,0.0,0.0,0.0,0.877551,0.0952381,0.0,0.027210884
S. San Andreas,78,1.0,0.0,0.0,0.0,0.35675675,0.64324325,0.0,0.0,0.0
S. San Andreas,79,1.0,0.0,0.0,0.0,0.5906433,0.4093567,0.0,0.0,0.0
S. San Andreas,80,1.0,0.0,0.0,0.0,0.81920904,0.18079096,0.0,0.0,0.0
S. San Andreas,81,1.0,0.0,0.0,0.0,0.5912409,0.3941606,0.0,0.0,0.01459854
S. San Andreas,82,1.0,0.0,0.0,0.0,0.2631579,0.71929824,0.0,0.0,0.01754386
S. San Andreas,83,1.0,0.0,0.0,0.45933014,0.0,0.4401914,0.066985644,0.0,0.033492822
S. San Andreas,84,1.0,0.0,0.0,0.28229666,0.0,0.6172249,0.066985644,0.0,0.033492822
S. San Andreas,85,1.0,0.0,0.0,0.0,0.2704918,0.6557377,0.057377048,0.0,0.016393442
S. San Andreas,86,1.0,0.0,0.0,0.0,0.46153846,0.53846157,0.0,0.0,0.0
S. San Andreas,87,1.0,0.0,0.0,0.0,0.6775701,0.3224299,0.0,0.0,0.0
S. San Andreas,88,1.0,0.0,0.0,0.0,0.6255319,0.36595744,0.0,0.0,0.008510638
S. San Andreas,89,1.0,0.0,0.0,0.0,0.39130434,0.5942029,0.0,0.0,0.014492754
S. San Andreas,90,1.0,0.0,0.0,0.3902439,0.0,0.5243902,0.05691057,0.0,0.028455285
S. San Andreas,91,1.0,0.0,0.0,0.1921824,0.21498372,0.52443,0.045602605,0.0,0.022801302
S. San Andreas,92,1.0,0.0,0.0,0.0,0.3642857,0.5714286,0.05,0.0,0.014285714
S. San Andreas,93,1.0,0.0,0.0,0.0,0.54924244,0.45075756,0.0,0.0,0.0
S. San Andreas,94,1.0,0.0,0.0,0.0,0.54044116,0.4522059,0.0,0.0,0.007352941
S. San Andreas,95,1.0,0.0,0.0,0.0,0.48026314,0.50986844,0.0,0.0,0.009868421
S. San Andreas,96,1.0,0.0,0.0,0.27988338,0.19241983,0.4664723,0.040816326,0.0,0.020408163
S. San Andreas,97,1.0,0.0,0.0,0.17251462,0.29532164,0.47076023,0.040935673,0.0,0.020467836
S. San Andreas,98,1.0,0.0,0.0,0.0,0.4489164,0.49535602,0.043343652,0.0,0.012383901
S. San Andreas,99,1.0,0.0,0.0,0.0,0.45652175,0.5372671,0.0,0.0,0.0062111802
S. San Andreas,100,1.0,0.0,0.0,0.0,0.4281525,0.56304985,0.0,0.0,0.008797654
S. San Andreas,101,1.0,0.0,0.0,0.25396827,0.26719576,0.42328042,0.037037037,0.0,0.018518519
S. San Andreas,102,1.0,0.0,0.0,0.15324676,0.37662336,0.41558442,0.036363635,0.0,0.018181818
S. San Andreas,103,1.0,0.0,0.0,0.0,0.38582677,0.5616798,0.036745407,0.0,0.015748031
S. San Andreas,104,1.0,0.0,0.0,0.0,0.37340152,0.6189258,0.0,0.0,0.0076726344
S. San Andreas,105,1.0,0.0,0.0,0.22748815,0.34360188,0.37914693,0.033175357,0.0,0.016587678
S. San Andreas,106,1.0,0.0,0.0,0.13318284,0.33182845,0.48307,0.03160271,0.0,0.020316027
S. San Andreas,107,1.0,0.0,0.0,0.0,0.32444444,0.6288889,0.031111112,0.0,0.015555556
S. San Andreas,108,1.0,0.0,0.0,0.2,0.30625,0.44583333,0.029166667,0.0,0.01875
S. San Andreas,109,1.0,0.0,0.0,0.116959065,0.28460038,0.5516569,0.027290449,0.0,0.019493178
S. San Andreas,110,1.0,0.0,0.0,0.17486338,0.26593807,0.5154827,0.02550091,0.0,0.018214935
Hayward-Rodgers Creek,111,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayward-Rodgers Creek,112,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayward-Rodgers Creek,113,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayward-Rodgers Creek,114,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayward-Rodgers Creek,115,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayward-Rodgers Creek,116,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Calaveras,117,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Calaveras,118,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Calaveras,119,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Calaveras,120,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Calaveras,121,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Calaveras,122,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
