lat, long, log10(Mo_nk), log10(Mo_zeng), log10(Mo_abm)
34.8,-116.3,14.924,15,14.955
34.8,-116.2,15.052,14.976,14.376
34.8,-116.1,14.906,14.945,15.213
34.8,-116,14.897,14.909,15.211
34.8,-115.9,14.952,14.875,15.132
34.8,-115.8,14.897,14.846,15.112
34.8,-115.7,14.833,14.825,14.955
34.8,-115.6,14.837,14.818,14.816
34.8,-115.5,14.872,14.819,14.654
34.8,-115.4,14.88,14.825,14.516
34.8,-115.3,14.891,14.831,14.472
34.8,-115.2,14.895,14.838,14.426
34.8,-115.1,14.877,14.844,14.378
34.8,-115,14.852,14.849,14.329
34.8,-114.9,14.786,14.853,14.277
34.8,-114.8,14.768,14.856,14.229
34.8,-114.7,14.776,14.858,14.184
34.8,-114.6,14.738,14.859,14.141
34.8,-114.5,14.688,14.859,14.099
34.8,-114.4,14.697,14.859,14.056
34.8,-114.3,14.821,14.858,14.014
34.8,-114.2,14.901,14.857,13.972
34.8,-114.1,14.952,14.855,13.931
34.8,-114,14.871,14.853,13.89
34.8,-113.9,14.846,14.85,13.849
34.8,-113.8,14.848,14.847,13.807
34.8,-113.7,14.761,14.845,13.764
34.8,-113.6,14.192,14.848,13.721
34.8,-113.5,-1000,14.858,13.676
34.9,-122,14.679,14.463,14.031
34.9,-121.9,14.644,14.329,14.108
34.9,-121.8,14.654,14.332,14.186
34.9,-121.7,14.674,14.332,14.268
34.9,-121.6,14.704,14.318,14.353
34.9,-121.5,14.691,14.298,14.443
34.9,-121.4,14.682,14.278,14.54
34.9,-121.3,14.625,14.26,14.648
34.9,-121.2,14.566,14.245,14.795
34.9,-121.1,14.48,14.234,14.929
34.9,-121,14.482,14.229,15.027
34.9,-120.9,14.597,14.233,15.071
34.9,-120.8,14.218,14.249,15.05
34.9,-120.7,14.163,14.278,14.917
34.9,-120.6,14.215,14.329,14.906
34.9,-120.5,13.797,14.405,14.797
34.9,-120.4,13.848,14.491,14.518
34.9,-120.3,14.267,14.58,14.501
34.9,-120.2,14.283,14.669,14.717
34.9,-120.1,14.604,14.75,14.873
34.9,-120,14.996,14.832,15.011
34.9,-119.9,15.023,14.931,15.022
34.9,-119.8,15.068,15.036,15.253
34.9,-119.7,15.478,15.137,15.316
34.9,-119.6,15.682,15.233,15.317
34.9,-119.5,15.979,15.334,15.492
34.9,-119.4,15.915,15.443,15.949
34.9,-119.3,15.788,15.342,15.998
34.9,-119.2,15.793,15.087,15.918
34.9,-119.1,15.787,15.071,15.86
34.9,-119,15.591,15.116,15.856
34.9,-118.9,15.933,15.155,15.813
34.9,-118.8,15.724,15.187,15.813
34.9,-118.7,15.426,14.508,15.798
34.9,-118.6,15.198,14.606,15.563
34.9,-118.5,14.748,14.633,15.493
34.9,-118.4,14.396,14.605,15.297
34.9,-118.3,14.328,14.571,15.282
34.9,-118.2,14.406,14.572,15.233
34.9,-118.1,14.5,14.583,15.131
34.9,-118,14.606,14.608,15.065
34.9,-117.9,14.669,14.429,15.057
34.9,-117.8,14.798,14.161,15.098
34.9,-117.7,14.89,14.516,15.136
34.9,-117.6,15.027,14.712,15.198
34.9,-117.5,15.086,14.82,15.206
34.9,-117.4,15.076,14.884,15.214
34.9,-117.3,15.218,14.921,15.205
34.9,-117.2,15.084,14.944,15.215
34.9,-117.1,15.052,14.964,15.224
34.9,-117,15.106,14.981,15.325
34.9,-116.9,15.101,14.993,15.386
34.9,-116.8,15.186,15.002,15.305
34.9,-116.7,14.976,15.011,15.175
34.9,-116.6,14.783,15.019,15.172
34.9,-116.5,15.12,15.021,15.007
34.9,-116.4,15.001,15.015,14.942
34.9,-116.3,14.746,14.997,14.996
34.9,-116.2,14.913,14.969,15.135
34.9,-116.1,14.493,14.934,15.436
34.9,-116,14.638,14.898,15.443
34.9,-115.9,14.829,14.866,15.41
34.9,-115.8,14.818,14.843,15.216
34.9,-115.7,14.847,14.83,14.841
34.9,-115.6,14.824,14.824,14.681
34.9,-115.5,14.844,14.823,14.545
34.9,-115.4,14.873,14.824,14.444
34.9,-115.3,14.887,14.827,14.403
34.9,-115.2,14.844,14.837,14.362
34.9,-115.1,14.836,14.845,14.319
34.9,-115,14.791,14.851,14.274
34.9,-114.9,14.747,14.855,14.228
34.9,-114.8,14.731,14.858,14.185
34.9,-114.7,14.746,14.86,14.144
34.9,-114.6,14.669,14.86,14.105
34.9,-114.5,14.633,14.86,14.066
34.9,-114.4,14.674,14.859,14.027
34.9,-114.3,14.786,14.857,13.988
34.9,-114.2,14.859,14.856,13.951
34.9,-114.1,14.857,14.853,13.914
34.9,-114,14.71,14.85,13.877
34.9,-113.9,14.732,14.846,13.838
34.9,-113.8,14.775,14.844,13.798
34.9,-113.7,14.745,14.844,13.758
34.9,-113.6,14.6,14.854,13.717
34.9,-113.5,-1000,14.872,13.675
35,-122.1,14.547,14.467,13.968
35,-122,14.493,14.344,14.047
35,-121.9,14.447,14.277,14.127
35,-121.8,14.477,14.276,14.208
35,-121.7,14.609,14.258,14.291
35,-121.6,14.665,14.227,14.378
35,-121.5,14.665,14.19,14.474
35,-121.4,14.672,14.151,14.579
35,-121.3,14.583,14.112,14.695
35,-121.2,14.48,14.073,14.841
35,-121.1,14.413,14.035,14.978
35,-121,14.437,14,15.053
35,-120.9,14.486,14.026,15.074
35,-120.8,14.485,14.074,15.008
35,-120.7,13.776,14.138,14.929
35,-120.6,14.367,14.218,14.929
35,-120.5,14.683,14.314,14.794
35,-120.4,14.886,14.427,14.536
35,-120.3,14.392,14.548,14.44
35,-120.2,14.319,14.671,14.591
35,-120.1,14.691,14.788,14.756
35,-120,14.889,14.887,14.879
35,-119.9,15.079,15.013,15.265
35,-119.8,15.179,15.14,15.42
35,-119.7,15.791,15.28,15.42
35,-119.6,15.927,15.424,15.42
35,-119.5,15.971,15.571,15.83
35,-119.4,15.686,15.401,16.016
35,-119.3,15.583,15.322,15.999
35,-119.2,15.573,15.261,15.919
35,-119.1,15.64,15.244,15.919
35,-119,15.644,15.259,15.857
35,-118.9,15.561,15.29,15.835
35,-118.8,15.367,15.322,15.821
35,-118.7,15.319,15.372,15.818
35,-118.6,15.558,15.438,15.745
35,-118.5,15.483,15.512,15.513
35,-118.4,15.032,14.899,15.505
35,-118.3,14.242,14.864,15.319
35,-118.2,14.275,14.777,15.226
35,-118.1,14.381,14.694,15.188
35,-118,14.482,14.65,15.117
35,-117.9,14.613,14.537,15.175
35,-117.8,14.807,14.486,15.252
35,-117.7,15.012,14.493,15.268
35,-117.6,15.088,14.646,15.266
35,-117.5,15.08,14.744,15.259
35,-117.4,15.213,14.81,15.232
35,-117.3,15.244,14.858,15.229
35,-117.2,15.16,14.902,15.229
35,-117.1,15.137,14.946,15.329
35,-117,15.427,14.975,15.415
35,-116.9,15.065,14.992,15.415
35,-116.8,15.274,15.004,15.309
35,-116.7,15.008,15.017,15.117
35,-116.6,14.799,15.03,15.121
35,-116.5,14.647,15.037,15.07
35,-116.4,15.183,15.032,15.039
35,-116.3,14.835,15.013,14.995
35,-116.2,14.806,14.98,15.025
35,-116.1,14.089,14.939,15.029
35,-116,14.593,14.902,15.076
35,-115.9,14.796,14.875,15.078
35,-115.8,14.857,14.861,14.963
35,-115.7,14.878,14.856,14.874
35,-115.6,14.853,14.857,14.641
35,-115.5,14.84,14.859,14.475
35,-115.4,14.875,14.86,14.385
35,-115.3,14.831,14.86,14.345
35,-115.2,14.825,14.859,14.306
35,-115.1,14.815,14.856,14.265
35,-115,14.761,14.859,14.224
35,-114.9,14.728,14.862,14.183
35,-114.8,14.694,14.864,14.143
35,-114.7,14.683,14.865,14.106
35,-114.6,14.65,14.864,14.069
35,-114.5,14.642,14.863,14.034
35,-114.4,14.691,14.861,13.999
35,-114.3,14.767,14.858,13.965
35,-114.2,14.79,14.856,13.932
35,-114.1,14.573,14.853,13.898
35,-114,14.532,14.849,13.864
35,-113.9,14.568,14.844,13.827
35,-113.8,14.735,14.842,13.791
35,-113.7,14.779,14.846,13.753
35,-113.6,14.719,14.863,13.714
35.1,-122.1,14.496,14.35,13.978
35.1,-122,14.513,14.226,14.062
35.1,-121.9,14.507,14.233,14.147
35.1,-121.8,14.555,14.214,14.233
35.1,-121.7,14.666,14.176,14.319
35.1,-121.6,14.69,14.127,14.415
35.1,-121.5,14.714,14.07,14.52
35.1,-121.4,14.736,14.006,14.635
35.1,-121.3,14.606,13.934,14.76
35.1,-121.2,14.501,13.857,14.892
35.1,-121.1,14.393,13.858,14.982
35.1,-121,14.462,13.878,14.991
35.1,-120.9,14.485,13.915,14.965
35.1,-120.8,14.069,13.964,14.955
35.1,-120.7,13.889,14.022,14.955
35.1,-120.6,14.357,14.093,14.926
35.1,-120.5,14.709,14.191,14.803
35.1,-120.4,14.445,14.327,14.628
35.1,-120.3,14.364,14.494,14.338
35.1,-120.2,14.387,14.667,14.31
35.1,-120.1,14.968,14.832,14.759
35.1,-120,15.358,14.975,15.234
35.1,-119.9,15.44,15.109,15.38
35.1,-119.8,15.27,15.25,15.38
35.1,-119.7,15.83,15.416,15.406
35.1,-119.6,15.579,15.575,15.42
35.1,-119.5,15.131,15.477,15.836
35.1,-119.4,15.252,15.237,15.994
35.1,-119.3,15.293,15.237,15.976
35.1,-119.2,15.354,15.271,15.903
35.1,-119.1,15.523,15.31,15.903
35.1,-119,15.54,15.336,15.889
35.1,-118.9,15.344,15.344,15.868
35.1,-118.8,15.011,15.343,15.847
35.1,-118.7,14.905,15.338,15.837
35.1,-118.6,15.208,15.34,15.747
35.1,-118.5,15.085,15.336,15.7
35.1,-118.4,14.993,15.333,15.557
35.1,-118.3,14.95,15.357,15.353
35.1,-118.2,14.757,15.091,15.246
35.1,-118.1,14.168,15.038,15.243
35.1,-118,14.265,14.985,15.201
35.1,-117.9,14.415,14.912,15.3
35.1,-117.8,14.984,14.777,15.363
35.1,-117.7,15.097,14.511,15.484
35.1,-117.6,15.076,14.449,15.437
35.1,-117.5,15.153,14.584,15.439
35.1,-117.4,15.199,14.68,15.206
35.1,-117.3,15.179,14.765,15.203
35.1,-117.2,15.172,14.856,15.28
35.1,-117.1,15.402,14.928,15.364
35.1,-117,15.103,14.97,15.362
35.1,-116.9,14.991,14.992,15.359
35.1,-116.8,14.713,15.009,14.783
35.1,-116.7,15.093,15.031,14.61
35.1,-116.6,15.001,15.057,14.817
35.1,-116.5,15.152,15.073,14.822
35.1,-116.4,14.891,15.072,14.862
35.1,-116.3,14.838,15.049,14.88
35.1,-116.2,14.387,15.009,14.812
35.1,-116.1,14.773,14.963,14.803
35.1,-116,14.75,14.926,14.951
35.1,-115.9,14.822,14.908,15.002
35.1,-115.8,14.854,14.902,14.962
35.1,-115.7,14.873,14.903,14.833
35.1,-115.6,14.866,14.904,14.638
35.1,-115.5,14.856,14.905,14.467
35.1,-115.4,14.829,14.903,14.365
35.1,-115.3,14.805,14.9,14.313
35.1,-115.2,14.826,14.895,14.267
35.1,-115.1,14.785,14.889,14.224
35.1,-115,14.746,14.883,14.182
35.1,-114.9,14.688,14.875,14.142
35.1,-114.8,14.67,14.873,14.104
35.1,-114.7,14.638,14.872,14.069
35.1,-114.6,14.649,14.87,14.036
35.1,-114.5,14.649,14.867,14.004
35.1,-114.4,14.7,14.864,13.974
35.1,-114.3,14.797,14.861,13.945
35.1,-114.2,14.766,14.857,13.915
35.1,-114.1,14.774,14.853,13.885
35.1,-114,14.64,14.849,13.852
35.1,-113.9,14.431,14.846,13.819
35.1,-113.8,14.667,14.847,13.785
35.1,-113.7,14.737,14.857,13.749
35.2,-122.2,14.459,14.36,13.894
35.2,-122.1,14.472,14.232,13.985
35.2,-122,14.516,14.196,14.077
35.2,-121.9,14.537,14.192,14.169
35.2,-121.8,14.592,14.158,14.262
35.2,-121.7,14.739,14.112,14.358
35.2,-121.6,14.766,14.059,14.462
35.2,-121.5,14.812,14.001,14.576
35.2,-121.4,14.759,13.942,14.699
35.2,-121.3,14.677,13.937,14.826
35.2,-121.2,14.536,13.964,14.949
35.2,-121.1,14.479,14.006,14.91
35.2,-121,14.504,14.058,14.884
35.2,-120.9,14.687,14.116,14.914
35.2,-120.8,12.829,14.174,14.981
35.2,-120.7,14.847,14.227,14.98
35.2,-120.6,14.961,14.269,14.926
35.2,-120.5,14.424,14.298,14.899
35.2,-120.4,14.319,14.379,14.785
35.2,-120.3,14.115,14.462,14.264
35.2,-120.2,15.048,14.63,14.176
35.2,-120.1,15.434,14.849,14.695
35.2,-120,15.634,15.041,14.844
35.2,-119.9,15.225,15.204,14.844
35.2,-119.8,15.488,15.349,14.896
35.2,-119.7,15.859,15.563,15.405
35.2,-119.6,14.463,15.463,15.429
35.2,-119.5,14.963,15.238,15.686
35.2,-119.4,15.148,15.241,15.786
35.2,-119.3,15.263,15.262,15.781
35.2,-119.2,15.281,15.298,15.776
35.2,-119.1,15.329,15.329,15.827
35.2,-119,15.391,15.345,15.868
35.2,-118.9,15.272,15.352,15.886
35.2,-118.8,14.996,15.354,15.876
35.2,-118.7,14.732,15.356,15.836
35.2,-118.6,14.642,15.36,15.626
35.2,-118.5,14.177,15.356,15.56
35.2,-118.4,14.271,15.444,15.561
35.2,-118.3,14.4,15.465,15.543
35.2,-118.2,14.711,15.5,15.48
35.2,-118.1,15.056,15.28,15.244
35.2,-118,15.763,15.272,15.245
35.2,-117.9,15.022,15.207,15.33
35.2,-117.8,15.153,15.066,15.526
35.2,-117.7,15.091,14.873,15.703
35.2,-117.6,15.148,14.621,15.703
35.2,-117.5,15.244,14.216,15.421
35.2,-117.4,15.194,14.541,15.178
35.2,-117.3,15.188,14.717,15.249
35.2,-117.2,15.195,14.857,15.391
35.2,-117.1,15.111,14.944,15.404
35.2,-117,15.105,14.989,15.416
35.2,-116.9,15.02,15.008,15.123
35.2,-116.8,14.926,15.027,14.58
35.2,-116.7,15.357,15.065,14.554
35.2,-116.6,14.906,15.108,14.88
35.2,-116.5,14.748,15.136,14.837
35.2,-116.4,14.906,15.137,14.872
35.2,-116.3,14.925,15.11,14.814
35.2,-116.2,14.529,15.06,14.801
35.2,-116.1,14.727,15.009,14.79
35.2,-116,14.781,14.976,14.94
35.2,-115.9,14.848,14.965,14.94
35.2,-115.8,14.85,14.963,14.903
35.2,-115.7,14.846,14.962,14.767
35.2,-115.6,14.838,14.959,14.597
35.2,-115.5,14.854,14.954,14.433
35.2,-115.4,14.836,14.948,14.357
35.2,-115.3,14.767,14.94,14.299
35.2,-115.2,14.792,14.931,14.246
35.2,-115.1,14.768,14.921,14.196
35.2,-115,14.718,14.911,14.151
35.2,-114.9,14.666,14.901,14.109
35.2,-114.8,14.625,14.891,14.071
35.2,-114.7,14.651,14.881,14.037
35.2,-114.6,14.614,14.876,14.008
35.2,-114.5,14.629,14.872,13.98
35.2,-114.4,14.693,14.868,13.954
35.2,-114.3,14.794,14.863,13.928
35.2,-114.2,14.797,14.858,13.902
35.2,-114.1,14.737,14.852,13.874
35.2,-114,14.696,14.848,13.844
35.2,-113.9,14.628,14.848,13.814
35.2,-113.8,14.622,14.857,13.782
35.2,-113.7,14.622,14.877,13.748
35.3,-122.2,14.298,14.274,13.889
35.3,-122.1,14.318,14.16,13.986
35.3,-122,14.38,14.186,14.088
35.3,-121.9,14.481,14.175,14.191
35.3,-121.8,14.676,14.143,14.294
35.3,-121.7,14.741,14.11,14.406
35.3,-121.6,14.797,14.08,14.522
35.3,-121.5,14.792,14.061,14.644
35.3,-121.4,14.751,14.095,14.77
35.3,-121.3,14.62,14.137,14.89
35.3,-121.2,14.478,14.183,14.934
35.3,-121.1,14.382,14.231,14.928
35.3,-121,14.416,14.28,14.895
35.3,-120.9,14.509,14.332,14.867
35.3,-120.8,14.825,14.386,14.868
35.3,-120.7,14.947,14.438,14.921
35.3,-120.6,14.983,14.485,14.914
35.3,-120.5,14.517,14.519,14.864
35.3,-120.4,14.816,14.532,14.683
35.3,-120.3,14.828,14.562,14.231
35.3,-120.2,15.353,14.654,14.272
35.3,-120.1,15.494,14.814,14.704
35.3,-120,15.143,15.045,14.836
35.3,-119.9,14.857,15.225,14.936
35.3,-119.8,15.711,15.464,15.213
35.3,-119.7,15.553,15.37,15.215
35.3,-119.6,14.365,15.315,15.306
35.3,-119.5,14.862,15.226,15.548
35.3,-119.4,14.968,15.251,15.56
35.3,-119.3,15.159,15.271,15.596
35.3,-119.2,15.174,15.294,15.628
35.3,-119.1,15.238,15.314,15.687
35.3,-119,15.159,15.326,15.743
35.3,-118.9,15.062,15.334,15.762
35.3,-118.8,14.903,15.34,15.733
35.3,-118.7,14.846,15.346,15.732
35.3,-118.6,14.632,15.35,15.509
35.3,-118.5,14.203,15.348,15.466
35.3,-118.4,14.338,15.365,15.49
35.3,-118.3,14.655,15.373,15.483
35.3,-118.2,14.76,15.4,15.484
35.3,-118.1,15.1,15.449,15.474
35.3,-118,15.975,15.513,15.48
35.3,-117.9,15.444,15.408,15.585
35.3,-117.8,15.232,15.281,15.703
35.3,-117.7,15.339,15.109,15.703
35.3,-117.6,15.113,14.888,15.703
35.3,-117.5,15.097,14.665,15.435
35.3,-117.4,15.154,15.028,15.173
35.3,-117.3,15.173,14.98,15.233
35.3,-117.2,15.138,15.032,15.36
35.3,-117.1,15.152,15.1,15.417
35.3,-117,15.063,15.11,15.439
35.3,-116.9,14.915,15.088,15.251
35.3,-116.8,14.717,15.084,15.012
35.3,-116.7,14.779,15.141,15.016
35.3,-116.6,14.072,15.202,15.01
35.3,-116.5,14.509,15.24,14.961
35.3,-116.4,14.552,15.239,14.935
35.3,-116.3,14.721,15.067,14.929
35.3,-116.2,14.611,15.133,14.906
35.3,-116.1,14.852,15.074,14.945
35.3,-116,14.839,15.044,14.947
35.3,-115.9,14.847,15.034,14.96
35.3,-115.8,14.843,15.027,14.832
35.3,-115.7,14.823,15.019,14.686
35.3,-115.6,14.856,15.009,14.535
35.3,-115.5,14.854,14.998,14.425
35.3,-115.4,14.843,14.986,14.361
35.3,-115.3,14.742,14.974,14.299
35.3,-115.2,14.721,14.961,14.238
35.3,-115.1,14.722,14.948,14.181
35.3,-115,14.676,14.935,14.13
35.3,-114.9,14.609,14.922,14.085
35.3,-114.8,14.565,14.91,14.045
35.3,-114.7,14.637,14.898,14.013
35.3,-114.6,14.634,14.886,13.986
35.3,-114.5,14.654,14.874,13.962
35.3,-114.4,14.721,14.863,13.94
35.3,-114.3,14.755,14.851,13.917
35.3,-114.2,14.79,14.843,13.893
35.3,-114.1,14.644,14.841,13.868
35.3,-114,14.639,14.834,13.841
35.3,-113.9,14.652,14.826,13.813
35.3,-113.8,14.673,14.826,13.782
35.4,-122.3,14.248,14.325,13.812
35.4,-122.2,14.309,14.216,13.894
35.4,-122.1,14.343,14.192,13.979
35.4,-122,14.379,14.208,14.085
35.4,-121.9,14.614,14.196,14.203
35.4,-121.8,14.669,14.179,14.328
35.4,-121.7,14.703,14.171,14.459
35.4,-121.6,14.758,14.18,14.59
35.4,-121.5,14.739,14.222,14.725
35.4,-121.4,14.689,14.268,14.857
35.4,-121.3,14.556,14.315,14.963
35.4,-121.2,14.31,14.36,14.925
35.4,-121.1,14.531,14.401,14.919
35.4,-121,14.671,14.439,14.883
35.4,-120.9,14.695,14.48,14.861
35.4,-120.8,14.839,14.524,14.87
35.4,-120.7,15.027,14.572,14.885
35.4,-120.6,14.383,14.619,14.843
35.4,-120.5,14.651,14.657,14.825
35.4,-120.4,14.792,14.676,14.653
35.4,-120.3,15.261,14.665,14.61
35.4,-120.2,15.45,14.705,14.317
35.4,-120.1,15.084,14.82,14.257
35.4,-120,14.875,14.968,14.759
35.4,-119.9,15.462,15.306,15.263
35.4,-119.8,15.517,15.239,15.263
35.4,-119.7,15.334,15.224,15.263
35.4,-119.6,14.367,15.235,15.186
35.4,-119.5,14.646,15.231,15.37
35.4,-119.4,14.897,15.255,15.393
35.4,-119.3,15.036,15.268,15.438
35.4,-119.2,15.121,15.282,15.479
35.4,-119.1,15.101,15.293,15.538
35.4,-119,15.071,15.302,15.595
35.4,-118.9,14.965,15.307,15.605
35.4,-118.8,14.916,15.311,15.618
35.4,-118.7,14.852,15.314,15.627
35.4,-118.6,14.77,15.316,15.458
35.4,-118.5,14.868,15.314,15.431
35.4,-118.4,14.578,15.314,15.45
35.4,-118.3,14.589,15.321,15.522
35.4,-118.2,14.547,15.348,15.523
35.4,-118.1,14.548,15.389,15.523
35.4,-118,13.915,15.437,15.485
35.4,-117.9,14.902,15.488,15.611
35.4,-117.8,15,15.547,15.612
35.4,-117.7,15.197,15.3,15.703
35.4,-117.6,15.197,15.146,15.703
35.4,-117.5,15.104,14.945,15.531
35.4,-117.4,15.241,14.796,15.392
35.4,-117.3,15.164,14.88,15.416
35.4,-117.2,15.096,15.418,15.47
35.4,-117.1,15.05,15.326,15.605
35.4,-117,15.027,15.223,15.634
35.4,-116.9,14.709,15.154,15.329
35.4,-116.8,14.148,15.121,15.155
35.4,-116.7,14.368,15.148,15.153
35.4,-116.6,14.367,15.318,15.107
35.4,-116.5,14.617,15.362,15.124
35.4,-116.4,14.725,15.356,15.139
35.4,-116.3,14.841,15.3,15.111
35.4,-116.2,15.008,15.215,15.085
35.4,-116.1,14.855,15.144,15.084
35.4,-116,14.845,15.108,15.043
35.4,-115.9,14.844,15.092,14.913
35.4,-115.8,14.858,15.076,14.758
35.4,-115.7,14.818,15.06,14.612
35.4,-115.6,14.828,15.043,14.516
35.4,-115.5,14.858,15.027,14.453
35.4,-115.4,14.877,15.011,14.386
35.4,-115.3,14.794,14.995,14.315
35.4,-115.2,14.621,14.979,14.244
35.4,-115.1,14.634,14.964,14.178
35.4,-115,14.591,14.95,14.12
35.4,-114.9,14.547,14.935,14.068
35.4,-114.8,14.58,14.921,14.026
35.4,-114.7,14.614,14.908,13.996
35.4,-114.6,14.597,14.895,13.973
35.4,-114.5,14.723,14.882,13.953
35.4,-114.4,14.355,14.87,13.934
35.4,-114.3,14.306,14.858,13.915
35.4,-114.2,14.618,14.846,13.893
35.4,-114.1,14.602,14.832,13.87
35.4,-114,14.604,14.817,13.844
35.4,-113.9,14.717,14.811,13.816
35.5,-122.4,14.386,14.358,14.5
35.5,-122.3,14.385,14.269,13.763
35.5,-122.2,14.441,14.201,13.854
35.5,-122.1,14.486,14.238,13.956
35.5,-122,14.593,14.246,14.059
35.5,-121.9,14.707,14.244,14.198
35.5,-121.8,14.761,14.246,14.352
35.5,-121.7,14.819,14.265,14.505
35.5,-121.6,14.865,14.311,14.654
35.5,-121.5,14.88,14.36,14.801
35.5,-121.4,14.862,14.41,14.936
35.5,-121.3,14.746,14.457,14.969
35.5,-121.2,14.624,14.499,14.95
35.5,-121.1,14.679,14.534,14.877
35.5,-121,14.684,14.562,14.774
35.5,-120.9,14.761,14.589,14.775
35.5,-120.8,14.813,14.619,14.761
35.5,-120.7,14.28,14.657,14.763
35.5,-120.6,14.233,14.693,14.759
35.5,-120.5,14.574,14.719,14.838
35.5,-120.4,14.63,14.722,14.83
35.5,-120.3,15.53,14.703,14.784
35.5,-120.2,15.62,14.697,14.737
35.5,-120.1,14.583,14.789,14.683
35.5,-120,15.445,14.986,15.121
35.5,-119.9,15.532,15.006,15.121
35.5,-119.8,15.409,15.104,15.121
35.5,-119.7,15.261,15.169,14.657
35.5,-119.6,14.408,15.211,15.213
35.5,-119.5,14.592,15.237,15.216
35.5,-119.4,15.034,15.253,15.254
35.5,-119.3,15.124,15.26,15.293
35.5,-119.2,15.092,15.266,15.334
35.5,-119.1,15.067,15.27,15.386
35.5,-119,14.986,15.273,15.434
35.5,-118.9,14.95,15.275,15.46
35.5,-118.8,14.9,15.275,15.481
35.5,-118.7,14.902,15.273,15.501
35.5,-118.6,14.85,15.27,15.423
35.5,-118.5,14.786,15.265,15.397
35.5,-118.4,14.82,15.261,15.386
35.5,-118.3,14.425,15.261,15.382
35.5,-118.2,14.515,15.272,15.528
35.5,-118.1,14.563,15.289,15.532
35.5,-118,14.119,15.342,15.539
35.5,-117.9,13.972,15.373,15.607
35.5,-117.8,14.286,15.41,15.611
35.5,-117.7,14.701,15.479,15.613
35.5,-117.6,14.765,15.236,15.508
35.5,-117.5,15.282,15.083,15.321
35.5,-117.4,15.343,15.061,15.21
35.5,-117.3,15.121,14.988,15.423
35.5,-117.2,14.842,15.253,15.476
35.5,-117.1,14.789,15.524,15.608
35.5,-117,15.218,15.368,15.635
35.5,-116.9,15.175,15.164,15.36
35.5,-116.8,14.501,15.069,15.155
35.5,-116.7,14.72,15.116,15.155
35.5,-116.6,14.458,15.332,15.109
35.5,-116.5,14.569,15.484,15.123
35.5,-116.4,15.09,15.459,15.139
35.5,-116.3,14.934,15.386,15.084
35.5,-116.2,14.927,15.282,15.05
35.5,-116.1,14.848,15.197,15.038
35.5,-116,14.838,15.151,14.935
35.5,-115.9,14.834,15.125,14.815
35.5,-115.8,14.852,15.101,14.708
35.5,-115.7,14.803,15.079,14.643
35.5,-115.6,14.812,15.058,14.583
35.5,-115.5,14.924,15.038,14.512
35.5,-115.4,14.777,15.02,14.435
35.5,-115.3,14.571,15.003,14.352
35.5,-115.2,14.619,14.987,14.265
35.5,-115.1,14.595,14.971,14.189
35.5,-115,14.556,14.956,14.119
35.5,-114.9,14.364,14.941,14.059
35.5,-114.8,14.501,14.926,14.016
35.5,-114.7,14.577,14.912,13.99
35.5,-114.6,14.509,14.898,13.972
35.5,-114.5,14.494,14.885,13.956
35.5,-114.4,14.281,14.872,13.94
35.5,-114.3,14.249,14.859,13.923
35.5,-114.2,14.518,14.847,13.903
35.5,-114.1,14.592,14.832,13.88
35.5,-114,14.673,14.82,13.855
35.5,-113.9,14.723,14.823,13.829
35.6,-122.4,14.389,14.312,14.575
35.6,-122.3,14.489,14.254,14.551
35.6,-122.2,14.48,14.27,14.378
35.6,-122.1,14.604,14.291,14.231
35.6,-122,14.72,14.297,13.996
35.6,-121.9,14.826,14.304,14.171
35.6,-121.8,14.876,14.321,14.349
35.6,-121.7,14.916,14.368,14.521
35.6,-121.6,14.969,14.42,14.685
35.6,-121.5,15.013,14.473,14.841
35.6,-121.4,15.005,14.526,14.934
35.6,-121.3,15.047,14.574,14.942
35.6,-121.2,14.774,14.616,14.793
35.6,-121.1,14.269,14.649,14.676
35.6,-121,14.496,14.672,14.675
35.6,-120.9,14.565,14.687,14.621
35.6,-120.8,14.401,14.7,14.608
35.6,-120.7,14.355,14.723,14.429
35.6,-120.6,14.641,14.74,14.773
35.6,-120.5,14.718,14.754,14.774
35.6,-120.4,14.73,14.725,14.863
35.6,-120.3,15.288,14.673,14.87
35.6,-120.2,15.53,14.688,14.74
35.6,-120.1,15.347,14.487,14.759
35.6,-120,15.434,14.763,14.76
35.6,-119.9,15.324,14.972,14.782
35.6,-119.8,15.271,15.103,14.52
35.6,-119.7,15.024,15.174,15.06
35.6,-119.6,14.624,15.213,15.075
35.6,-119.5,14.581,15.231,15.111
35.6,-119.4,14.834,15.239,15.134
35.6,-119.3,14.882,15.242,15.167
35.6,-119.2,14.768,15.243,15.202
35.6,-119.1,14.737,15.243,15.24
35.6,-119,14.733,15.242,15.276
35.6,-118.9,14.709,15.24,15.303
35.6,-118.8,14.737,15.236,15.329
35.6,-118.7,14.744,15.231,15.354
35.6,-118.6,14.72,15.224,15.36
35.6,-118.5,14.808,15.215,15.268
35.6,-118.4,15.012,15.206,15.277
35.6,-118.3,14.563,15.202,15.348
35.6,-118.2,14.353,15.206,15.439
35.6,-118.1,14.303,15.216,15.379
35.6,-118,14.714,15.233,15.484
35.6,-117.9,14.805,15.251,15.607
35.6,-117.8,14.751,15.265,15.552
35.6,-117.7,14.989,15.277,15.551
35.6,-117.6,15.174,15.288,15.469
35.6,-117.5,15.206,15.001,15.355
35.6,-117.4,15.124,14.923,15.207
35.6,-117.3,15.14,14.927,15.218
